"","prot","scaffold","Gene.Predict","id.x","gene.start","gene.stop","pos1.x","pos2.x","pos3.x","attr.x","Predict","id.y","start","stop","pos1.y","pos2.y","pos3.y","attr.y"
"123","Acerv_evm.model.Segkk1677_pilon.1","Segkk1677_pilon","EVM","gene",11218,15450,".","+",".","ID=Acerv_evm.TU.Segkk1677_pilon.1;Name=Acerv_gene.model.Segkk1677_pilon.1","Pfam","protein_match",756,789,"3.7E-5","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1677_pilon.1 756 789;Ontology_term=GO:0005515;ID=match$7661_756_789;signature_desc=Tetratricopeptide repeat;Name=PF13176;status=T;Dbxref=InterPro:IPR019734"
"124","Acerv_evm.model.Segkk1677_pilon.1","Segkk1677_pilon","EVM","mRNA",11218,15450,".","+",".","ID=Acerv_evm.model.Segkk1677_pilon.1;Parent=Acerv_evm.TU.Segkk1677_pilon.1;product=Tetratricopeptide_repeat_protein_28_;transcript_id=Acerv_evm.model.Segkk1677_pilon.1","Pfam","protein_match",756,789,"3.7E-5","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1677_pilon.1 756 789;Ontology_term=GO:0005515;ID=match$7661_756_789;signature_desc=Tetratricopeptide repeat;Name=PF13176;status=T;Dbxref=InterPro:IPR019734"
"125","Acerv_evm.model.Segkk1677_pilon.1","Segkk1677_pilon","EVM","CDS",12161,15450,".","+","2","ID=cds.Acerv_evm.model.Segkk1677_pilon.1;Parent=Acerv_evm.model.Segkk1677_pilon.1;transcript_id=cds.Acerv_evm.model.Segkk1677_pilon.1","Pfam","protein_match",756,789,"3.7E-5","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1677_pilon.1 756 789;Ontology_term=GO:0005515;ID=match$7661_756_789;signature_desc=Tetratricopeptide repeat;Name=PF13176;status=T;Dbxref=InterPro:IPR019734"
"126","Acerv_evm.model.Segkk1677_pilon.1","Segkk1677_pilon","EVM","CDS",11218,11245,".","+","0","ID=cds.Acerv_evm.model.Segkk1677_pilon.1;Parent=Acerv_evm.model.Segkk1677_pilon.1;transcript_id=cds.Acerv_evm.model.Segkk1677_pilon.1","Pfam","protein_match",756,789,"3.7E-5","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1677_pilon.1 756 789;Ontology_term=GO:0005515;ID=match$7661_756_789;signature_desc=Tetratricopeptide repeat;Name=PF13176;status=T;Dbxref=InterPro:IPR019734"
"127","Acerv_evm.model.Segkk1677_pilon.1","Segkk1677_pilon","EVM","stop_codon",15448,15450,".","+",".","ID=Acerv_evm.model.Segkk1677_pilon.1:stop;Parent=Acerv_evm.model.Segkk1677_pilon.1;transcript_id=Acerv_evm.model.Segkk1677_pilon.1:stop","Pfam","protein_match",756,789,"3.7E-5","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1677_pilon.1 756 789;Ontology_term=GO:0005515;ID=match$7661_756_789;signature_desc=Tetratricopeptide repeat;Name=PF13176;status=T;Dbxref=InterPro:IPR019734"
"128","Acerv_evm.model.Segkk1677_pilon.1","Segkk1677_pilon","EVM","exon",11218,11245,".","+",".","ID=Acerv_evm.model.Segkk1677_pilon.1.exon1;Parent=Acerv_evm.model.Segkk1677_pilon.1;transcript_id=Acerv_evm.model.Segkk1677_pilon.1.exon1","Pfam","protein_match",756,789,"3.7E-5","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1677_pilon.1 756 789;Ontology_term=GO:0005515;ID=match$7661_756_789;signature_desc=Tetratricopeptide repeat;Name=PF13176;status=T;Dbxref=InterPro:IPR019734"
"129","Acerv_evm.model.Segkk1677_pilon.1","Segkk1677_pilon","EVM","exon",12161,15450,".","+",".","ID=Acerv_evm.model.Segkk1677_pilon.1.exon2;Parent=Acerv_evm.model.Segkk1677_pilon.1;transcript_id=Acerv_evm.model.Segkk1677_pilon.1.exon2","Pfam","protein_match",756,789,"3.7E-5","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1677_pilon.1 756 789;Ontology_term=GO:0005515;ID=match$7661_756_789;signature_desc=Tetratricopeptide repeat;Name=PF13176;status=T;Dbxref=InterPro:IPR019734"
"130","Acerv_evm.model.Segkk1708_pilon.21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Acerv_evm.model.Segkk1779_pilon.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Acerv_evm.model.Segkk1793_pilon.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Acerv_evm.model.Segkk1822_pilon.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Acerv_evm.model.Segkk1852_pilon.2","Segkk1852_pilon","EVM","exon",22855,22968,".","+",".","ID=Acerv_evm.model.Segkk1852_pilon.2.exon6;Parent=Acerv_evm.model.Segkk1852_pilon.2;transcript_id=Acerv_evm.model.Segkk1852_pilon.2.exon6","Pfam","protein_match",3,211,"8.8E-69","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1852_pilon.2 3 211;Ontology_term=GO:0003924;ID=match$181859_3_211;signature_desc=Tubulin/FtsZ family, GTPase domain;Name=PF00091;status=T;Dbxref=InterPro:IPR003008,Reactome:R-HSA-380320"
"135","Acerv_evm.model.Segkk1852_pilon.2","Segkk1852_pilon","EVM","gene",18086,22968,".","+",".","ID=Acerv_evm.TU.Segkk1852_pilon.2;Name=Acerv_gene.model.Segkk1852_pilon.2","Pfam","protein_match",3,211,"8.8E-69","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1852_pilon.2 3 211;Ontology_term=GO:0003924;ID=match$181859_3_211;signature_desc=Tubulin/FtsZ family, GTPase domain;Name=PF00091;status=T;Dbxref=InterPro:IPR003008,Reactome:R-HSA-380320"
"136","Acerv_evm.model.Segkk1852_pilon.2","Segkk1852_pilon","EVM","exon",18460,18570,".","+",".","ID=Acerv_evm.model.Segkk1852_pilon.2.exon3;Parent=Acerv_evm.model.Segkk1852_pilon.2;transcript_id=Acerv_evm.model.Segkk1852_pilon.2.exon3","Pfam","protein_match",3,211,"8.8E-69","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1852_pilon.2 3 211;Ontology_term=GO:0003924;ID=match$181859_3_211;signature_desc=Tubulin/FtsZ family, GTPase domain;Name=PF00091;status=T;Dbxref=InterPro:IPR003008,Reactome:R-HSA-380320"
"137","Acerv_evm.model.Segkk1852_pilon.2","Segkk1852_pilon","EVM","start_codon",18086,18088,".","+",".","ID=Acerv_evm.model.Segkk1852_pilon.2:start;Parent=Acerv_evm.model.Segkk1852_pilon.2;transcript_id=Acerv_evm.model.Segkk1852_pilon.2:start","Pfam","protein_match",3,211,"8.8E-69","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1852_pilon.2 3 211;Ontology_term=GO:0003924;ID=match$181859_3_211;signature_desc=Tubulin/FtsZ family, GTPase domain;Name=PF00091;status=T;Dbxref=InterPro:IPR003008,Reactome:R-HSA-380320"
"138","Acerv_evm.model.Segkk1852_pilon.2","Segkk1852_pilon","EVM","CDS",21453,21947,".","+","0","ID=cds.Acerv_evm.model.Segkk1852_pilon.2;Parent=Acerv_evm.model.Segkk1852_pilon.2;transcript_id=cds.Acerv_evm.model.Segkk1852_pilon.2","Pfam","protein_match",3,211,"8.8E-69","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1852_pilon.2 3 211;Ontology_term=GO:0003924;ID=match$181859_3_211;signature_desc=Tubulin/FtsZ family, GTPase domain;Name=PF00091;status=T;Dbxref=InterPro:IPR003008,Reactome:R-HSA-380320"
"139","Acerv_evm.model.Segkk1852_pilon.2","Segkk1852_pilon","EVM","mRNA",18086,22968,".","+",".","ID=Acerv_evm.model.Segkk1852_pilon.2;Parent=Acerv_evm.TU.Segkk1852_pilon.2;product=Tubulin_beta_chain_;transcript_id=Acerv_evm.model.Segkk1852_pilon.2","Pfam","protein_match",3,211,"8.8E-69","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1852_pilon.2 3 211;Ontology_term=GO:0003924;ID=match$181859_3_211;signature_desc=Tubulin/FtsZ family, GTPase domain;Name=PF00091;status=T;Dbxref=InterPro:IPR003008,Reactome:R-HSA-380320"
"140","Acerv_evm.model.Segkk1852_pilon.2","Segkk1852_pilon","EVM","CDS",19232,19689,".","+","2","ID=cds.Acerv_evm.model.Segkk1852_pilon.2;Parent=Acerv_evm.model.Segkk1852_pilon.2;transcript_id=cds.Acerv_evm.model.Segkk1852_pilon.2","Pfam","protein_match",3,211,"8.8E-69","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1852_pilon.2 3 211;Ontology_term=GO:0003924;ID=match$181859_3_211;signature_desc=Tubulin/FtsZ family, GTPase domain;Name=PF00091;status=T;Dbxref=InterPro:IPR003008,Reactome:R-HSA-380320"
"141","Acerv_evm.model.Segkk1852_pilon.2","Segkk1852_pilon","EVM","exon",18086,18142,".","+",".","ID=Acerv_evm.model.Segkk1852_pilon.2.exon1;Parent=Acerv_evm.model.Segkk1852_pilon.2;transcript_id=Acerv_evm.model.Segkk1852_pilon.2.exon1","Pfam","protein_match",3,211,"8.8E-69","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1852_pilon.2 3 211;Ontology_term=GO:0003924;ID=match$181859_3_211;signature_desc=Tubulin/FtsZ family, GTPase domain;Name=PF00091;status=T;Dbxref=InterPro:IPR003008,Reactome:R-HSA-380320"
"142","Acerv_evm.model.Segkk1852_pilon.2","Segkk1852_pilon","EVM","stop_codon",22966,22968,".","+",".","ID=Acerv_evm.model.Segkk1852_pilon.2:stop;Parent=Acerv_evm.model.Segkk1852_pilon.2;transcript_id=Acerv_evm.model.Segkk1852_pilon.2:stop","Pfam","protein_match",3,211,"8.8E-69","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1852_pilon.2 3 211;Ontology_term=GO:0003924;ID=match$181859_3_211;signature_desc=Tubulin/FtsZ family, GTPase domain;Name=PF00091;status=T;Dbxref=InterPro:IPR003008,Reactome:R-HSA-380320"
"143","Acerv_evm.model.Segkk1852_pilon.2","Segkk1852_pilon","EVM","CDS",18086,18142,".","+","0","ID=cds.Acerv_evm.model.Segkk1852_pilon.2;Parent=Acerv_evm.model.Segkk1852_pilon.2;transcript_id=cds.Acerv_evm.model.Segkk1852_pilon.2","Pfam","protein_match",3,211,"8.8E-69","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1852_pilon.2 3 211;Ontology_term=GO:0003924;ID=match$181859_3_211;signature_desc=Tubulin/FtsZ family, GTPase domain;Name=PF00091;status=T;Dbxref=InterPro:IPR003008,Reactome:R-HSA-380320"
"144","Acerv_evm.model.Segkk1852_pilon.2","Segkk1852_pilon","EVM","CDS",18257,18365,".","+","0","ID=cds.Acerv_evm.model.Segkk1852_pilon.2;Parent=Acerv_evm.model.Segkk1852_pilon.2;transcript_id=cds.Acerv_evm.model.Segkk1852_pilon.2","Pfam","protein_match",3,211,"8.8E-69","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1852_pilon.2 3 211;Ontology_term=GO:0003924;ID=match$181859_3_211;signature_desc=Tubulin/FtsZ family, GTPase domain;Name=PF00091;status=T;Dbxref=InterPro:IPR003008,Reactome:R-HSA-380320"
"145","Acerv_evm.model.Segkk1852_pilon.2","Segkk1852_pilon","EVM","CDS",22855,22968,".","+","0","ID=cds.Acerv_evm.model.Segkk1852_pilon.2;Parent=Acerv_evm.model.Segkk1852_pilon.2;transcript_id=cds.Acerv_evm.model.Segkk1852_pilon.2","Pfam","protein_match",3,211,"8.8E-69","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1852_pilon.2 3 211;Ontology_term=GO:0003924;ID=match$181859_3_211;signature_desc=Tubulin/FtsZ family, GTPase domain;Name=PF00091;status=T;Dbxref=InterPro:IPR003008,Reactome:R-HSA-380320"
"146","Acerv_evm.model.Segkk1852_pilon.2","Segkk1852_pilon","EVM","CDS",18460,18570,".","+","2","ID=cds.Acerv_evm.model.Segkk1852_pilon.2;Parent=Acerv_evm.model.Segkk1852_pilon.2;transcript_id=cds.Acerv_evm.model.Segkk1852_pilon.2","Pfam","protein_match",3,211,"8.8E-69","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1852_pilon.2 3 211;Ontology_term=GO:0003924;ID=match$181859_3_211;signature_desc=Tubulin/FtsZ family, GTPase domain;Name=PF00091;status=T;Dbxref=InterPro:IPR003008,Reactome:R-HSA-380320"
"147","Acerv_evm.model.Segkk1852_pilon.2","Segkk1852_pilon","EVM","exon",21453,21947,".","+",".","ID=Acerv_evm.model.Segkk1852_pilon.2.exon5;Parent=Acerv_evm.model.Segkk1852_pilon.2;transcript_id=Acerv_evm.model.Segkk1852_pilon.2.exon5","Pfam","protein_match",3,211,"8.8E-69","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1852_pilon.2 3 211;Ontology_term=GO:0003924;ID=match$181859_3_211;signature_desc=Tubulin/FtsZ family, GTPase domain;Name=PF00091;status=T;Dbxref=InterPro:IPR003008,Reactome:R-HSA-380320"
"148","Acerv_evm.model.Segkk1852_pilon.2","Segkk1852_pilon","EVM","exon",18257,18365,".","+",".","ID=Acerv_evm.model.Segkk1852_pilon.2.exon2;Parent=Acerv_evm.model.Segkk1852_pilon.2;transcript_id=Acerv_evm.model.Segkk1852_pilon.2.exon2","Pfam","protein_match",3,211,"8.8E-69","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1852_pilon.2 3 211;Ontology_term=GO:0003924;ID=match$181859_3_211;signature_desc=Tubulin/FtsZ family, GTPase domain;Name=PF00091;status=T;Dbxref=InterPro:IPR003008,Reactome:R-HSA-380320"
"149","Acerv_evm.model.Segkk1852_pilon.2","Segkk1852_pilon","EVM","exon",19232,19689,".","+",".","ID=Acerv_evm.model.Segkk1852_pilon.2.exon4;Parent=Acerv_evm.model.Segkk1852_pilon.2;transcript_id=Acerv_evm.model.Segkk1852_pilon.2.exon4","Pfam","protein_match",3,211,"8.8E-69","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1852_pilon.2 3 211;Ontology_term=GO:0003924;ID=match$181859_3_211;signature_desc=Tubulin/FtsZ family, GTPase domain;Name=PF00091;status=T;Dbxref=InterPro:IPR003008,Reactome:R-HSA-380320"
"150","Acerv_evm.model.Segkk1945_pilon.2","Segkk1945_pilon","EVM","exon",22049,22201,".","+",".","ID=Acerv_evm.model.Segkk1945_pilon.2.exon3;Parent=Acerv_evm.model.Segkk1945_pilon.2;transcript_id=Acerv_evm.model.Segkk1945_pilon.2.exon3","Pfam","protein_match",32,173,"2.0E-8","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1945_pilon.2 32 173;Ontology_term=GO:0003676,GO:0005524;ID=match$201334_32_173;signature_desc=DEAD/DEAH box helicase;Name=PF00270;status=T;Dbxref=InterPro:IPR011545"
"151","Acerv_evm.model.Segkk1945_pilon.2","Segkk1945_pilon","EVM","CDS",22049,22201,".","+","2","ID=cds.Acerv_evm.model.Segkk1945_pilon.2;Parent=Acerv_evm.model.Segkk1945_pilon.2;transcript_id=cds.Acerv_evm.model.Segkk1945_pilon.2","Pfam","protein_match",32,173,"2.0E-8","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1945_pilon.2 32 173;Ontology_term=GO:0003676,GO:0005524;ID=match$201334_32_173;signature_desc=DEAD/DEAH box helicase;Name=PF00270;status=T;Dbxref=InterPro:IPR011545"
"152","Acerv_evm.model.Segkk1945_pilon.2","Segkk1945_pilon","EVM","exon",22049,22201,".","+",".","ID=Acerv_evm.model.Segkk1945_pilon.2.exon3;Parent=Acerv_evm.model.Segkk1945_pilon.2;transcript_id=Acerv_evm.model.Segkk1945_pilon.2.exon3","Pfam","protein_match",238,283,"8.3E-8","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1945_pilon.2 238 283;Ontology_term=GO:0005576,GO:0030414;ID=match$201328_238_283;signature_desc=WAP-type (Whey Acidic Protein) 'four-disulfide core';Name=PF00095;status=T;Dbxref=InterPro:IPR008197"
"153","Acerv_evm.model.Segkk1945_pilon.2","Segkk1945_pilon","EVM","stop_codon",24292,24294,".","+",".","ID=Acerv_evm.model.Segkk1945_pilon.2:stop;Parent=Acerv_evm.model.Segkk1945_pilon.2;transcript_id=Acerv_evm.model.Segkk1945_pilon.2:stop","Pfam","protein_match",238,283,"8.3E-8","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1945_pilon.2 238 283;Ontology_term=GO:0005576,GO:0030414;ID=match$201328_238_283;signature_desc=WAP-type (Whey Acidic Protein) 'four-disulfide core';Name=PF00095;status=T;Dbxref=InterPro:IPR008197"
"154","Acerv_evm.model.Segkk1945_pilon.2","Segkk1945_pilon","EVM","exon",23801,24294,".","+",".","ID=Acerv_evm.model.Segkk1945_pilon.2.exon4;Parent=Acerv_evm.model.Segkk1945_pilon.2;transcript_id=Acerv_evm.model.Segkk1945_pilon.2.exon4","Pfam","protein_match",32,173,"2.0E-8","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1945_pilon.2 32 173;Ontology_term=GO:0003676,GO:0005524;ID=match$201334_32_173;signature_desc=DEAD/DEAH box helicase;Name=PF00270;status=T;Dbxref=InterPro:IPR011545"
"155","Acerv_evm.model.Segkk1945_pilon.2","Segkk1945_pilon","EVM","CDS",23801,24294,".","+","2","ID=cds.Acerv_evm.model.Segkk1945_pilon.2;Parent=Acerv_evm.model.Segkk1945_pilon.2;transcript_id=cds.Acerv_evm.model.Segkk1945_pilon.2","Pfam","protein_match",238,283,"8.3E-8","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1945_pilon.2 238 283;Ontology_term=GO:0005576,GO:0030414;ID=match$201328_238_283;signature_desc=WAP-type (Whey Acidic Protein) 'four-disulfide core';Name=PF00095;status=T;Dbxref=InterPro:IPR008197"
"156","Acerv_evm.model.Segkk1945_pilon.2","Segkk1945_pilon","EVM","CDS",22049,22201,".","+","2","ID=cds.Acerv_evm.model.Segkk1945_pilon.2;Parent=Acerv_evm.model.Segkk1945_pilon.2;transcript_id=cds.Acerv_evm.model.Segkk1945_pilon.2","Pfam","protein_match",238,283,"8.3E-8","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1945_pilon.2 238 283;Ontology_term=GO:0005576,GO:0030414;ID=match$201328_238_283;signature_desc=WAP-type (Whey Acidic Protein) 'four-disulfide core';Name=PF00095;status=T;Dbxref=InterPro:IPR008197"
"157","Acerv_evm.model.Segkk1945_pilon.2","Segkk1945_pilon","EVM","CDS",18713,19212,".","+","0","ID=cds.Acerv_evm.model.Segkk1945_pilon.2;Parent=Acerv_evm.model.Segkk1945_pilon.2;transcript_id=cds.Acerv_evm.model.Segkk1945_pilon.2","Pfam","protein_match",238,283,"8.3E-8","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1945_pilon.2 238 283;Ontology_term=GO:0005576,GO:0030414;ID=match$201328_238_283;signature_desc=WAP-type (Whey Acidic Protein) 'four-disulfide core';Name=PF00095;status=T;Dbxref=InterPro:IPR008197"
"158","Acerv_evm.model.Segkk1945_pilon.2","Segkk1945_pilon","EVM","exon",18713,19212,".","+",".","ID=Acerv_evm.model.Segkk1945_pilon.2.exon1;Parent=Acerv_evm.model.Segkk1945_pilon.2;transcript_id=Acerv_evm.model.Segkk1945_pilon.2.exon1","Pfam","protein_match",32,173,"2.0E-8","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1945_pilon.2 32 173;Ontology_term=GO:0003676,GO:0005524;ID=match$201334_32_173;signature_desc=DEAD/DEAH box helicase;Name=PF00270;status=T;Dbxref=InterPro:IPR011545"
"159","Acerv_evm.model.Segkk1945_pilon.2","Segkk1945_pilon","EVM","CDS",23801,24294,".","+","2","ID=cds.Acerv_evm.model.Segkk1945_pilon.2;Parent=Acerv_evm.model.Segkk1945_pilon.2;transcript_id=cds.Acerv_evm.model.Segkk1945_pilon.2","Pfam","protein_match",32,173,"2.0E-8","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1945_pilon.2 32 173;Ontology_term=GO:0003676,GO:0005524;ID=match$201334_32_173;signature_desc=DEAD/DEAH box helicase;Name=PF00270;status=T;Dbxref=InterPro:IPR011545"
"160","Acerv_evm.model.Segkk1945_pilon.2","Segkk1945_pilon","EVM","exon",21440,21642,".","+",".","ID=Acerv_evm.model.Segkk1945_pilon.2.exon2;Parent=Acerv_evm.model.Segkk1945_pilon.2;transcript_id=Acerv_evm.model.Segkk1945_pilon.2.exon2","Pfam","protein_match",32,173,"2.0E-8","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1945_pilon.2 32 173;Ontology_term=GO:0003676,GO:0005524;ID=match$201334_32_173;signature_desc=DEAD/DEAH box helicase;Name=PF00270;status=T;Dbxref=InterPro:IPR011545"
"161","Acerv_evm.model.Segkk1945_pilon.2","Segkk1945_pilon","EVM","start_codon",18713,18715,".","+",".","ID=Acerv_evm.model.Segkk1945_pilon.2:start;Parent=Acerv_evm.model.Segkk1945_pilon.2;transcript_id=Acerv_evm.model.Segkk1945_pilon.2:start","Pfam","protein_match",32,173,"2.0E-8","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1945_pilon.2 32 173;Ontology_term=GO:0003676,GO:0005524;ID=match$201334_32_173;signature_desc=DEAD/DEAH box helicase;Name=PF00270;status=T;Dbxref=InterPro:IPR011545"
"162","Acerv_evm.model.Segkk1945_pilon.2","Segkk1945_pilon","EVM","gene",18713,24294,".","+",".","ID=Acerv_evm.TU.Segkk1945_pilon.2;Name=Acerv_gene.model.Segkk1945_pilon.2","Pfam","protein_match",238,283,"8.3E-8","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1945_pilon.2 238 283;Ontology_term=GO:0005576,GO:0030414;ID=match$201328_238_283;signature_desc=WAP-type (Whey Acidic Protein) 'four-disulfide core';Name=PF00095;status=T;Dbxref=InterPro:IPR008197"
"163","Acerv_evm.model.Segkk1945_pilon.2","Segkk1945_pilon","EVM","exon",21440,21642,".","+",".","ID=Acerv_evm.model.Segkk1945_pilon.2.exon2;Parent=Acerv_evm.model.Segkk1945_pilon.2;transcript_id=Acerv_evm.model.Segkk1945_pilon.2.exon2","Pfam","protein_match",238,283,"8.3E-8","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1945_pilon.2 238 283;Ontology_term=GO:0005576,GO:0030414;ID=match$201328_238_283;signature_desc=WAP-type (Whey Acidic Protein) 'four-disulfide core';Name=PF00095;status=T;Dbxref=InterPro:IPR008197"
"164","Acerv_evm.model.Segkk1945_pilon.2","Segkk1945_pilon","EVM","gene",18713,24294,".","+",".","ID=Acerv_evm.TU.Segkk1945_pilon.2;Name=Acerv_gene.model.Segkk1945_pilon.2","Pfam","protein_match",32,173,"2.0E-8","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1945_pilon.2 32 173;Ontology_term=GO:0003676,GO:0005524;ID=match$201334_32_173;signature_desc=DEAD/DEAH box helicase;Name=PF00270;status=T;Dbxref=InterPro:IPR011545"
"165","Acerv_evm.model.Segkk1945_pilon.2","Segkk1945_pilon","EVM","stop_codon",24292,24294,".","+",".","ID=Acerv_evm.model.Segkk1945_pilon.2:stop;Parent=Acerv_evm.model.Segkk1945_pilon.2;transcript_id=Acerv_evm.model.Segkk1945_pilon.2:stop","Pfam","protein_match",32,173,"2.0E-8","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1945_pilon.2 32 173;Ontology_term=GO:0003676,GO:0005524;ID=match$201334_32_173;signature_desc=DEAD/DEAH box helicase;Name=PF00270;status=T;Dbxref=InterPro:IPR011545"
"166","Acerv_evm.model.Segkk1945_pilon.2","Segkk1945_pilon","EVM","CDS",18713,19212,".","+","0","ID=cds.Acerv_evm.model.Segkk1945_pilon.2;Parent=Acerv_evm.model.Segkk1945_pilon.2;transcript_id=cds.Acerv_evm.model.Segkk1945_pilon.2","Pfam","protein_match",32,173,"2.0E-8","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1945_pilon.2 32 173;Ontology_term=GO:0003676,GO:0005524;ID=match$201334_32_173;signature_desc=DEAD/DEAH box helicase;Name=PF00270;status=T;Dbxref=InterPro:IPR011545"
"167","Acerv_evm.model.Segkk1945_pilon.2","Segkk1945_pilon","EVM","CDS",21440,21642,".","+","1","ID=cds.Acerv_evm.model.Segkk1945_pilon.2;Parent=Acerv_evm.model.Segkk1945_pilon.2;transcript_id=cds.Acerv_evm.model.Segkk1945_pilon.2","Pfam","protein_match",238,283,"8.3E-8","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1945_pilon.2 238 283;Ontology_term=GO:0005576,GO:0030414;ID=match$201328_238_283;signature_desc=WAP-type (Whey Acidic Protein) 'four-disulfide core';Name=PF00095;status=T;Dbxref=InterPro:IPR008197"
"168","Acerv_evm.model.Segkk1945_pilon.2","Segkk1945_pilon","EVM","mRNA",18713,24294,".","+",".","ID=Acerv_evm.model.Segkk1945_pilon.2;Parent=Acerv_evm.TU.Segkk1945_pilon.2;product=Ryncolin-1_;transcript_id=Acerv_evm.model.Segkk1945_pilon.2","Pfam","protein_match",238,283,"8.3E-8","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1945_pilon.2 238 283;Ontology_term=GO:0005576,GO:0030414;ID=match$201328_238_283;signature_desc=WAP-type (Whey Acidic Protein) 'four-disulfide core';Name=PF00095;status=T;Dbxref=InterPro:IPR008197"
"169","Acerv_evm.model.Segkk1945_pilon.2","Segkk1945_pilon","EVM","exon",23801,24294,".","+",".","ID=Acerv_evm.model.Segkk1945_pilon.2.exon4;Parent=Acerv_evm.model.Segkk1945_pilon.2;transcript_id=Acerv_evm.model.Segkk1945_pilon.2.exon4","Pfam","protein_match",238,283,"8.3E-8","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1945_pilon.2 238 283;Ontology_term=GO:0005576,GO:0030414;ID=match$201328_238_283;signature_desc=WAP-type (Whey Acidic Protein) 'four-disulfide core';Name=PF00095;status=T;Dbxref=InterPro:IPR008197"
"170","Acerv_evm.model.Segkk1945_pilon.2","Segkk1945_pilon","EVM","CDS",21440,21642,".","+","1","ID=cds.Acerv_evm.model.Segkk1945_pilon.2;Parent=Acerv_evm.model.Segkk1945_pilon.2;transcript_id=cds.Acerv_evm.model.Segkk1945_pilon.2","Pfam","protein_match",32,173,"2.0E-8","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1945_pilon.2 32 173;Ontology_term=GO:0003676,GO:0005524;ID=match$201334_32_173;signature_desc=DEAD/DEAH box helicase;Name=PF00270;status=T;Dbxref=InterPro:IPR011545"
"171","Acerv_evm.model.Segkk1945_pilon.2","Segkk1945_pilon","EVM","mRNA",18713,24294,".","+",".","ID=Acerv_evm.model.Segkk1945_pilon.2;Parent=Acerv_evm.TU.Segkk1945_pilon.2;product=Ryncolin-1_;transcript_id=Acerv_evm.model.Segkk1945_pilon.2","Pfam","protein_match",32,173,"2.0E-8","+",".","date=26-09-2020;Target=Acerv_evm.model.Segkk1945_pilon.2 32 173;Ontology_term=GO:0003676,GO:0005524;ID=match$201334_32_173;signature_desc=DEAD/DEAH box helicase;Name=PF00270;status=T;Dbxref=InterPro:IPR011545"
