"","gene_id","17_ctl2_Of_ZTH_1","18_T33_Of_VLL","23_ctl1_Of_CT_1","26_T12_Of_WCL","30_T23_Of_RPG","32_T22_Of_EVR","36_T43_Of_JJN","40_T13_Of_GWS","43_ctl3_Of_JVP_1","44_T41_Of_PVT_1","48_T31_Of_JNO","50_T21_Of_YZB","51_T42_Of_UOF","59_T11_Of_TQP","60_T32_Of_WY","scaffold","Gene.Predict","id","gene.start","gene.stop","pos1","pos2","pos3","attr"
"67","LOC110039914",1196,164,219,357,117,308,278,354,530,693,242,279,323,556,370,"NW_018150388.1","Gnomon","exon",820094,820379,".","+",".","ID=exon-XM_020745087.1-19;Parent=rna-XM_020745087.1;Dbxref=GeneID:110039914,Genbank:XM_020745087.1;gbkey=mRNA;gene=LOC110039914;product=adenosylhomocysteinase 2-like%2C transcript variant X1;transcript_id=XM_020745087.1"
"68","LOC110039914",1196,164,219,357,117,308,278,354,530,693,242,279,323,556,370,"NW_018150388.1","Gnomon","CDS",813251,813281,".","+","0","ID=cds-XP_020600747.1;Parent=rna-XM_020745088.1;Dbxref=GeneID:110039914,Genbank:XP_020600747.1;Name=XP_020600747.1;gbkey=CDS;gene=LOC110039914;product=adenosylhomocysteinase 2-like isoform X2;protein_id=XP_020600747.1"
"69","LOC110039914",1196,164,219,357,117,308,278,354,530,693,242,279,323,556,370,"NW_018150388.1","Gnomon","exon",818719,818797,".","+",".","ID=exon-XM_020745087.1-17;Parent=rna-XM_020745087.1;Dbxref=GeneID:110039914,Genbank:XM_020745087.1;gbkey=mRNA;gene=LOC110039914;product=adenosylhomocysteinase 2-like%2C transcript variant X1;transcript_id=XM_020745087.1"
"70","LOC110039914",1196,164,219,357,117,308,278,354,530,693,242,279,323,556,370,"NW_018150388.1","Gnomon","exon",820094,820379,".","+",".","ID=exon-XM_020745088.1-16;Parent=rna-XM_020745088.1;Dbxref=GeneID:110039914,Genbank:XM_020745088.1;gbkey=mRNA;gene=LOC110039914;product=adenosylhomocysteinase 2-like%2C transcript variant X2;transcript_id=XM_020745088.1"
"71","LOC110039914",1196,164,219,357,117,308,278,354,530,693,242,279,323,556,370,"NW_018150388.1","Gnomon","CDS",812196,812294,".","+","0","ID=cds-XP_020600747.1;Parent=rna-XM_020745088.1;Dbxref=GeneID:110039914,Genbank:XP_020600747.1;Name=XP_020600747.1;gbkey=CDS;gene=LOC110039914;product=adenosylhomocysteinase 2-like isoform X2;protein_id=XP_020600747.1"
"72","LOC110039914",1196,164,219,357,117,308,278,354,530,693,242,279,323,556,370,"NW_018150388.1","Gnomon","CDS",812583,812654,".","+","0","ID=cds-XP_020600747.1;Parent=rna-XM_020745088.1;Dbxref=GeneID:110039914,Genbank:XP_020600747.1;Name=XP_020600747.1;gbkey=CDS;gene=LOC110039914;product=adenosylhomocysteinase 2-like isoform X2;protein_id=XP_020600747.1"
"73","LOC110042871",553,56,55,83,36,85,143,74,590,360,109,97,56,215,78,"NW_018148829.1","Gnomon","mRNA",1770188,1781332,".","+",".","ID=rna-XM_020748254.1;Parent=gene-LOC110042871;Dbxref=GeneID:110042871,Genbank:XM_020748254.1;Name=XM_020748254.1;gbkey=mRNA;gene=LOC110042871;model_evidence=Supporting evidence includes similarity to: 21 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 7 samples with support for all annotated introns;product=zinc finger protein ZIC 4-like;transcript_id=XM_020748254.1"
"74","LOC110042871",553,56,55,83,36,85,143,74,590,360,109,97,56,215,78,"NW_018148829.1","Gnomon","CDS",1772734,1773987,".","+","0","ID=cds-XP_020603913.1;Parent=rna-XM_020748254.1;Dbxref=GeneID:110042871,Genbank:XP_020603913.1;Name=XP_020603913.1;gbkey=CDS;gene=LOC110042871;product=zinc finger protein ZIC 4-like;protein_id=XP_020603913.1"
"75","LOC110042871",553,56,55,83,36,85,143,74,590,360,109,97,56,215,78,"NW_018148829.1","Gnomon","gene",1770188,1781332,".","+",".","ID=gene-LOC110042871;Dbxref=GeneID:110042871;Name=LOC110042871;gbkey=Gene;gene=LOC110042871;gene_biotype=protein_coding"
"76","LOC110042871",553,56,55,83,36,85,143,74,590,360,109,97,56,215,78,"NW_018148829.1","Gnomon","exon",1781133,1781332,".","+",".","ID=exon-XM_020748254.1-2;Parent=rna-XM_020748254.1;Dbxref=GeneID:110042871,Genbank:XM_020748254.1;gbkey=mRNA;gene=LOC110042871;product=zinc finger protein ZIC 4-like;transcript_id=XM_020748254.1"
"77","LOC110042871",553,56,55,83,36,85,143,74,590,360,109,97,56,215,78,"NW_018148829.1","Gnomon","exon",1770188,1776343,".","+",".","ID=exon-XM_020748254.1-1;Parent=rna-XM_020748254.1;Dbxref=GeneID:110042871,Genbank:XM_020748254.1;gbkey=mRNA;gene=LOC110042871;product=zinc finger protein ZIC 4-like;transcript_id=XM_020748254.1"
"78","LOC110044078",128,168,0,771,334,621,381,954,255,347,633,380,1073,517,1238,"NW_018148871.1","Gnomon","CDS",112219,112326,".","-","2","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)"
"79","LOC110044078",128,168,0,771,334,621,381,954,255,347,633,380,1073,517,1238,"NW_018148871.1","Gnomon","exon",115074,115193,".","-",".","ID=exon-XM_020749598.1-2;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XM_020749598.1;gbkey=mRNA;gene=LOC110044078;product=protein NLRC5-like;transcript_id=XM_020749598.1"
"80","LOC110044078",128,168,0,771,334,621,381,954,255,347,633,380,1073,517,1238,"NW_018148871.1","Gnomon","CDS",112842,112919,".","-","2","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)"
"81","LOC110044078",128,168,0,771,334,621,381,954,255,347,633,380,1073,517,1238,"NW_018148871.1","Gnomon","exon",120238,120896,".","-",".","ID=exon-XM_020749598.1-1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XM_020749598.1;gbkey=mRNA;gene=LOC110044078;product=protein NLRC5-like;transcript_id=XM_020749598.1"
"82","LOC110044078",128,168,0,771,334,621,381,954,255,347,633,380,1073,517,1238,"NW_018148871.1","Gnomon","CDS",106851,111442,".","-","2","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)"
"83","LOC110044078",128,168,0,771,334,621,381,954,255,347,633,380,1073,517,1238,"NW_018148871.1","Gnomon","CDS",113272,113376,".","-","2","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)"
"84","LOC110044078",128,168,0,771,334,621,381,954,255,347,633,380,1073,517,1238,"NW_018148871.1","Gnomon","mRNA",106828,120896,".","-",".","ID=rna-XM_020749598.1;Parent=gene-LOC110044078;Dbxref=GeneID:110044078,Genbank:XM_020749598.1;Name=XM_020749598.1;gbkey=mRNA;gene=LOC110044078;model_evidence=Supporting evidence includes similarity to: 38 Proteins%2C and 93%25 coverage of the annotated genomic feature by RNAseq alignments;product=protein NLRC5-like;transcript_id=XM_020749598.1"
"85","LOC110044078",128,168,0,771,334,621,381,954,255,347,633,380,1073,517,1238,"NW_018148871.1","Gnomon","CDS",115074,115193,".","-","2","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)"
"86","LOC110044078",128,168,0,771,334,621,381,954,255,347,633,380,1073,517,1238,"NW_018148871.1","Gnomon","CDS",120238,120883,".","-","0","ID=cds-XP_020605257.1;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XP_020605257.1;Name=XP_020605257.1;Note=The sequence of the model RefSeq protein was modified relative to this genomic sequence to represent the inferred CDS: substituted 1 base at 1 genomic stop codon;gbkey=CDS;gene=LOC110044078;product=LOW QUALITY PROTEIN: protein NLRC5-like;protein_id=XP_020605257.1;transl_except=(pos:complement(109590..109592)%2Caa:Other)"
"87","LOC110044078",128,168,0,771,334,621,381,954,255,347,633,380,1073,517,1238,"NW_018148871.1","Gnomon","exon",106828,111442,".","-",".","ID=exon-XM_020749598.1-6;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XM_020749598.1;gbkey=mRNA;gene=LOC110044078;product=protein NLRC5-like;transcript_id=XM_020749598.1"
"88","LOC110044078",128,168,0,771,334,621,381,954,255,347,633,380,1073,517,1238,"NW_018148871.1","Gnomon","gene",106828,120896,".","-",".","ID=gene-LOC110044078;Dbxref=GeneID:110044078;Name=LOC110044078;gbkey=Gene;gene=LOC110044078;gene_biotype=protein_coding"
"89","LOC110044078",128,168,0,771,334,621,381,954,255,347,633,380,1073,517,1238,"NW_018148871.1","Gnomon","exon",113272,113376,".","-",".","ID=exon-XM_020749598.1-3;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XM_020749598.1;gbkey=mRNA;gene=LOC110044078;product=protein NLRC5-like;transcript_id=XM_020749598.1"
"90","LOC110044078",128,168,0,771,334,621,381,954,255,347,633,380,1073,517,1238,"NW_018148871.1","Gnomon","exon",112842,112919,".","-",".","ID=exon-XM_020749598.1-4;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XM_020749598.1;gbkey=mRNA;gene=LOC110044078;product=protein NLRC5-like;transcript_id=XM_020749598.1"
"91","LOC110044078",128,168,0,771,334,621,381,954,255,347,633,380,1073,517,1238,"NW_018148871.1","Gnomon","exon",112219,112326,".","-",".","ID=exon-XM_020749598.1-5;Parent=rna-XM_020749598.1;Dbxref=GeneID:110044078,Genbank:XM_020749598.1;gbkey=mRNA;gene=LOC110044078;product=protein NLRC5-like;transcript_id=XM_020749598.1"
"92","LOC110044634",44,6,38,19,19,19,12,16,42,31,6,16,8,30,22,"NW_018148943.1","Gnomon","gene",259960,274822,".","-",".","ID=gene-LOC110044634;Dbxref=GeneID:110044634;Name=LOC110044634;gbkey=Gene;gene=LOC110044634;gene_biotype=protein_coding"
"93","LOC110044634",44,6,38,19,19,19,12,16,42,31,6,16,8,30,22,"NW_018148943.1","Gnomon","mRNA",259960,274822,".","-",".","ID=rna-XM_020750197.1;Parent=gene-LOC110044634;Dbxref=GeneID:110044634,Genbank:XM_020750197.1;Name=XM_020750197.1;gbkey=mRNA;gene=LOC110044634;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 97%25 coverage of the annotated genomic feature by RNAseq alignments;product=dnaJ homolog subfamily C member 5-like;transcript_id=XM_020750197.1"
"94","LOC110044634",44,6,38,19,19,19,12,16,42,31,6,16,8,30,22,"NW_018148943.1","Gnomon","exon",273890,274822,".","-",".","ID=exon-XM_020750197.1-1;Parent=rna-XM_020750197.1;Dbxref=GeneID:110044634,Genbank:XM_020750197.1;gbkey=mRNA;gene=LOC110044634;product=dnaJ homolog subfamily C member 5-like;transcript_id=XM_020750197.1"
"95","LOC110044634",44,6,38,19,19,19,12,16,42,31,6,16,8,30,22,"NW_018148943.1","Gnomon","exon",263975,264085,".","-",".","ID=exon-XM_020750197.1-2;Parent=rna-XM_020750197.1;Dbxref=GeneID:110044634,Genbank:XM_020750197.1;gbkey=mRNA;gene=LOC110044634;product=dnaJ homolog subfamily C member 5-like;transcript_id=XM_020750197.1"
"96","LOC110044634",44,6,38,19,19,19,12,16,42,31,6,16,8,30,22,"NW_018148943.1","Gnomon","exon",259960,260371,".","-",".","ID=exon-XM_020750197.1-3;Parent=rna-XM_020750197.1;Dbxref=GeneID:110044634,Genbank:XM_020750197.1;gbkey=mRNA;gene=LOC110044634;product=dnaJ homolog subfamily C member 5-like;transcript_id=XM_020750197.1"
"97","LOC110044634",44,6,38,19,19,19,12,16,42,31,6,16,8,30,22,"NW_018148943.1","Gnomon","CDS",273890,273946,".","-","0","ID=cds-XP_020605856.1;Parent=rna-XM_020750197.1;Dbxref=GeneID:110044634,Genbank:XP_020605856.1;Name=XP_020605856.1;gbkey=CDS;gene=LOC110044634;product=dnaJ homolog subfamily C member 5-like;protein_id=XP_020605856.1"
"98","LOC110044634",44,6,38,19,19,19,12,16,42,31,6,16,8,30,22,"NW_018148943.1","Gnomon","CDS",263975,264085,".","-","0","ID=cds-XP_020605856.1;Parent=rna-XM_020750197.1;Dbxref=GeneID:110044634,Genbank:XP_020605856.1;Name=XP_020605856.1;gbkey=CDS;gene=LOC110044634;product=dnaJ homolog subfamily C member 5-like;protein_id=XP_020605856.1"
"99","LOC110044634",44,6,38,19,19,19,12,16,42,31,6,16,8,30,22,"NW_018148943.1","Gnomon","CDS",260321,260371,".","-","0","ID=cds-XP_020605856.1;Parent=rna-XM_020750197.1;Dbxref=GeneID:110044634,Genbank:XP_020605856.1;Name=XP_020605856.1;gbkey=CDS;gene=LOC110044634;product=dnaJ homolog subfamily C member 5-like;protein_id=XP_020605856.1"
"100","LOC110047759",60,3,42,120,18,26,10,34,45,34,12,26,10,40,22,"NW_018149131.1","Gnomon","gene",860700,877855,".","-",".","ID=gene-LOC110047759;Dbxref=GeneID:110047759;Name=LOC110047759;gbkey=Gene;gene=LOC110047759;gene_biotype=protein_coding"
"101","LOC110050314",13,2,45,12,6,12,7,11,55,40,11,14,9,7,15,"NW_018149309.1","Gnomon","CDS",2372635,2373006,".","+","0","ID=cds-XP_020611892.1;Parent=rna-XM_020756233.1;Dbxref=GeneID:110050314,Genbank:XP_020611892.1;Name=XP_020611892.1;gbkey=CDS;gene=LOC110050314;product=histone H2B%2C gonadal;protein_id=XP_020611892.1"
"102","LOC110050314",13,2,45,12,6,12,7,11,55,40,11,14,9,7,15,"NW_018149309.1","Gnomon","gene",2372612,2373649,".","+",".","ID=gene-LOC110050314;Dbxref=GeneID:110050314;Name=LOC110050314;gbkey=Gene;gene=LOC110050314;gene_biotype=protein_coding"
"103","LOC110050314",13,2,45,12,6,12,7,11,55,40,11,14,9,7,15,"NW_018149309.1","Gnomon","mRNA",2372612,2373649,".","+",".","ID=rna-XM_020756233.1;Parent=gene-LOC110050314;Dbxref=GeneID:110050314,Genbank:XM_020756233.1;Name=XM_020756233.1;gbkey=mRNA;gene=LOC110050314;model_evidence=Supporting evidence includes similarity to: 33 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments;product=histone H2B%2C gonadal;transcript_id=XM_020756233.1"
"104","LOC110050314",13,2,45,12,6,12,7,11,55,40,11,14,9,7,15,"NW_018149309.1","Gnomon","exon",2372612,2373649,".","+",".","ID=exon-XM_020756233.1-1;Parent=rna-XM_020756233.1;Dbxref=GeneID:110050314,Genbank:XM_020756233.1;gbkey=mRNA;gene=LOC110050314;product=histone H2B%2C gonadal;transcript_id=XM_020756233.1"
"105","LOC110052551",31,9,0,276,7,87,23,37,27,67,11,96,55,173,72,"NW_018149374.1","Gnomon","CDS",2807645,2807896,".","+","0","ID=cds-XP_020614340.1;Parent=rna-XM_020758681.1;Dbxref=GeneID:110052551,Genbank:XP_020614340.1;Name=XP_020614340.1;gbkey=CDS;gene=LOC110052551;product=forkhead box protein O1-like;protein_id=XP_020614340.1"
"106","LOC110052551",31,9,0,276,7,87,23,37,27,67,11,96,55,173,72,"NW_018149374.1","Gnomon","CDS",2804488,2805219,".","+","0","ID=cds-XP_020614340.1;Parent=rna-XM_020758681.1;Dbxref=GeneID:110052551,Genbank:XP_020614340.1;Name=XP_020614340.1;gbkey=CDS;gene=LOC110052551;product=forkhead box protein O1-like;protein_id=XP_020614340.1"
"107","LOC110052551",31,9,0,276,7,87,23,37,27,67,11,96,55,173,72,"NW_018149374.1","Gnomon","mRNA",2803640,2808369,".","+",".","ID=rna-XM_020758681.1;Parent=gene-LOC110052551;Dbxref=GeneID:110052551,Genbank:XM_020758681.1;Name=XM_020758681.1;gbkey=mRNA;gene=LOC110052551;model_evidence=Supporting evidence includes similarity to: 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 33 samples with support for all annotated introns;product=forkhead box protein O1-like;transcript_id=XM_020758681.1"
"108","LOC110052551",31,9,0,276,7,87,23,37,27,67,11,96,55,173,72,"NW_018149374.1","Gnomon","gene",2803640,2808369,".","+",".","ID=gene-LOC110052551;Dbxref=GeneID:110052551;Name=LOC110052551;gbkey=Gene;gene=LOC110052551;gene_biotype=protein_coding"
"109","LOC110052551",31,9,0,276,7,87,23,37,27,67,11,96,55,173,72,"NW_018149374.1","Gnomon","exon",2807645,2808369,".","+",".","ID=exon-XM_020758681.1-2;Parent=rna-XM_020758681.1;Dbxref=GeneID:110052551,Genbank:XM_020758681.1;gbkey=mRNA;gene=LOC110052551;product=forkhead box protein O1-like;transcript_id=XM_020758681.1"
"110","LOC110052551",31,9,0,276,7,87,23,37,27,67,11,96,55,173,72,"NW_018149374.1","Gnomon","exon",2803640,2805219,".","+",".","ID=exon-XM_020758681.1-1;Parent=rna-XM_020758681.1;Dbxref=GeneID:110052551,Genbank:XM_020758681.1;gbkey=mRNA;gene=LOC110052551;product=forkhead box protein O1-like;transcript_id=XM_020758681.1"
"111","LOC110055167",100,13,26,43,23,43,34,51,74,57,21,33,28,68,47,"NW_018149535.1","Gnomon","gene",16986,21116,".","-",".","ID=gene-LOC110055167;Dbxref=GeneID:110055167;Name=LOC110055167;gbkey=Gene;gene=LOC110055167;gene_biotype=protein_coding"
"112","LOC110062450",3120,436,225,718,507,824,825,946,4133,2886,930,813,901,944,1207,"NW_018149991.1","Gnomon","CDS",1126806,1127093,".","+","0","ID=cds-XP_020625030.1;Parent=rna-XM_020769371.1;Dbxref=GeneID:110062450,Genbank:XP_020625030.1;Name=XP_020625030.1;gbkey=CDS;gene=LOC110062450;product=tubulin alpha-1C chain-like;protein_id=XP_020625030.1"
"113","LOC110062450",3120,436,225,718,507,824,825,946,4133,2886,930,813,901,944,1207,"NW_018149991.1","Gnomon","mRNA",1121558,1127875,".","+",".","ID=rna-XM_020769371.1;Parent=gene-LOC110062450;Dbxref=GeneID:110062450,Genbank:XM_020769371.1;Name=XM_020769371.1;gbkey=mRNA;gene=LOC110062450;model_evidence=Supporting evidence includes similarity to: 1 mRNA%2C 4 ESTs%2C 229 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 40 samples with support for all annotated introns;product=tubulin alpha-1C chain-like;transcript_id=XM_020769371.1"
"114","LOC110062450",3120,436,225,718,507,824,825,946,4133,2886,930,813,901,944,1207,"NW_018149991.1","Gnomon","exon",1123870,1124018,".","+",".","ID=exon-XM_020769371.1-3;Parent=rna-XM_020769371.1;Dbxref=GeneID:110062450,Genbank:XM_020769371.1;gbkey=mRNA;gene=LOC110062450;product=tubulin alpha-1C chain-like;transcript_id=XM_020769371.1"
"115","LOC110062450",3120,436,225,718,507,824,825,946,4133,2886,930,813,901,944,1207,"NW_018149991.1","Gnomon","CDS",1124346,1124738,".","+","0","ID=cds-XP_020625030.1;Parent=rna-XM_020769371.1;Dbxref=GeneID:110062450,Genbank:XP_020625030.1;Name=XP_020625030.1;gbkey=CDS;gene=LOC110062450;product=tubulin alpha-1C chain-like;protein_id=XP_020625030.1"
"116","LOC110062450",3120,436,225,718,507,824,825,946,4133,2886,930,813,901,944,1207,"NW_018149991.1","Gnomon","CDS",1121573,1121740,".","+","0","ID=cds-XP_020625030.1;Parent=rna-XM_020769371.1;Dbxref=GeneID:110062450,Genbank:XP_020625030.1;Name=XP_020625030.1;gbkey=CDS;gene=LOC110062450;product=tubulin alpha-1C chain-like;protein_id=XP_020625030.1"
"117","LOC110062450",3120,436,225,718,507,824,825,946,4133,2886,930,813,901,944,1207,"NW_018149991.1","Gnomon","gene",1121558,1127875,".","+",".","ID=gene-LOC110062450;Dbxref=GeneID:110062450;Name=LOC110062450;gbkey=Gene;gene=LOC110062450;gene_biotype=protein_coding"
"118","LOC110062450",3120,436,225,718,507,824,825,946,4133,2886,930,813,901,944,1207,"NW_018149991.1","Gnomon","CDS",1123870,1124018,".","+","2","ID=cds-XP_020625030.1;Parent=rna-XM_020769371.1;Dbxref=GeneID:110062450,Genbank:XP_020625030.1;Name=XP_020625030.1;gbkey=CDS;gene=LOC110062450;product=tubulin alpha-1C chain-like;protein_id=XP_020625030.1"
"119","LOC110062450",3120,436,225,718,507,824,825,946,4133,2886,930,813,901,944,1207,"NW_018149991.1","Gnomon","CDS",1127448,1127741,".","+","0","ID=cds-XP_020625030.1;Parent=rna-XM_020769371.1;Dbxref=GeneID:110062450,Genbank:XP_020625030.1;Name=XP_020625030.1;gbkey=CDS;gene=LOC110062450;product=tubulin alpha-1C chain-like;protein_id=XP_020625030.1"
"120","LOC110062450",3120,436,225,718,507,824,825,946,4133,2886,930,813,901,944,1207,"NW_018149991.1","Gnomon","exon",1121558,1121740,".","+",".","ID=exon-XM_020769371.1-1;Parent=rna-XM_020769371.1;Dbxref=GeneID:110062450,Genbank:XM_020769371.1;gbkey=mRNA;gene=LOC110062450;product=tubulin alpha-1C chain-like;transcript_id=XM_020769371.1"
"121","LOC110062450",3120,436,225,718,507,824,825,946,4133,2886,930,813,901,944,1207,"NW_018149991.1","Gnomon","exon",1121954,1122176,".","+",".","ID=exon-XM_020769371.1-2;Parent=rna-XM_020769371.1;Dbxref=GeneID:110062450,Genbank:XM_020769371.1;gbkey=mRNA;gene=LOC110062450;product=tubulin alpha-1C chain-like;transcript_id=XM_020769371.1"
"122","LOC110062450",3120,436,225,718,507,824,825,946,4133,2886,930,813,901,944,1207,"NW_018149991.1","Gnomon","exon",1124346,1124738,".","+",".","ID=exon-XM_020769371.1-4;Parent=rna-XM_020769371.1;Dbxref=GeneID:110062450,Genbank:XM_020769371.1;gbkey=mRNA;gene=LOC110062450;product=tubulin alpha-1C chain-like;transcript_id=XM_020769371.1"
"123","LOC110062450",3120,436,225,718,507,824,825,946,4133,2886,930,813,901,944,1207,"NW_018149991.1","Gnomon","exon",1126806,1127093,".","+",".","ID=exon-XM_020769371.1-5;Parent=rna-XM_020769371.1;Dbxref=GeneID:110062450,Genbank:XM_020769371.1;gbkey=mRNA;gene=LOC110062450;product=tubulin alpha-1C chain-like;transcript_id=XM_020769371.1"
"124","LOC110062450",3120,436,225,718,507,824,825,946,4133,2886,930,813,901,944,1207,"NW_018149991.1","Gnomon","exon",1127448,1127875,".","+",".","ID=exon-XM_020769371.1-6;Parent=rna-XM_020769371.1;Dbxref=GeneID:110062450,Genbank:XM_020769371.1;gbkey=mRNA;gene=LOC110062450;product=tubulin alpha-1C chain-like;transcript_id=XM_020769371.1"
"125","LOC110062450",3120,436,225,718,507,824,825,946,4133,2886,930,813,901,944,1207,"NW_018149991.1","Gnomon","CDS",1121954,1122176,".","+","0","ID=cds-XP_020625030.1;Parent=rna-XM_020769371.1;Dbxref=GeneID:110062450,Genbank:XP_020625030.1;Name=XP_020625030.1;gbkey=CDS;gene=LOC110062450;product=tubulin alpha-1C chain-like;protein_id=XP_020625030.1"
"126","LOC110062641",81,19,38,64,21,28,61,46,184,250,33,35,65,49,87,"NW_018149998.1","Gnomon","mRNA",798640,801364,".","+",".","ID=rna-XM_020769586.1;Parent=gene-LOC110062641;Dbxref=GeneID:110062641,Genbank:XM_020769586.1;Name=XM_020769586.1;gbkey=mRNA;gene=LOC110062641;model_evidence=Supporting evidence includes similarity to: 1 EST%2C 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments;product=adenosine receptor A2a-like;transcript_id=XM_020769586.1"
"127","LOC110062641",81,19,38,64,21,28,61,46,184,250,33,35,65,49,87,"NW_018149998.1","Gnomon","exon",798640,801364,".","+",".","ID=exon-XM_020769586.1-1;Parent=rna-XM_020769586.1;Dbxref=GeneID:110062641,Genbank:XM_020769586.1;gbkey=mRNA;gene=LOC110062641;product=adenosine receptor A2a-like;transcript_id=XM_020769586.1"
"128","LOC110062641",81,19,38,64,21,28,61,46,184,250,33,35,65,49,87,"NW_018149998.1","Gnomon","CDS",799680,800570,".","+","0","ID=cds-XP_020625245.1;Parent=rna-XM_020769586.1;Dbxref=GeneID:110062641,Genbank:XP_020625245.1;Name=XP_020625245.1;gbkey=CDS;gene=LOC110062641;product=adenosine receptor A2a-like;protein_id=XP_020625245.1"
"129","LOC110062641",81,19,38,64,21,28,61,46,184,250,33,35,65,49,87,"NW_018149998.1","Gnomon","gene",798640,801364,".","+",".","ID=gene-LOC110062641;Dbxref=GeneID:110062641;Name=LOC110062641;gbkey=Gene;gene=LOC110062641;gene_biotype=protein_coding"
"130","LOC110063000",50,8,22,22,12,15,20,17,64,60,19,15,15,29,21,"NW_018150037.1","Gnomon","exon",18601,18657,".","-",".","ID=exon-XM_020769954.1-6;Parent=rna-XM_020769954.1;Dbxref=GeneID:110063000,Genbank:XM_020769954.1;gbkey=mRNA;gene=LOC110063000;product=protein SEC13 homolog;transcript_id=XM_020769954.1"
"131","LOC110063000",50,8,22,22,12,15,20,17,64,60,19,15,15,29,21,"NW_018150037.1","Gnomon","exon",16492,16578,".","-",".","ID=exon-XM_020769954.1-10;Parent=rna-XM_020769954.1;Dbxref=GeneID:110063000,Genbank:XM_020769954.1;gbkey=mRNA;gene=LOC110063000;product=protein SEC13 homolog;transcript_id=XM_020769954.1"
"132","LOC110063000",50,8,22,22,12,15,20,17,64,60,19,15,15,29,21,"NW_018150037.1","Gnomon","exon",19686,19729,".","-",".","ID=exon-XM_020769954.1-5;Parent=rna-XM_020769954.1;Dbxref=GeneID:110063000,Genbank:XM_020769954.1;gbkey=mRNA;gene=LOC110063000;product=protein SEC13 homolog;transcript_id=XM_020769954.1"
"133","LOC110063000",50,8,22,22,12,15,20,17,64,60,19,15,15,29,21,"NW_018150037.1","Gnomon","exon",19815,19904,".","-",".","ID=exon-XM_020769954.1-4;Parent=rna-XM_020769954.1;Dbxref=GeneID:110063000,Genbank:XM_020769954.1;gbkey=mRNA;gene=LOC110063000;product=protein SEC13 homolog;transcript_id=XM_020769954.1"
