"","gene_id","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","length","5_2","10_2","13_2","14_2","15_2","16_2","19_2","20_2","40_2","45_2","48_2","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare"
"781","Montipora_capitata_PredGene_g67062","GO:0098797",0.0218793211313671,0.998472164691982,2,33,"plasma membrane protein complex","CC",2532,0,47,21,16,27,37,34,37,37,19,48,34.7481775450266,-2.31168186366529,0.612485417669534,-3.77426432854692,0.000160480535087214,0.0300786374334892,"CvsHigh"
"2","Montipora_capitata_PredGene_adi2mcaRNA10298_R0","GO:0042588",0.0178802701288687,0.999919865138481,1,2,"zymogen granule","CC",1770,3202,1031,3368,4701,795,1221,931,730,1115,1941,1338,1555.02669736155,0.625802440730696,0.17378851955007,3.60094235425256,0.000317065877700654,0.0482240776358442,"CvsMid"
"4","Montipora_capitata_PredGene_adi2mcaRNA10298_R0","GO:0046696",0.0060150842184391,1,1,1,"lipopolysaccharide receptor complex","CC",1770,3202,1031,3368,4701,795,1221,931,730,1115,1941,1338,1555.02669736155,0.625802440730696,0.17378851955007,3.60094235425256,0.000317065877700654,0.0482240776358442,"CvsMid"
"44","Montipora_capitata_PredGene_adi2mcaRNA13127_R1","GO:0035060",0.0281983824779541,0.99970017592773,1,4,"brahma complex","CC",2352,7,32,10,12,18,25,15,23,28,0,30,21.3763127182388,-2.85661826116617,0.472445476233012,-6.04645065911749,1.48071550837306e-09,1.68367224738739e-06,"CvsHigh"
"45","Montipora_capitata_PredGene_adi2mcaRNA13127_R1","GO:0035060",0.0281983824779541,0.99970017592773,1,4,"brahma complex","CC",2352,7,32,10,12,18,25,15,23,28,0,30,21.3763127182388,-2.89852247830336,0.452330498605317,-6.40797489278404,1.4746518493444e-10,2.0083389729596e-07,"CvsMid"
"52","Montipora_capitata_PredGene_adi2mcaRNA15384_R0","GO:0016012",0.0271760155330662,0.999752382473326,1,3,"sarcoglycan complex","CC",1260,2812,450,2893,3440,307,466,345,371,548,2594,581,1020.6980525005,1.76948782819482,0.150610774485196,11.7487466234944,7.16740422092235e-32,1.22247246392052e-27,"CvsMid"
"53","Montipora_capitata_PredGene_adi2mcaRNA15384_R0","GO:0016012",0.0271760155330662,0.999752382473326,1,3,"sarcoglycan complex","CC",1260,2812,450,2893,3440,307,466,345,371,548,2594,581,1020.6980525005,1.62425474019911,0.161478792652793,10.0586257397375,8.41649742956529e-24,1.43551780158666e-19,"CvsHigh"
"104","Montipora_capitata_PredGene_adi2mcaRNA3796_R3","GO:0045298",0.0323704218494231,0.999578030819315,1,5,"tubulin complex","CC",1311,310,607,670,194,265,452,334,674,560,127,878,502.33038044213,-1.77806972826932,0.425181026425203,-4.18191221564803,2.89067584750406e-05,0.00809420291076694,"CvsMid"
"105","Montipora_capitata_PredGene_adi2mcaRNA3796_R3","GO:0045298",0.0323704218494231,0.999578030819315,1,5,"tubulin complex","CC",1311,310,607,670,194,265,452,334,674,560,127,878,502.33038044213,-1.82535909691005,0.45870695784242,-3.97935777014553,6.91016856655339e-05,0.0163694215376576,"CvsHigh"
"116","Montipora_capitata_PredGene_adi2mcaRNA39968_R0","GO:0017177",0.0446730219399705,0.9991922342323,1,5,"glucosidase II complex","CC",2454,294,183,281,276,134,196,154,166,227,137,240,205.397008831419,-0.645858414810529,0.158063279378024,-4.08607500332759,4.38732006807505e-05,0.0111686762807594,"CvsMid"
"117","Montipora_capitata_PredGene_adi2mcaRNA39968_R0","GO:0017177",0.0446730219399705,0.9991922342323,1,5,"glucosidase II complex","CC",2454,294,183,281,276,134,196,154,166,227,137,240,205.397008831419,-0.731399558416432,0.167590113572553,-4.36421661651178,1.27579112631709e-05,0.00473041161966616,"CvsHigh"
"242","Montipora_capitata_PredGene_g15708","GO:0000274",0.0115269923416862,1,1,1,"mitochondrial proton-transporting ATP synthase, stator stalk","CC",732,1937,507,1754,2159,446,618,592,407,622,1435,616,858.18051207082,0.638201279159489,0.175645221136825,3.63346793626875,0.000279637211209117,0.0449952101356858,"CvsMid"
"243","Montipora_capitata_PredGene_g15708","GO:0000274",0.0115269923416862,1,1,1,"mitochondrial proton-transporting ATP synthase, stator stalk","CC",732,1937,507,1754,2159,446,618,592,407,622,1435,616,858.18051207082,0.689084152666435,0.189258046279614,3.64097678387934,0.000271605630052586,0.0421136875106991,"CvsHigh"
"244","Montipora_capitata_PredGene_g15708","GO:0045261",0.047226884978778,0.99909627812608,1,5,"proton-transporting ATP synthase complex, catalytic core F(1)","CC",732,1937,507,1754,2159,446,618,592,407,622,1435,616,858.18051207082,0.638201279159489,0.175645221136825,3.63346793626875,0.000279637211209117,0.0449952101356858,"CvsMid"
"245","Montipora_capitata_PredGene_g15708","GO:0045261",0.047226884978778,0.99909627812608,1,5,"proton-transporting ATP synthase complex, catalytic core F(1)","CC",732,1937,507,1754,2159,446,618,592,407,622,1435,616,858.18051207082,0.689084152666435,0.189258046279614,3.64097678387934,0.000271605630052586,0.0421136875106991,"CvsHigh"
"266","Montipora_capitata_PredGene_g23101","GO:0030427",0.0119894778217866,0.999964077056291,1,2,"site of polarized growth","CC",8804,416,371,514,498,228,330,216,292,345,285,398,348.794719459608,-0.622286474267289,0.163446136510539,-3.80728775578714,0.000140499230457704,0.024962029944652,"CvsMid"
"288","Montipora_capitata_PredGene_g2532","GO:0005749",0.0160811318264404,0.999935239781349,1,2,"mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)","CC",858,2061,744,1981,2930,506,665,682,564,820,1550,667,1020.89736428074,0.685400482557954,0.180008006382077,3.80761109649286,0.000140315708374889,0.0271957354777512,"CvsHigh"
"309","Montipora_capitata_PredGene_g27065","GO:0005726",0.0458686445731109,0.999112958703775,1,6,"perichromatin fibrils","CC",837,8,14,9,7,12,11,6,13,15,0,12,11.0721378425775,-2.22099419879638,0.551912297914619,-4.02417957923446,5.71742787446175e-05,0.0133653026475754,"CvsMid"
"356","Montipora_capitata_PredGene_g31443","GO:0070369",0.0224263141290507,0.999831737983346,1,3,"beta-catenin-TCF7L2 complex","CC",816,133,144,171,145,98,114,77,104,144,62,181,127.567876354046,-1.08538323744018,0.259955577545479,-4.17526428049152,2.97640310685721e-05,0.00906527346259937,"CvsHigh"
"357","Montipora_capitata_PredGene_g31443","GO:0070369",0.0224263141290507,0.999831737983346,1,3,"beta-catenin-TCF7L2 complex","CC",816,133,144,171,145,98,114,77,104,144,62,181,127.567876354046,-1.01012575443792,0.243743643575709,-4.14421373053845,3.40981614165011e-05,0.00923140065269592,"CvsMid"
"422","Montipora_capitata_PredGene_g31443","GO:0005916",0.0281956216089563,0.999700234989812,1,4,"fascia adherens","CC",816,133,144,171,145,98,114,77,104,144,62,181,127.567876354046,-1.08538323744018,0.259955577545479,-4.17526428049152,2.97640310685721e-05,0.00906527346259937,"CvsHigh"
"423","Montipora_capitata_PredGene_g31443","GO:0005916",0.0281956216089563,0.999700234989812,1,4,"fascia adherens","CC",816,133,144,171,145,98,114,77,104,144,62,181,127.567876354046,-1.01012575443792,0.243743643575709,-4.14421373053845,3.40981614165011e-05,0.00923140065269592,"CvsMid"
"442","Montipora_capitata_PredGene_g31443","GO:0016342",0.0468405802812111,0.999111145090026,1,5,"catenin complex","CC",816,133,144,171,145,98,114,77,104,144,62,181,127.567876354046,-1.08538323744018,0.259955577545479,-4.17526428049152,2.97640310685721e-05,0.00906527346259937,"CvsHigh"
"443","Montipora_capitata_PredGene_g31443","GO:0016342",0.0468405802812111,0.999111145090026,1,5,"catenin complex","CC",816,133,144,171,145,98,114,77,104,144,62,181,127.567876354046,-1.01012575443792,0.243743643575709,-4.14421373053845,3.40981614165011e-05,0.00923140065269592,"CvsMid"
"450","Montipora_capitata_PredGene_g31443","GO:1990711",0.0164015511317476,0.999932622356971,1,2,"beta-catenin-ICAT complex","CC",816,133,144,171,145,98,114,77,104,144,62,181,127.567876354046,-1.08538323744018,0.259955577545479,-4.17526428049152,2.97640310685721e-05,0.00906527346259937,"CvsHigh"
"451","Montipora_capitata_PredGene_g31443","GO:1990711",0.0164015511317476,0.999932622356971,1,2,"beta-catenin-ICAT complex","CC",816,133,144,171,145,98,114,77,104,144,62,181,127.567876354046,-1.01012575443792,0.243743643575709,-4.14421373053845,3.40981614165011e-05,0.00923140065269592,"CvsMid"
"542","Montipora_capitata_PredGene_g43717","GO:0031002",0.00779069693352027,1,1,1,"actin rod","CC",1092,155,197,168,200,124,208,158,185,201,63,264,186.717936654332,-1.52943072875012,0.225631527616109,-6.7784442400811,1.21476842027109e-11,2.58988627201797e-08,"CvsHigh"
"543","Montipora_capitata_PredGene_g43717","GO:0031002",0.00779069693352027,1,1,1,"actin rod","CC",1092,155,197,168,200,124,208,158,185,201,63,264,186.717936654332,-1.47623288869408,0.211413758235278,-6.98267180441117,2.89618454529632e-12,4.9397323604574e-09,"CvsMid"
"557","Montipora_capitata_PredGene_g47151","GO:0036057",0.0218789942967599,0.999879769357626,1,2,"slit diaphragm","CC",456,242,35,187,175,29,61,44,41,49,136,47,77.2920411026736,1.05743980658663,0.251849492864558,4.19869738294575,2.68454793099698e-05,0.00776061856120075,"CvsMid"
"647","Montipora_capitata_PredGene_g546","GO:0097356",0.0173511861595915,0.999924557772413,1,2,"perinucleolar compartment","CC",3721,73,111,107,145,53,80,63,68,103,43,133,89.7292519951418,-1.09917120319562,0.303037418404449,-3.62717980169897,0.000286533771308301,0.043163854033813,"CvsHigh"
"685","Montipora_capitata_PredGene_g62662","GO:0044232",0.0311502221525495,0.999609439684592,1,5,"organelle membrane contact site","CC",2334,806,587,892,962,460,523,391,486,605,484,650,607.926471555564,-0.56957696914895,0.146541700411286,-3.88679104685129,0.000101578119179248,0.0203825458908383,"CvsMid"
"730","Montipora_capitata_PredGene_g6322","GO:0005962",0.022055063229002,0.999837290240121,1,3,"mitochondrial isocitrate dehydrogenase complex (NAD+)","CC",1149,1083,307,1011,1181,244,335,330,269,350,815,395,491.889637781014,0.647606164617925,0.152178275938431,4.25557564392394,2.08511852378405e-05,0.00711275630833214,"CvsHigh"
"731","Montipora_capitata_PredGene_g6322","GO:0005962",0.022055063229002,0.999837290240121,1,3,"mitochondrial isocitrate dehydrogenase complex (NAD+)","CC",1149,1083,307,1011,1181,244,335,330,269,350,815,395,491.889637781014,0.579370992329777,0.141727000800684,4.08793658975801,4.35227071229959e-05,0.0111686762807594,"CvsMid"
"792","Montipora_capitata_PredGene_g70475","GO:0097381",0.0308079692626967,0.999618028646842,1,5,"photoreceptor disc membrane","CC",1623,447,168,420,418,102,83,110,124,121,291,115,186.337345474646,1.02883900111922,0.183179474624465,5.61656268109971,1.9479360608917e-08,1.66119987272844e-05,"CvsHigh"
"800","Montipora_capitata_PredGene_g9676","GO:0120219",0.0409884524447549,0.999321025227784,1,5,"subapical part of cell","CC",555,42,66,17,42,27,34,21,41,36,8,45,37.202902028934,-1.8045899668721,0.421388734291401,-4.28248270544455,1.84819501153467e-05,0.00573142074849734,"CvsMid"
