"","gene_id","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","length","5_2","10_2","13_2","14_2","15_2","16_2","19_2","20_2","40_2","45_2","48_2","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare"
"709","Montipora_capitata_PredGene_g63102","GO:0003730",0.0411518388619281,0.995941714788413,2,38,"mRNA 3'-UTR binding","MF",1923,676,2029,1284,1818,1052,2101,1756,990,1843,751,2808,1694.80006163767,-1.87518715817811,0.325341060763531,-5.76375805063555,8.22613201357741e-09,8.02705961132214e-06,"CvsHigh"
"712","Montipora_capitata_PredGene_g63102","GO:0008266",0.0136243840811937,0.999278822384173,2,21,"poly(U) RNA binding","MF",1923,676,2029,1284,1818,1052,2101,1756,990,1843,751,2808,1694.80006163767,-1.62812032445972,0.301484928672209,-5.40033736223645,6.65156903067049e-08,4.72704839112983e-05,"CvsMid"
"713","Montipora_capitata_PredGene_g63102","GO:0008266",0.0136243840811937,0.999278822384173,2,21,"poly(U) RNA binding","MF",1923,676,2029,1284,1818,1052,2101,1756,990,1843,751,2808,1694.80006163767,-1.87518715817811,0.325341060763531,-5.76375805063555,8.22613201357741e-09,8.02705961132214e-06,"CvsHigh"
"720","Montipora_capitata_PredGene_g63102","GO:0008494",0.00175540540923807,0.999973008506115,2,7,"translation activator activity","MF",1923,676,2029,1284,1818,1052,2101,1756,990,1843,751,2808,1694.80006163767,-1.62812032445972,0.301484928672209,-5.40033736223645,6.65156903067049e-08,4.72704839112983e-05,"CvsMid"
"721","Montipora_capitata_PredGene_g63102","GO:0008494",0.00175540540923807,0.999973008506115,2,7,"translation activator activity","MF",1923,676,2029,1284,1818,1052,2101,1756,990,1843,751,2808,1694.80006163767,-1.87518715817811,0.325341060763531,-5.76375805063555,8.22613201357741e-09,8.02705961132214e-06,"CvsHigh"
"793","Montipora_capitata_PredGene_g70475","GO:0071949",0.0367527017480922,0.996584525837561,2,40,"FAD binding","MF",1623,447,168,420,418,102,83,110,124,121,291,115,186.337345474646,1.02883900111922,0.183179474624465,5.61656268109971,1.9479360608917e-08,1.66119987272844e-05,"CvsHigh"
"797","Montipora_capitata_PredGene_g70475","GO:0016922",0.0201947685395331,0.998657098596811,2,29,"nuclear receptor binding","MF",1623,447,168,420,418,102,83,110,124,121,291,115,186.337345474646,1.02883900111922,0.183179474624465,5.61656268109971,1.9479360608917e-08,1.66119987272844e-05,"CvsHigh"
"801","Montipora_capitata_PredGene_g9676","GO:0019894",0.0450796368521339,0.995296531030317,2,46,"kinesin binding","MF",555,42,66,17,42,27,34,21,41,36,8,45,37.202902028934,-1.8045899668721,0.421388734291401,-4.28248270544455,1.84819501153467e-05,0.00573142074849734,"CvsMid"
"5","Montipora_capitata_PredGene_adi2mcaRNA10298_R0","GO:0008035",0.0060150842184391,1,1,1,"high-density lipoprotein particle binding","MF",1770,3202,1031,3368,4701,795,1221,931,730,1115,1941,1338,1555.02669736155,0.625802440730696,0.17378851955007,3.60094235425256,0.000317065877700654,0.0482240776358442,"CvsMid"
"14","Montipora_capitata_PredGene_adi2mcaRNA10298_R0","GO:0034186",0.0299039473888813,0.999662563310406,1,4,"apolipoprotein A-I binding","MF",1770,3202,1031,3368,4701,795,1221,931,730,1115,1941,1338,1555.02669736155,0.625802440730696,0.17378851955007,3.60094235425256,0.000317065877700654,0.0482240776358442,"CvsMid"
"18","Montipora_capitata_PredGene_adi2mcaRNA10298_R0","GO:0140030",0.0119918477242751,0.99996406281021,1,2,"modification-dependent protein binding","MF",1770,3202,1031,3368,4701,795,1221,931,730,1115,1941,1338,1555.02669736155,0.625802440730696,0.17378851955007,3.60094235425256,0.000317065877700654,0.0482240776358442,"CvsMid"
"72","Montipora_capitata_PredGene_adi2mcaRNA21693_R0","GO:0019534",0.0408151130065,0.999299080304995,1,6,"toxin transmembrane transporter activity","MF",4472,58,61,44,48,29,53,27,30,59,24,70,46.9544317639804,-1.36726050572403,0.299919090513731,-4.55876451006187,5.14554284365047e-06,0.00204098555212331,"CvsHigh"
"75","Montipora_capitata_PredGene_adi2mcaRNA21693_R0","GO:0034185",0.0474152323210692,0.999004789784561,1,8,"apolipoprotein binding","MF",4472,58,61,44,48,29,53,27,30,59,24,70,46.9544317639804,-1.36726050572403,0.299919090513731,-4.55876451006187,5.14554284365047e-06,0.00204098555212331,"CvsHigh"
"118","Montipora_capitata_PredGene_adi2mcaRNA39968_R0","GO:0033919",0.0119894780567027,0.999964077054879,1,2,"glucan 1,3-alpha-glucosidase activity","MF",2454,294,183,281,276,134,196,154,166,227,137,240,205.397008831419,-0.645858414810529,0.158063279378024,-4.08607500332759,4.38732006807505e-05,0.0111686762807594,"CvsMid"
"119","Montipora_capitata_PredGene_adi2mcaRNA39968_R0","GO:0033919",0.0119894780567027,0.999964077054879,1,2,"glucan 1,3-alpha-glucosidase activity","MF",2454,294,183,281,276,134,196,154,166,227,137,240,205.397008831419,-0.731399558416432,0.167590113572553,-4.36421661651178,1.27579112631709e-05,0.00473041161966616,"CvsHigh"
"214","Montipora_capitata_PredGene_g12169","GO:0035374",0.019729148672723,0.999869936654447,1,3,"chondroitin sulfate binding","MF",2115,19,48,24,36,26,31,31,45,36,20,53,37.1305150601787,-1.54997666069958,0.321551385617445,-4.82030782645613,1.43336875077624e-06,0.000719045218036458,"CvsHigh"
"215","Montipora_capitata_PredGene_g12169","GO:0035374",0.019729148672723,0.999869936654447,1,3,"chondroitin sulfate binding","MF",2115,19,48,24,36,26,31,31,45,36,20,53,37.1305150601787,-1.84217616972498,0.301260288545527,-6.11489877613452,9.66182722485354e-10,1.09861416764735e-06,"CvsMid"
"272","Montipora_capitata_PredGene_g24972","GO:0008716",0.00783298989014333,1,1,1,"D-alanine-D-alanine ligase activity","MF",1086,2421,256,626,1747,233,182,553,409,242,683,123,542.484538474045,1.95799297339565,0.457387958841252,4.28081442798809,1.86210588125437e-05,0.0064816485531989,"CvsHigh"
"284","Montipora_capitata_PredGene_g2532","GO:0051538",0.0287332843671321,0.999688621894727,1,4,"3 iron, 4 sulfur cluster binding","MF",858,2061,744,1981,2930,506,665,682,564,820,1550,667,1020.89736428074,0.685400482557954,0.180008006382077,3.80761109649286,0.000140315708374889,0.0271957354777512,"CvsHigh"
"289","Montipora_capitata_PredGene_g2532","GO:0048039",0.0340746019878446,0.999561091432028,1,4,"ubiquinone binding","MF",858,2061,744,1981,2930,506,665,682,564,820,1550,667,1020.89736428074,0.685400482557954,0.180008006382077,3.80761109649286,0.000140315708374889,0.0271957354777512,"CvsHigh"
"292","Montipora_capitata_PredGene_g2532","GO:0008177",0.0160811318264404,0.999935239781349,1,2,"succinate dehydrogenase (ubiquinone) activity","MF",858,2061,744,1981,2930,506,665,682,564,820,1550,667,1020.89736428074,0.685400482557954,0.180008006382077,3.80761109649286,0.000140315708374889,0.0271957354777512,"CvsHigh"
"294","Montipora_capitata_PredGene_g26572","GO:0004768",0.0441083980178812,0.999212708694992,1,5,"stearoyl-CoA 9-desaturase activity","MF",948,96,56,212,152,21,20,36,39,34,299,32,75.3653619017043,2.02226505711371,0.49968590268457,4.04707246341964,5.18621899122069e-05,0.0134024471385242,"CvsHigh"
"306","Montipora_capitata_PredGene_g27065","GO:1905172",0.043859484799537,0.999189624076109,1,6,"RISC complex binding","MF",837,8,14,9,7,12,11,6,13,15,0,12,11.0721378425775,-2.22099419879638,0.551912297914619,-4.02417957923446,5.71742787446175e-05,0.0133653026475754,"CvsMid"
"311","Montipora_capitata_PredGene_g27065","GO:0033679",0.0322543030319373,0.999607040049571,1,4,"3'-5' DNA/RNA helicase activity","MF",837,8,14,9,7,12,11,6,13,15,0,12,11.0721378425775,-2.22099419879638,0.551912297914619,-4.02417957923446,5.71742787446175e-05,0.0133653026475754,"CvsMid"
"314","Montipora_capitata_PredGene_g27065","GO:0001069",0.0322543030319373,0.999607040049571,1,4,"regulatory region RNA binding","MF",837,8,14,9,7,12,11,6,13,15,0,12,11.0721378425775,-2.22099419879638,0.551912297914619,-4.02417957923446,5.71742787446175e-05,0.0133653026475754,"CvsMid"
"317","Montipora_capitata_PredGene_g27065","GO:1990518",0.0438594848024243,0.999189624076002,1,6,"single-stranded 3'-5' DNA helicase activity","MF",837,8,14,9,7,12,11,6,13,15,0,12,11.0721378425775,-2.22099419879638,0.551912297914619,-4.02417957923446,5.71742787446175e-05,0.0133653026475754,"CvsMid"
"321","Montipora_capitata_PredGene_g27065","GO:0045142",0.0380742831294634,0.999414846224356,1,5,"triplex DNA binding","MF",837,8,14,9,7,12,11,6,13,15,0,12,11.0721378425775,-2.22099419879638,0.551912297914619,-4.02417957923446,5.71742787446175e-05,0.0133653026475754,"CvsMid"
"328","Montipora_capitata_PredGene_g27724","GO:0033764",0.0283408917405133,0.999797592403102,1,2,"steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","MF",981,6170,1080,3966,4387,767,705,1159,1191,882,2047,668,1679.22618887576,1.53972851748428,0.251593800168767,6.11989848895897,9.36349880082303e-10,1.14074168247741e-06,"CvsHigh"
"372","Montipora_capitata_PredGene_g31443","GO:0045294",0.0438760633982477,0.999189005898343,1,6,"alpha-catenin binding","MF",816,133,144,171,145,98,114,77,104,144,62,181,127.567876354046,-1.08538323744018,0.259955577545479,-4.17526428049152,2.97640310685721e-05,0.00906527346259937,"CvsHigh"
"373","Montipora_capitata_PredGene_g31443","GO:0045294",0.0438760633982477,0.999189005898343,1,6,"alpha-catenin binding","MF",816,133,144,171,145,98,114,77,104,144,62,181,127.567876354046,-1.01012575443792,0.243743643575709,-4.14421373053845,3.40981614165011e-05,0.00923140065269592,"CvsMid"
"463","Montipora_capitata_PredGene_g31904","GO:0047179",0.0438340450819705,0.999222560703097,1,5,"platelet-activating factor acetyltransferase activity","MF",1245,1069,232,740,1203,185,229,325,198,206,389,212,372.743380027237,1.03829187953379,0.284715624156114,3.64676818355594,0.000265559298407059,0.0415539393911082,"CvsHigh"
"466","Montipora_capitata_PredGene_g31904","GO:0008970",0.048312272306785,0.999053833688483,1,5,"phospholipase A1 activity","MF",1245,1069,232,740,1203,185,229,325,198,206,389,212,372.743380027237,1.03829187953379,0.284715624156114,3.64676818355594,0.000265559298407059,0.0415539393911082,"CvsHigh"
"468","Montipora_capitata_PredGene_g31904","GO:0004607",0.0190251681445357,0.999909221277642,1,2,"phosphatidylcholine-sterol O-acyltransferase activity","MF",1245,1069,232,740,1203,185,229,325,198,206,389,212,372.743380027237,1.03829187953379,0.284715624156114,3.64676818355594,0.000265559298407059,0.0415539393911082,"CvsHigh"
"471","Montipora_capitata_PredGene_g32152","GO:0016807",0.0404626535929797,0.999338477407519,1,5,"cysteine-type carboxypeptidase activity","MF",1128,3394,639,1529,2372,590,597,726,788,569,1410,531,1017.2050019017,1.04145716651525,0.262916088204524,3.9611770189776,7.45812141389497e-05,0.0165202232253757,"CvsHigh"
"511","Montipora_capitata_PredGene_g36718","GO:0042301",0.0465013754186521,0.999088084171494,1,6,"phosphate ion binding","MF",711,63,76,27,83,50,116,79,55,81,10,95,73.7681204268675,-1.86763135495931,0.415216999090618,-4.49796458008625,6.86071235414245e-06,0.00248970872153731,"CvsMid"
"512","Montipora_capitata_PredGene_g36718","GO:0042301",0.0465013754186521,0.999088084171494,1,6,"phosphate ion binding","MF",711,63,76,27,83,50,116,79,55,81,10,95,73.7681204268675,-2.08212128142156,0.443461360247303,-4.69515828901178,2.66400353748086e-06,0.00122803363068307,"CvsHigh"
"513","Montipora_capitata_PredGene_g36718","GO:0005436",0.0236692259207226,0.999812464307173,1,3,"sodium:phosphate symporter activity","MF",711,63,76,27,83,50,116,79,55,81,10,95,73.7681204268675,-1.86763135495931,0.415216999090618,-4.49796458008625,6.86071235414245e-06,0.00248970872153731,"CvsMid"
"514","Montipora_capitata_PredGene_g36718","GO:0005436",0.0236692259207226,0.999812464307173,1,3,"sodium:phosphate symporter activity","MF",711,63,76,27,83,50,116,79,55,81,10,95,73.7681204268675,-2.08212128142156,0.443461360247303,-4.69515828901178,2.66400353748086e-06,0.00122803363068307,"CvsHigh"
"519","Montipora_capitata_PredGene_g41994","GO:0004609",0.0462368536000014,0.999098525936307,1,6,"phosphatidylserine decarboxylase activity","MF",570,7,11,11,14,7,31,18,9,11,0,39,15.7534197595877,-2.71249215193627,0.652797176494673,-4.15518364601628,3.25026373967486e-05,0.00972570146384113,"CvsHigh"
"521","Montipora_capitata_PredGene_g41994","GO:0036469",0.013877783666091,1,1,1,"L-tryptophan decarboxylase activity","MF",570,7,11,11,14,7,31,18,9,11,0,39,15.7534197595877,-2.71249215193627,0.652797176494673,-4.15518364601628,3.25026373967486e-05,0.00972570146384113,"CvsHigh"
"545","Montipora_capitata_PredGene_g44164","GO:0047918",0.0176379430823389,0.999922032153383,1,2,"GDP-mannose 3,5-epimerase activity","MF",963,1912,432,1267,1546,395,403,344,365,513,982,453,660.098486436166,0.764288253617171,0.194781435871369,3.92382492817178,8.71540812264341e-05,0.0190576924281803,"CvsHigh"
"548","Montipora_capitata_PredGene_g44164","GO:0050577",0.0176379430823389,0.999922032153383,1,2,"GDP-L-fucose synthase activity","MF",963,1912,432,1267,1546,395,403,344,365,513,982,453,660.098486436166,0.764288253617171,0.194781435871369,3.92382492817178,8.71540812264341e-05,0.0190576924281803,"CvsHigh"
"549","Montipora_capitata_PredGene_g44164","GO:0042356",0.0176379430823389,0.999922032153383,1,2,"GDP-4-dehydro-D-rhamnose reductase activity","MF",963,1912,432,1267,1546,395,403,344,365,513,982,453,660.098486436166,0.764288253617171,0.194781435871369,3.92382492817178,8.71540812264341e-05,0.0190576924281803,"CvsHigh"
"574","Montipora_capitata_PredGene_g48085","GO:0003904",0.0061420321809216,1,1,1,"deoxyribodipyrimidine photo-lyase activity","MF",1536,2026,833,2036,2293,497,587,647,559,716,1262,844,969.694294375853,0.538820440813931,0.144909264499989,3.7183298298638,0.00020054431710807,0.034902896659135,"CvsHigh"
"648","Montipora_capitata_PredGene_g546","GO:0042923",0.0130767473143617,0.999957242657018,1,2,"neuropeptide binding","MF",3721,73,111,107,145,53,80,63,68,103,43,133,89.7292519951418,-1.09917120319562,0.303037418404449,-3.62717980169897,0.000286533771308301,0.043163854033813,"CvsHigh"
"663","Montipora_capitata_PredGene_g61660","GO:0022853",0.026872902086912,0.999727854575675,1,4,"active ion transmembrane transporter activity","MF",4457,43,103,26,43,26,37,40,62,46,17,93,53.5958215837039,-2.07740502163667,0.392729128993393,-5.28966371035753,1.2254145699049e-07,8.36026836171921e-05,"CvsMid"
"664","Montipora_capitata_PredGene_g61660","GO:0022853",0.026872902086912,0.999727854575675,1,4,"active ion transmembrane transporter activity","MF",4457,43,103,26,43,26,37,40,62,46,17,93,53.5958215837039,-1.73540330754795,0.422165038783633,-4.11072246187911,3.94423063401136e-05,0.0112121329489496,"CvsHigh"
"665","Montipora_capitata_PredGene_g61660","GO:1901682",0.0258566557093427,0.999748158095061,1,4,"sulfur compound transmembrane transporter activity","MF",4457,43,103,26,43,26,37,40,62,46,17,93,53.5958215837039,-2.07740502163667,0.392729128993393,-5.28966371035753,1.2254145699049e-07,8.36026836171921e-05,"CvsMid"
"666","Montipora_capitata_PredGene_g61660","GO:1901682",0.0258566557093427,0.999748158095061,1,4,"sulfur compound transmembrane transporter activity","MF",4457,43,103,26,43,26,37,40,62,46,17,93,53.5958215837039,-1.73540330754795,0.422165038783633,-4.11072246187911,3.94423063401136e-05,0.0112121329489496,"CvsHigh"
"667","Montipora_capitata_PredGene_g61660","GO:0015216",0.0258566557093427,0.999748158095061,1,4,"purine nucleotide transmembrane transporter activity","MF",4457,43,103,26,43,26,37,40,62,46,17,93,53.5958215837039,-2.07740502163667,0.392729128993393,-5.28966371035753,1.2254145699049e-07,8.36026836171921e-05,"CvsMid"
"668","Montipora_capitata_PredGene_g61660","GO:0015216",0.0258566557093427,0.999748158095061,1,4,"purine nucleotide transmembrane transporter activity","MF",4457,43,103,26,43,26,37,40,62,46,17,93,53.5958215837039,-1.73540330754795,0.422165038783633,-4.11072246187911,3.94423063401136e-05,0.0112121329489496,"CvsHigh"
"669","Montipora_capitata_PredGene_g61660","GO:1904680",0.0179507542564651,0.999892414586311,1,3,"peptide transmembrane transporter activity","MF",4457,43,103,26,43,26,37,40,62,46,17,93,53.5958215837039,-2.07740502163667,0.392729128993393,-5.28966371035753,1.2254145699049e-07,8.36026836171921e-05,"CvsMid"
"670","Montipora_capitata_PredGene_g61660","GO:1904680",0.0179507542564651,0.999892414586311,1,3,"peptide transmembrane transporter activity","MF",4457,43,103,26,43,26,37,40,62,46,17,93,53.5958215837039,-1.73540330754795,0.422165038783633,-4.11072246187911,3.94423063401136e-05,0.0112121329489496,"CvsHigh"
"696","Montipora_capitata_PredGene_g63093","GO:0016524",0.0180609983461998,0.999891083620845,1,3,"latrotoxin receptor activity","MF",1560,19,14,12,12,16,21,20,17,22,0,22,17.8346684624415,-1.96359340122121,0.53082981678128,-3.69910155598941,0.0002163640195069,0.0365376704624722,"CvsHigh"
"697","Montipora_capitata_PredGene_g63093","GO:0016524",0.0180609983461998,0.999891083620845,1,3,"latrotoxin receptor activity","MF",1560,19,14,12,12,16,21,20,17,22,0,22,17.8346684624415,-1.99304080419224,0.502440397127628,-3.9667208599988,7.28682509058803e-05,0.0155355110931337,"CvsMid"
"724","Montipora_capitata_PredGene_g6322","GO:0004449",0.022055063229002,0.999837290240121,1,3,"isocitrate dehydrogenase (NAD+) activity","MF",1149,1083,307,1011,1181,244,335,330,269,350,815,395,491.889637781014,0.647606164617925,0.152178275938431,4.25557564392394,2.08511852378405e-05,0.00711275630833214,"CvsHigh"
"725","Montipora_capitata_PredGene_g6322","GO:0004449",0.022055063229002,0.999837290240121,1,3,"isocitrate dehydrogenase (NAD+) activity","MF",1149,1083,307,1011,1181,244,335,330,269,350,815,395,491.889637781014,0.579370992329777,0.141727000800684,4.08793658975801,4.35227071229959e-05,0.0111686762807594,"CvsMid"
"789","Montipora_capitata_PredGene_g69559","GO:0050459",0.0119781768066467,1,1,1,"ethanolamine-phosphate phospho-lyase activity","MF",699,751,249,596,784,161,184,206,184,231,564,266,325.777878388171,0.723505894323543,0.174485203998447,4.14651717018929,3.37570875978466e-05,0.00975865908591308,"CvsHigh"
"791","Montipora_capitata_PredGene_g70475","GO:0009882",0.019045319137927,0.99987883421216,1,3,"blue light photoreceptor activity","MF",1623,447,168,420,418,102,83,110,124,121,291,115,186.337345474646,1.02883900111922,0.183179474624465,5.61656268109971,1.9479360608917e-08,1.66119987272844e-05,"CvsHigh"
