"","gene_id","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","length","1_2","2_2","4_2","11_2","28_2","35_2","36_2","38_2","39_2","41_2","42_2","47_2","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare"
"706","Pocillopora_acuta_HIv1_PredGene_g21278.t1","GO:0043583",0.00181929898083964,0.999758220997154,5,92,"ear development","BP",3792,27,16,0,15,15,21,16,33,12,16,21,18,20.1796643226772,-2.24536794687579,0.493188240715228,-4.55276051111748,5.2946534848193e-06,0.00197675467645134,"CvsHigh"
"707","Pocillopora_acuta_HIv1_PredGene_g21278.t1","GO:0048514",0.0169473881039845,0.996931152464447,4,105,"blood vessel morphogenesis","BP",3792,27,16,0,15,15,21,16,33,12,16,21,18,20.1796643226772,-2.20556523145299,0.493953287309498,-4.46512916933183,8.00204594826707e-06,0.00409165484237369,"CvsMid"
"708","Pocillopora_acuta_HIv1_PredGene_g21278.t1","GO:0048514",0.0169473881039845,0.996931152464447,4,105,"blood vessel morphogenesis","BP",3792,27,16,0,15,15,21,16,33,12,16,21,18,20.1796643226772,-2.24536794687579,0.493188240715228,-4.55276051111748,5.2946534848193e-06,0.00197675467645134,"CvsHigh"
"711","Pocillopora_acuta_HIv1_PredGene_g21278.t1","GO:0010763",3.83078358459964e-05,0.999996953055467,6,71,"positive regulation of fibroblast migration","BP",3792,27,16,0,15,15,21,16,33,12,16,21,18,20.1796643226772,-2.20556523145299,0.493953287309498,-4.46512916933183,8.00204594826707e-06,0.00409165484237369,"CvsMid"
"712","Pocillopora_acuta_HIv1_PredGene_g21278.t1","GO:0010763",3.83078358459964e-05,0.999996953055467,6,71,"positive regulation of fibroblast migration","BP",3792,27,16,0,15,15,21,16,33,12,16,21,18,20.1796643226772,-2.24536794687579,0.493188240715228,-4.55276051111748,5.2946534848193e-06,0.00197675467645134,"CvsHigh"
"713","Pocillopora_acuta_HIv1_PredGene_g21278.t1","GO:0018108",0.00680741518544651,0.997893454485635,9,383,"peptidyl-tyrosine phosphorylation","BP",3792,27,16,0,15,15,21,16,33,12,16,21,18,20.1796643226772,-2.20556523145299,0.493953287309498,-4.46512916933183,8.00204594826707e-06,0.00409165484237369,"CvsMid"
"714","Pocillopora_acuta_HIv1_PredGene_g21278.t1","GO:0018108",0.00680741518544651,0.997893454485635,9,383,"peptidyl-tyrosine phosphorylation","BP",3792,27,16,0,15,15,21,16,33,12,16,21,18,20.1796643226772,-2.24536794687579,0.493188240715228,-4.55276051111748,5.2946534848193e-06,0.00197675467645134,"CvsHigh"
"715","Pocillopora_acuta_HIv1_PredGene_g21278.t1","GO:0071300",0.000395942005033809,0.999939520233028,7,141,"cellular response to retinoic acid","BP",3792,27,16,0,15,15,21,16,33,12,16,21,18,20.1796643226772,-2.20556523145299,0.493953287309498,-4.46512916933183,8.00204594826707e-06,0.00409165484237369,"CvsMid"
"716","Pocillopora_acuta_HIv1_PredGene_g21278.t1","GO:0071300",0.000395942005033809,0.999939520233028,7,141,"cellular response to retinoic acid","BP",3792,27,16,0,15,15,21,16,33,12,16,21,18,20.1796643226772,-2.24536794687579,0.493188240715228,-4.55276051111748,5.2946534848193e-06,0.00197675467645134,"CvsHigh"
"717","Pocillopora_acuta_HIv1_PredGene_g21278.t1","GO:0007156",0.0185475366352747,0.99371902052768,8,397,"homophilic cell adhesion via plasma membrane adhesion molecules","BP",3792,27,16,0,15,15,21,16,33,12,16,21,18,20.1796643226772,-2.20556523145299,0.493953287309498,-4.46512916933183,8.00204594826707e-06,0.00409165484237369,"CvsMid"
"718","Pocillopora_acuta_HIv1_PredGene_g21278.t1","GO:0007156",0.0185475366352747,0.99371902052768,8,397,"homophilic cell adhesion via plasma membrane adhesion molecules","BP",3792,27,16,0,15,15,21,16,33,12,16,21,18,20.1796643226772,-2.24536794687579,0.493188240715228,-4.55276051111748,5.2946534848193e-06,0.00197675467645134,"CvsHigh"
"719","Pocillopora_acuta_HIv1_PredGene_g21278.t1","GO:0033674",0.013624455734055,0.996506680092296,6,217,"positive regulation of kinase activity","BP",3792,27,16,0,15,15,21,16,33,12,16,21,18,20.1796643226772,-2.20556523145299,0.493953287309498,-4.46512916933183,8.00204594826707e-06,0.00409165484237369,"CvsMid"
"720","Pocillopora_acuta_HIv1_PredGene_g21278.t1","GO:0033674",0.013624455734055,0.996506680092296,6,217,"positive regulation of kinase activity","BP",3792,27,16,0,15,15,21,16,33,12,16,21,18,20.1796643226772,-2.24536794687579,0.493188240715228,-4.55276051111748,5.2946534848193e-06,0.00197675467645134,"CvsHigh"
"721","Pocillopora_acuta_HIv1_PredGene_g21283.t1","GO:0018108",0.00680741518544651,0.997893454485635,9,383,"peptidyl-tyrosine phosphorylation","BP",3009,244,54,222,151,151,165,181,288,234,241,261,250,205.059182176045,-1.36944269404224,0.248084243563222,-5.52007122408501,3.38862284386367e-08,3.35245163165046e-05,"CvsMid"
"723","Pocillopora_acuta_HIv1_PredGene_g21283.t1","GO:0007156",0.0185475366352747,0.99371902052768,8,397,"homophilic cell adhesion via plasma membrane adhesion molecules","BP",3009,244,54,222,151,151,165,181,288,234,241,261,250,205.059182176045,-1.36944269404224,0.248084243563222,-5.52007122408501,3.38862284386367e-08,3.35245163165046e-05,"CvsMid"
"724","Pocillopora_acuta_HIv1_PredGene_g21283.t1","GO:0006979",0.0386370925283711,0.986134436207826,7,302,"response to oxidative stress","BP",3009,244,54,222,151,151,165,181,288,234,241,261,250,205.059182176045,-1.36944269404224,0.248084243563222,-5.52007122408501,3.38862284386367e-08,3.35245163165046e-05,"CvsMid"
"727","Pocillopora_acuta_HIv1_PredGene_g21283.t1","GO:0009617",0.0409539923573409,0.983912611664616,8,398,"response to bacterium","BP",3009,244,54,222,151,151,165,181,288,234,241,261,250,205.059182176045,-1.36944269404224,0.248084243563222,-5.52007122408501,3.38862284386367e-08,3.35245163165046e-05,"CvsMid"
"729","Pocillopora_acuta_HIv1_PredGene_g21283.t1","GO:0071711",0.00341816863595082,0.999234925237579,7,225,"basement membrane organization","BP",3009,244,54,222,151,151,165,181,288,234,241,261,250,205.059182176045,-1.36944269404224,0.248084243563222,-5.52007122408501,3.38862284386367e-08,3.35245163165046e-05,"CvsMid"
"731","Pocillopora_acuta_HIv1_PredGene_g21283.t1","GO:0098869",0.0252071192711372,0.993634712950036,5,141,"cellular oxidant detoxification","BP",3009,244,54,222,151,151,165,181,288,234,241,261,250,205.059182176045,-1.36944269404224,0.248084243563222,-5.52007122408501,3.38862284386367e-08,3.35245163165046e-05,"CvsMid"
"732","Pocillopora_acuta_HIv1_PredGene_g21283.t1","GO:0042744",0.00114825199517274,0.999863267177849,5,78,"hydrogen peroxide catabolic process","BP",3009,244,54,222,151,151,165,181,288,234,241,261,250,205.059182176045,-1.36944269404224,0.248084243563222,-5.52007122408501,3.38862284386367e-08,3.35245163165046e-05,"CvsMid"
"733","Pocillopora_acuta_HIv1_PredGene_g21283.t1","GO:0007601",0.00346343542378202,0.998884012391109,11,449,"visual perception","BP",3009,244,54,222,151,151,165,181,288,234,241,261,250,205.059182176045,-1.36944269404224,0.248084243563222,-5.52007122408501,3.38862284386367e-08,3.35245163165046e-05,"CvsMid"
"736","Pocillopora_acuta_HIv1_PredGene_g21283.t1","GO:0090527",0.00293965236337904,0.999454705737304,6,161,"actin filament reorganization","BP",3009,244,54,222,151,151,165,181,288,234,241,261,250,205.059182176045,-1.36944269404224,0.248084243563222,-5.52007122408501,3.38862284386367e-08,3.35245163165046e-05,"CvsMid"
"738","Pocillopora_acuta_HIv1_PredGene_g21283.t1","GO:0030199",0.014932311427517,0.99609388125688,6,219,"collagen fibril organization","BP",3009,244,54,222,151,151,165,181,288,234,241,261,250,205.059182176045,-1.36944269404224,0.248084243563222,-5.52007122408501,3.38862284386367e-08,3.35245163165046e-05,"CvsMid"
"741","Pocillopora_acuta_HIv1_PredGene_g21283.t1","GO:0050896",0.000696942642566455,0.999803892571211,12,433,"response to stimulus","BP",3009,244,54,222,151,151,165,181,288,234,241,261,250,205.059182176045,-1.36944269404224,0.248084243563222,-5.52007122408501,3.38862284386367e-08,3.35245163165046e-05,"CvsMid"
"743","Pocillopora_acuta_HIv1_PredGene_g21283.t1","GO:0007157",0.0226533344836594,0.993488118944654,6,267,"heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","BP",3009,244,54,222,151,151,165,181,288,234,241,261,250,205.059182176045,-1.36944269404224,0.248084243563222,-5.52007122408501,3.38862284386367e-08,3.35245163165046e-05,"CvsMid"
"745","Pocillopora_acuta_HIv1_PredGene_g21407.t1","GO:0001764",0.0322381715988433,0.988853387079404,7,326,"neuron migration","BP",1122,35,37,42,53,27,39,61,61,57,85,55,40,49.5973529261396,-0.994314771508488,0.283219095408073,-3.51076176581894,0.000446824642989232,0.0453007001196109,"CvsHigh"
"748","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0060898",1.12571887803246e-13,1,8,11,"eye field cell fate commitment involved in camera-type eye formation","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.942096791425005,0.212231700162416,-4.43900129294559,9.03772737488454e-06,0.024509186924765,"MidvsHigh"
"749","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0060898",1.12571887803246e-13,1,8,11,"eye field cell fate commitment involved in camera-type eye formation","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.765749290906834,0.208128930251353,-3.6792063937582,0.00023396087028913,0.0284232342997635,"CvsHigh"
"750","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0022002",2.93812276317793e-14,1,8,10,"negative regulation of anterior neural cell fate commitment of the neural plate by Wnt signaling pathway","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.942096791425005,0.212231700162416,-4.43900129294559,9.03772737488454e-06,0.024509186924765,"MidvsHigh"
"751","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0022002",2.93812276317793e-14,1,8,10,"negative regulation of anterior neural cell fate commitment of the neural plate by Wnt signaling pathway","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.765749290906834,0.208128930251353,-3.6792063937582,0.00023396087028913,0.0284232342997635,"CvsHigh"
"752","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0007275",1.15149950038088e-06,0.999999873802723,10,120,"multicellular organism development","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.942096791425005,0.212231700162416,-4.43900129294559,9.03772737488454e-06,0.024509186924765,"MidvsHigh"
"753","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0007275",1.15149950038088e-06,0.999999873802723,10,120,"multicellular organism development","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.765749290906834,0.208128930251353,-3.6792063937582,0.00023396087028913,0.0284232342997635,"CvsHigh"
"756","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0045165",2.82435124047313e-06,0.999999654538457,10,146,"cell fate commitment","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.942096791425005,0.212231700162416,-4.43900129294559,9.03772737488454e-06,0.024509186924765,"MidvsHigh"
"757","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0045165",2.82435124047313e-06,0.999999654538457,10,146,"cell fate commitment","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.765749290906834,0.208128930251353,-3.6792063937582,0.00023396087028913,0.0284232342997635,"CvsHigh"
"758","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0001654",2.16455637775801e-06,0.999999781079381,9,115,"eye development","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.942096791425005,0.212231700162416,-4.43900129294559,9.03772737488454e-06,0.024509186924765,"MidvsHigh"
"759","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0001654",2.16455637775801e-06,0.999999781079381,9,115,"eye development","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.765749290906834,0.208128930251353,-3.6792063937582,0.00023396087028913,0.0284232342997635,"CvsHigh"
"760","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0060061",1.68003318048535e-06,0.999999983113888,4,8,"Spemann organizer formation","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.942096791425005,0.212231700162416,-4.43900129294559,9.03772737488454e-06,0.024509186924765,"MidvsHigh"
"761","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0060061",1.68003318048535e-06,0.999999983113888,4,8,"Spemann organizer formation","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.765749290906834,0.208128930251353,-3.6792063937582,0.00023396087028913,0.0284232342997635,"CvsHigh"
"762","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0090090",0.00780219370448135,0.997738840063395,8,278,"negative regulation of canonical Wnt signaling pathway","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.942096791425005,0.212231700162416,-4.43900129294559,9.03772737488454e-06,0.024509186924765,"MidvsHigh"
"763","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0090090",0.00780219370448135,0.997738840063395,8,278,"negative regulation of canonical Wnt signaling pathway","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.765749290906834,0.208128930251353,-3.6792063937582,0.00023396087028913,0.0284232342997635,"CvsHigh"
"764","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0043049",2.1918965504747e-11,1,8,18,"otic placode formation","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.942096791425005,0.212231700162416,-4.43900129294559,9.03772737488454e-06,0.024509186924765,"MidvsHigh"
"765","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0043049",2.1918965504747e-11,1,8,18,"otic placode formation","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.765749290906834,0.208128930251353,-3.6792063937582,0.00023396087028913,0.0284232342997635,"CvsHigh"
"766","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0009880",3.25446394235531e-06,0.999999714310401,8,88,"embryonic pattern specification","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.942096791425005,0.212231700162416,-4.43900129294559,9.03772737488454e-06,0.024509186924765,"MidvsHigh"
"767","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0009880",3.25446394235531e-06,0.999999714310401,8,88,"embryonic pattern specification","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.765749290906834,0.208128930251353,-3.6792063937582,0.00023396087028913,0.0284232342997635,"CvsHigh"
"770","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0009887",0.0350857347854607,0.987657770200701,7,312,"animal organ morphogenesis","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.942096791425005,0.212231700162416,-4.43900129294559,9.03772737488454e-06,0.024509186924765,"MidvsHigh"
"771","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0009887",0.0350857347854607,0.987657770200701,7,312,"animal organ morphogenesis","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.765749290906834,0.208128930251353,-3.6792063937582,0.00023396087028913,0.0284232342997635,"CvsHigh"
"772","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0042074",0.000472723858620893,0.999969698189116,4,38,"cell migration involved in gastrulation","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.942096791425005,0.212231700162416,-4.43900129294559,9.03772737488454e-06,0.024509186924765,"MidvsHigh"
"773","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0042074",0.000472723858620893,0.999969698189116,4,38,"cell migration involved in gastrulation","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.765749290906834,0.208128930251353,-3.6792063937582,0.00023396087028913,0.0284232342997635,"CvsHigh"
"774","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0032526",0.0177995921356271,0.996743764530011,4,87,"response to retinoic acid","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.942096791425005,0.212231700162416,-4.43900129294559,9.03772737488454e-06,0.024509186924765,"MidvsHigh"
"775","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0032526",0.0177995921356271,0.996743764530011,4,87,"response to retinoic acid","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.765749290906834,0.208128930251353,-3.6792063937582,0.00023396087028913,0.0284232342997635,"CvsHigh"
"776","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0030182",0.00109614498289606,0.999695747228592,11,356,"neuron differentiation","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.942096791425005,0.212231700162416,-4.43900129294559,9.03772737488454e-06,0.024509186924765,"MidvsHigh"
"777","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0030182",0.00109614498289606,0.999695747228592,11,356,"neuron differentiation","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.765749290906834,0.208128930251353,-3.6792063937582,0.00023396087028913,0.0284232342997635,"CvsHigh"
"778","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0008595",0.00637432013753478,0.999788361620833,2,11,"anterior/posterior axis specification, embryo","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.942096791425005,0.212231700162416,-4.43900129294559,9.03772737488454e-06,0.024509186924765,"MidvsHigh"
"779","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0008595",0.00637432013753478,0.999788361620833,2,11,"anterior/posterior axis specification, embryo","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.765749290906834,0.208128930251353,-3.6792063937582,0.00023396087028913,0.0284232342997635,"CvsHigh"
"782","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0060070",1.01194602850319e-06,0.999999907241805,9,104,"canonical Wnt signaling pathway","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.942096791425005,0.212231700162416,-4.43900129294559,9.03772737488454e-06,0.024509186924765,"MidvsHigh"
"783","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0060070",1.01194602850319e-06,0.999999907241805,9,104,"canonical Wnt signaling pathway","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.765749290906834,0.208128930251353,-3.6792063937582,0.00023396087028913,0.0284232342997635,"CvsHigh"
"784","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0070654",8.32875610895398e-13,1,8,13,"sensory epithelium regeneration","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.942096791425005,0.212231700162416,-4.43900129294559,9.03772737488454e-06,0.024509186924765,"MidvsHigh"
"785","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0070654",8.32875610895398e-13,1,8,13,"sensory epithelium regeneration","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.765749290906834,0.208128930251353,-3.6792063937582,0.00023396087028913,0.0284232342997635,"CvsHigh"
"788","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0048263",2.94094099642566e-05,0.999999185332784,4,16,"determination of dorsal identity","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.942096791425005,0.212231700162416,-4.43900129294559,9.03772737488454e-06,0.024509186924765,"MidvsHigh"
"789","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0048263",2.94094099642566e-05,0.999999185332784,4,16,"determination of dorsal identity","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.765749290906834,0.208128930251353,-3.6792063937582,0.00023396087028913,0.0284232342997635,"CvsHigh"
"792","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0021879",5.34921773120506e-11,1,8,19,"forebrain neuron differentiation","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.942096791425005,0.212231700162416,-4.43900129294559,9.03772737488454e-06,0.024509186924765,"MidvsHigh"
"793","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0021879",5.34921773120506e-11,1,8,19,"forebrain neuron differentiation","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.765749290906834,0.208128930251353,-3.6792063937582,0.00023396087028913,0.0284232342997635,"CvsHigh"
"794","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0071679",5.72642301303468e-09,0.999999999800683,8,38,"commissural neuron axon guidance","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.942096791425005,0.212231700162416,-4.43900129294559,9.03772737488454e-06,0.024509186924765,"MidvsHigh"
"795","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0071679",5.72642301303468e-09,0.999999999800683,8,38,"commissural neuron axon guidance","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.765749290906834,0.208128930251353,-3.6792063937582,0.00023396087028913,0.0284232342997635,"CvsHigh"
"796","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0016055",0.00383017589363519,0.998828860807116,10,384,"Wnt signaling pathway","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.942096791425005,0.212231700162416,-4.43900129294559,9.03772737488454e-06,0.024509186924765,"MidvsHigh"
"797","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0016055",0.00383017589363519,0.998828860807116,10,384,"Wnt signaling pathway","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.765749290906834,0.208128930251353,-3.6792063937582,0.00023396087028913,0.0284232342997635,"CvsHigh"
"798","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0071300",0.000395942005033809,0.999939520233028,7,141,"cellular response to retinoic acid","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.942096791425005,0.212231700162416,-4.43900129294559,9.03772737488454e-06,0.024509186924765,"MidvsHigh"
"799","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0071300",0.000395942005033809,0.999939520233028,7,141,"cellular response to retinoic acid","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.765749290906834,0.208128930251353,-3.6792063937582,0.00023396087028913,0.0284232342997635,"CvsHigh"
"800","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0030900",3.93317542963552e-07,0.999999949733678,12,191,"forebrain development","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.942096791425005,0.212231700162416,-4.43900129294559,9.03772737488454e-06,0.024509186924765,"MidvsHigh"
"801","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0030900",3.93317542963552e-07,0.999999949733678,12,191,"forebrain development","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.765749290906834,0.208128930251353,-3.6792063937582,0.00023396087028913,0.0284232342997635,"CvsHigh"
"804","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0021854",5.41801030562243e-09,0.999999999817219,8,33,"hypothalamus development","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.942096791425005,0.212231700162416,-4.43900129294559,9.03772737488454e-06,0.024509186924765,"MidvsHigh"
"805","Pocillopora_acuta_HIv1_PredGene_g21773.t1","GO:0021854",5.41801030562243e-09,0.999999999817219,8,33,"hypothalamus development","BP",966,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.765749290906834,0.208128930251353,-3.6792063937582,0.00023396087028913,0.0284232342997635,"CvsHigh"
"806","Pocillopora_acuta_HIv1_PredGene_g21773.t2","GO:0022002",2.93812276317793e-14,1,8,10,"negative regulation of anterior neural cell fate commitment of the neural plate by Wnt signaling pathway","BP",936,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.942096791425005,0.212231700162416,-4.43900129294559,9.03772737488454e-06,0.024509186924765,"MidvsHigh"
"807","Pocillopora_acuta_HIv1_PredGene_g21773.t2","GO:0022002",2.93812276317793e-14,1,8,10,"negative regulation of anterior neural cell fate commitment of the neural plate by Wnt signaling pathway","BP",936,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.765749290906834,0.208128930251353,-3.6792063937582,0.00023396087028913,0.0284232342997635,"CvsHigh"
"808","Pocillopora_acuta_HIv1_PredGene_g21773.t2","GO:0030900",3.93317542963552e-07,0.999999949733678,12,191,"forebrain development","BP",936,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.942096791425005,0.212231700162416,-4.43900129294559,9.03772737488454e-06,0.024509186924765,"MidvsHigh"
"809","Pocillopora_acuta_HIv1_PredGene_g21773.t2","GO:0030900",3.93317542963552e-07,0.999999949733678,12,191,"forebrain development","BP",936,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.765749290906834,0.208128930251353,-3.6792063937582,0.00023396087028913,0.0284232342997635,"CvsHigh"
"810","Pocillopora_acuta_HIv1_PredGene_g21773.t2","GO:0071300",0.000395942005033809,0.999939520233028,7,141,"cellular response to retinoic acid","BP",936,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.942096791425005,0.212231700162416,-4.43900129294559,9.03772737488454e-06,0.024509186924765,"MidvsHigh"
"811","Pocillopora_acuta_HIv1_PredGene_g21773.t2","GO:0071300",0.000395942005033809,0.999939520233028,7,141,"cellular response to retinoic acid","BP",936,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.765749290906834,0.208128930251353,-3.6792063937582,0.00023396087028913,0.0284232342997635,"CvsHigh"
"812","Pocillopora_acuta_HIv1_PredGene_g21773.t2","GO:0021854",5.41801030562243e-09,0.999999999817219,8,33,"hypothalamus development","BP",936,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.942096791425005,0.212231700162416,-4.43900129294559,9.03772737488454e-06,0.024509186924765,"MidvsHigh"
"813","Pocillopora_acuta_HIv1_PredGene_g21773.t2","GO:0021854",5.41801030562243e-09,0.999999999817219,8,33,"hypothalamus development","BP",936,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.765749290906834,0.208128930251353,-3.6792063937582,0.00023396087028913,0.0284232342997635,"CvsHigh"
"814","Pocillopora_acuta_HIv1_PredGene_g21773.t2","GO:0016055",0.00383017589363519,0.998828860807116,10,384,"Wnt signaling pathway","BP",936,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.942096791425005,0.212231700162416,-4.43900129294559,9.03772737488454e-06,0.024509186924765,"MidvsHigh"
"815","Pocillopora_acuta_HIv1_PredGene_g21773.t2","GO:0016055",0.00383017589363519,0.998828860807116,10,384,"Wnt signaling pathway","BP",936,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.765749290906834,0.208128930251353,-3.6792063937582,0.00023396087028913,0.0284232342997635,"CvsHigh"
"816","Pocillopora_acuta_HIv1_PredGene_g21773.t2","GO:0060898",1.12571887803246e-13,1,8,11,"eye field cell fate commitment involved in camera-type eye formation","BP",936,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.942096791425005,0.212231700162416,-4.43900129294559,9.03772737488454e-06,0.024509186924765,"MidvsHigh"
"817","Pocillopora_acuta_HIv1_PredGene_g21773.t2","GO:0060898",1.12571887803246e-13,1,8,11,"eye field cell fate commitment involved in camera-type eye formation","BP",936,276,195,543,467,169,381,524,553,527,630,228,131,356.133943170224,-0.765749290906834,0.208128930251353,-3.6792063937582,0.00023396087028913,0.0284232342997635,"CvsHigh"
