"","gene_id","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","X19_T33_Ac_WK","X25_ctl1_Ac_GF_1","X27_ctl2_Ac_YG_1","X31_T22_Ac_UV","X35_T43_Ac_MT","X37_T13_Ac_ML","X38_T23_Ac_IN","X41_ctl3_Ac_RN_1","X47_T31_Ac_JB","X52_T11_Ac_II","X53_T21_Ac_NH","X54_T42_Ac_JQ","X57_T32_Ac_NM","length","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare"
"538","Acerv_evm.model.Segkk3158_pilon.3","GO:0043657",0.0422911832363749,0.999545281473942,1,2,"host cell","CC",14,13,15,21,33,17,18,12,16,17,11,29,11,855,18.5150051134661,-1.84357048310773,0.480869160819452,-3.83382972608618,0.000126163490688082,0.0200113003387886,"CvsT1"
"539","Acerv_evm.model.Segkk3158_pilon.3","GO:0043657",0.0422911832363749,0.999545281473942,1,2,"host cell","CC",14,13,15,21,33,17,18,12,16,17,11,29,11,855,18.5150051134661,-1.78228960219861,0.434795732164726,-4.09914235663053,4.14683926510021e-05,0.00543356141967696,"CvsT2"
"554","Acerv_evm.model.Segkk3209_pilon.11","GO:0035098",0.00798405368936271,0.99974569015649,2,6,"ESC/E(Z) complex","CC",95,227,141,37,80,49,26,197,34,59,22,90,41,978,68.7266743645705,1.25819184374286,0.306334265403312,4.10725141076319,4.0039533665823e-05,0.0053234915275398,"CvsT2"
"587","Acerv_evm.model.Segkk3209_pilon.11","GO:0033553",0.0441140029175421,0.999504769979872,1,2,"rDNA heterochromatin","CC",95,227,141,37,80,49,26,197,34,59,22,90,41,978,68.7266743645705,1.25819184374286,0.306334265403312,4.10725141076319,4.0039533665823e-05,0.0053234915275398,"CvsT2"
"671","Acerv_evm.model.Segkk3394_pilon.16","GO:0070776",0.0438770150378614,0.999510136926687,1,2,"MOZ/MORF histone acetyltransferase complex","CC",311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.324672539613,-5.66864598388488,0.393565824556362,-14.4032983307805,4.93318988769762e-47,2.23004848873371e-43,"CvsT4"
"672","Acerv_evm.model.Segkk3394_pilon.16","GO:0070776",0.0438770150378614,0.999510136926687,1,2,"MOZ/MORF histone acetyltransferase complex","CC",311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.324672539613,-5.36757671541,0.367063505779908,-14.6230192620358,2.00316192433335e-48,9.05529347894889e-45,"CvsT2"
"673","Acerv_evm.model.Segkk3394_pilon.16","GO:0070776",0.0438770150378614,0.999510136926687,1,2,"MOZ/MORF histone acetyltransferase complex","CC",311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.324672539613,-5.21903368974746,0.397631609728434,-13.125298799338,2.35850657107763e-39,1.06616289545564e-35,"CvsT1"
"674","Acerv_evm.model.Segkk3394_pilon.16","GO:0070776",0.0438770150378614,0.999510136926687,1,2,"MOZ/MORF histone acetyltransferase complex","CC",311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.324672539613,-5.14601062654285,0.368281641584695,-13.9730305436889,2.27726371386063e-44,1.0294370618507e-40,"CvsT3"
"675","Acerv_evm.model.Segkk3394_pilon.16","GO:0000793",0.0145986544537164,0.999301284027216,2,8,"condensed chromosome","CC",311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.324672539613,-5.66864598388488,0.393565824556362,-14.4032983307805,4.93318988769762e-47,2.23004848873371e-43,"CvsT4"
"676","Acerv_evm.model.Segkk3394_pilon.16","GO:0000793",0.0145986544537164,0.999301284027216,2,8,"condensed chromosome","CC",311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.324672539613,-5.36757671541,0.367063505779908,-14.6230192620358,2.00316192433335e-48,9.05529347894889e-45,"CvsT2"
"677","Acerv_evm.model.Segkk3394_pilon.16","GO:0000793",0.0145986544537164,0.999301284027216,2,8,"condensed chromosome","CC",311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.324672539613,-5.21903368974746,0.397631609728434,-13.125298799338,2.35850657107763e-39,1.06616289545564e-35,"CvsT1"
"678","Acerv_evm.model.Segkk3394_pilon.16","GO:0000793",0.0145986544537164,0.999301284027216,2,8,"condensed chromosome","CC",311,28,12,288,513,246,188,6,152,155,186,521,123,1854,232.324672539613,-5.14601062654285,0.368281641584695,-13.9730305436889,2.27726371386063e-44,1.0294370618507e-40,"CvsT3"
"682","Acerv_evm.model.Segkk3419_pilon.10","GO:0005794",0.0364795901722606,0.986181141927686,8,161,"Golgi apparatus","CC",24,14,10,16,33,13,12,0,8,27,12,27,13,444,17.5759453097951,-2.43161074244555,0.668589700027745,-3.63692522087111,0.000275911989343991,0.0455815873666253,"CvsT3"
"683","Acerv_evm.model.Segkk3419_pilon.10","GO:0005794",0.0364795901722606,0.986181141927686,8,161,"Golgi apparatus","CC",24,14,10,16,33,13,12,0,8,27,12,27,13,444,17.5759453097951,-2.27750297286288,0.669656668419502,-3.40100096104196,0.000671395917842947,0.0439861629943339,"CvsT2"
"684","Acerv_evm.model.Segkk3419_pilon.10","GO:0005794",0.0364795901722606,0.986181141927686,8,161,"Golgi apparatus","CC",24,14,10,16,33,13,12,0,8,27,12,27,13,444,17.5759453097951,-2.51737087379388,0.712232307788823,-3.53448003729182,0.000408578297329322,0.049918329542627,"CvsT4"
"685","Acerv_evm.model.Segkk3419_pilon.10","GO:0005794",0.0364795901722606,0.986181141927686,8,161,"Golgi apparatus","CC",24,14,10,16,33,13,12,0,8,27,12,27,13,444,17.5759453097951,-2.87586561522411,0.723924944271256,-3.97260190850188,7.10918053227026e-05,0.0119026113318992,"CvsT1"
"698","Acerv_evm.model.Segkk3422_pilon.23","GO:0005834",0.0223108908079585,1,1,1,"heterotrimeric G-protein complex","CC",799,15,8,471,680,524,537,22,402,449,304,1079,353,1131,501.414761403948,-6.57140927343474,0.316934901700728,-20.7342556410525,1.70065606168771e-95,1.53756314537186e-91,"CvsT3"
"699","Acerv_evm.model.Segkk3422_pilon.23","GO:0005834",0.0223108908079585,1,1,1,"heterotrimeric G-protein complex","CC",799,15,8,471,680,524,537,22,402,449,304,1079,353,1131,501.414761403948,-6.50048591445517,0.338080461226406,-19.2276296916843,2.17337089471544e-82,1.96494462591223e-78,"CvsT1"
"700","Acerv_evm.model.Segkk3422_pilon.23","GO:0005834",0.0223108908079585,1,1,1,"heterotrimeric G-protein complex","CC",799,15,8,471,680,524,537,22,402,449,304,1079,353,1131,501.414761403948,-6.43331787598888,0.3366521665906,-19.1096880235213,2.09718861480924e-81,1.89606822664903e-77,"CvsT4"
"701","Acerv_evm.model.Segkk3422_pilon.23","GO:0005834",0.0223108908079585,1,1,1,"heterotrimeric G-protein complex","CC",799,15,8,471,680,524,537,22,402,449,304,1079,353,1131,501.414761403948,-6.31229011800149,0.317141513687842,-19.9037018036516,3.77956845189301e-88,3.41710783735647e-84,"CvsT2"
"786","Acerv_evm.model.Segkk3450_pilon.3","GO:0005794",0.0364795901722606,0.986181141927686,8,161,"Golgi apparatus","CC",604,740,852,488,996,368,608,542,226,215,325,838,213,2262,494.415251175838,-0.87286817257862,0.230211512875559,-3.79159218266572,0.000149684568296631,0.0148714085930752,"CvsT2"
"787","Acerv_evm.model.Segkk3450_pilon.3","GO:0005794",0.0364795901722606,0.986181141927686,8,161,"Golgi apparatus","CC",604,740,852,488,996,368,608,542,226,215,325,838,213,2262,494.415251175838,-0.938500769403817,0.255382348673094,-3.67488502741103,0.000237956546087641,0.0325964414117934,"CvsT4"
"819","Acerv_evm.model.Segkk3525_pilon.1","GO:0098793",0.00534615049028164,0.999116134218519,5,47,"presynapse","CC",48,19,11,27,58,21,24,9,28,39,27,45,10,2871,30.4771373417541,-2.72603434565656,0.493419551096705,-5.52477975304689,3.29899190698961e-08,1.65701032394962e-05,"CvsT1"
"820","Acerv_evm.model.Segkk3525_pilon.1","GO:0098793",0.00534615049028164,0.999116134218519,5,47,"presynapse","CC",48,19,11,27,58,21,24,9,28,39,27,45,10,2871,30.4771373417541,-2.52539503522904,0.45232449586878,-5.58314895234341,2.36202279446928e-08,1.25617929910569e-05,"CvsT2"
"821","Acerv_evm.model.Segkk3525_pilon.1","GO:0098793",0.00534615049028164,0.999116134218519,5,47,"presynapse","CC",48,19,11,27,58,21,24,9,28,39,27,45,10,2871,30.4771373417541,-2.56554899533705,0.478819718500902,-5.35806880169705,8.41162101728407e-08,4.75309160107908e-05,"CvsT4"
"822","Acerv_evm.model.Segkk3525_pilon.1","GO:0098793",0.00534615049028164,0.999116134218519,5,47,"presynapse","CC",48,19,11,27,58,21,24,9,28,39,27,45,10,2871,30.4771373417541,-2.55061998035237,0.453977427309738,-5.61838502735101,1.92750590196495e-08,1.025092991745e-05,"CvsT3"
"827","Acerv_evm.model.Segkk3525_pilon.1","GO:0043204",0.0255005360526249,0.996445518385473,3,27,"perikaryon","CC",48,19,11,27,58,21,24,9,28,39,27,45,10,2871,30.4771373417541,-2.72603434565656,0.493419551096705,-5.52477975304689,3.29899190698961e-08,1.65701032394962e-05,"CvsT1"
"828","Acerv_evm.model.Segkk3525_pilon.1","GO:0043204",0.0255005360526249,0.996445518385473,3,27,"perikaryon","CC",48,19,11,27,58,21,24,9,28,39,27,45,10,2871,30.4771373417541,-2.52539503522904,0.45232449586878,-5.58314895234341,2.36202279446928e-08,1.25617929910569e-05,"CvsT2"
"829","Acerv_evm.model.Segkk3525_pilon.1","GO:0043204",0.0255005360526249,0.996445518385473,3,27,"perikaryon","CC",48,19,11,27,58,21,24,9,28,39,27,45,10,2871,30.4771373417541,-2.56554899533705,0.478819718500902,-5.35806880169705,8.41162101728407e-08,4.75309160107908e-05,"CvsT4"
"830","Acerv_evm.model.Segkk3525_pilon.1","GO:0043204",0.0255005360526249,0.996445518385473,3,27,"perikaryon","CC",48,19,11,27,58,21,24,9,28,39,27,45,10,2871,30.4771373417541,-2.55061998035237,0.453977427309738,-5.61838502735101,1.92750590196495e-08,1.025092991745e-05,"CvsT3"
"837","Acerv_evm.model.Segkk384_pilon.7","GO:0000145",0.0429846265951985,0.999530078194509,1,2,"exocyst","CC",69,74,66,68,95,70,81,28,49,37,28,162,33,1704,65.739399547516,-1.79328003440253,0.432200041452612,-4.14918987137384,3.33653981683272e-05,0.00701526894976387,"CvsT4"
"838","Acerv_evm.model.Segkk384_pilon.7","GO:0000145",0.0429846265951985,0.999530078194509,1,2,"exocyst","CC",69,74,66,68,95,70,81,28,49,37,28,162,33,1704,65.739399547516,-1.5177281428251,0.397578006878211,-3.81743485949418,0.000134846374286582,0.0136982704485954,"CvsT2"
"847","Acerv_evm.model.Segkk384_pilon.7","GO:0005642",0.04300502472027,0.999529627109784,1,2,"annulate lamellae","CC",69,74,66,68,95,70,81,28,49,37,28,162,33,1704,65.739399547516,-1.79328003440253,0.432200041452612,-4.14918987137384,3.33653981683272e-05,0.00701526894976387,"CvsT4"
"848","Acerv_evm.model.Segkk384_pilon.7","GO:0005642",0.04300502472027,0.999529627109784,1,2,"annulate lamellae","CC",69,74,66,68,95,70,81,28,49,37,28,162,33,1704,65.739399547516,-1.5177281428251,0.397578006878211,-3.81743485949418,0.000134846374286582,0.0136982704485954,"CvsT2"
"857","Acerv_evm.model.Segkk3914_pilon.1","GO:0140268",0.00839261548990601,0.99972562062008,2,6,"endoplasmic reticulum-plasma membrane contact site","CC",52,70,62,30,62,37,37,43,27,67,24,70,22,2132,45.1241482110601,-1.34899420732794,0.334040415257076,-4.03841614880572,5.38133227315143e-05,0.010735537785985,"CvsT1"
"860","Acerv_evm.model.Segkk4025_pilon.2","GO:0140268",0.00839261548990601,0.99972562062008,2,6,"endoplasmic reticulum-plasma membrane contact site","CC",342,641,618,275,439,168,267,472,153,100,185,378,103,1644,273.904438482909,-0.842605506883747,0.225219285834645,-3.7412671111229,0.000183094795810908,0.0327378124251447,"T1vsT2"
"885","Acerv_evm.model.Segkk4047_pilon.16","GO:0005794",0.0364795901722606,0.986181141927686,8,161,"Golgi apparatus","CC",366,681,959,836,624,223,3601,1127,345,202,446,344,88,1962,752.00053670691,-2.12974089597568,0.566738524952983,-3.75788975374908,0.000171352341581785,0.0166580270993647,"CvsT2"
"886","Acerv_evm.model.Segkk4047_pilon.16","GO:0005794",0.0364795901722606,0.986181141927686,8,161,"Golgi apparatus","CC",366,681,959,836,624,223,3601,1127,345,202,446,344,88,1962,752.00053670691,2.50404997439413,0.568759443858028,4.40265212549013,1.06935557816693e-05,0.0278460192554669,"T2vsT3"
"887","Acerv_evm.model.Segkk4047_pilon.16","GO:0005794",0.0364795901722606,0.986181141927686,8,161,"Golgi apparatus","CC",366,681,959,836,624,223,3601,1127,345,202,446,344,88,1962,752.00053670691,-2.78206120380723,0.63666983284462,-4.36970790869276,1.24412838260195e-05,0.00990928733289509,"T1vsT2"
"895","Acerv_evm.model.Segkk4124_pilon.10","GO:1990712",0.0317126921183667,1,1,1,"HFE-transferrin receptor complex","CC",84,36,34,59,73,134,65,33,0,199,25,113,63,342,81.1219958015919,-3.77973582656705,0.911097229434392,-4.14855374866358,3.34582297625753e-05,0.0073530919127924,"CvsT1"
"907","Acerv_evm.model.Segkk4124_pilon.10","GO:0048179",0.0317126921183667,1,1,1,"activin receptor complex","CC",84,36,34,59,73,134,65,33,0,199,25,113,63,342,81.1219958015919,-3.77973582656705,0.911097229434392,-4.14855374866358,3.34582297625753e-05,0.0073530919127924,"CvsT1"
"917","Acerv_evm.model.Segkk4124_pilon.3","GO:0036117",0.0211539661125585,1,1,1,"hyaluranon cable","CC",1799,4846,1605,1047,1350,1804,608,3592,774,3152,354,1716,1127,3327,1690.29097894504,1.96437116005791,0.483641614844303,4.06162559169003,4.87321895872157e-05,0.0174525790656564,"T1vsT2"
"939","Acerv_evm.model.Segkk4318_pilon.2","GO:0031966",0.0113946667293086,0.998858582605281,3,20,"mitochondrial membrane","CC",38,26,39,35,60,23,47,54,20,15,31,39,13,1011,33.2094659588047,-1.37468927353532,0.376087078402534,-3.65524197048844,0.000256939520777674,0.0221237162604853,"CvsT2"
"946","Acerv_evm.model.Segkk4318_pilon.2","GO:0036477",0.0110941526491426,0.998304929804106,4,36,"somatodendritic compartment","CC",38,26,39,35,60,23,47,54,20,15,31,39,13,1011,33.2094659588047,-1.37468927353532,0.376087078402534,-3.65524197048844,0.000256939520777674,0.0221237162604853,"CvsT2"
"947","Acerv_evm.model.Segkk4318_pilon.2","GO:0098793",0.00534615049028164,0.999116134218519,5,47,"presynapse","CC",38,26,39,35,60,23,47,54,20,15,31,39,13,1011,33.2094659588047,-1.37468927353532,0.376087078402534,-3.65524197048844,0.000256939520777674,0.0221237162604853,"CvsT2"
"950","Acerv_evm.model.Segkk4318_pilon.2","GO:0098588",0.0256404082656132,0.996418532001015,3,27,"bounding membrane of organelle","CC",38,26,39,35,60,23,47,54,20,15,31,39,13,1011,33.2094659588047,-1.37468927353532,0.376087078402534,-3.65524197048844,0.000256939520777674,0.0221237162604853,"CvsT2"
"952","Acerv_evm.model.Segkk4318_pilon.2","GO:0005794",0.0364795901722606,0.986181141927686,8,161,"Golgi apparatus","CC",38,26,39,35,60,23,47,54,20,15,31,39,13,1011,33.2094659588047,-1.37468927353532,0.376087078402534,-3.65524197048844,0.000256939520777674,0.0221237162604853,"CvsT2"
"954","Acerv_evm.model.Segkk4318_pilon.2","GO:0071944",0.0149057401211656,0.997494650624873,4,41,"cell periphery","CC",38,26,39,35,60,23,47,54,20,15,31,39,13,1011,33.2094659588047,-1.37468927353532,0.376087078402534,-3.65524197048844,0.000256939520777674,0.0221237162604853,"CvsT2"
"959","Acerv_evm.model.Segkk4345_pilon.12","GO:0071944",0.0149057401211656,0.997494650624873,4,41,"cell periphery","CC",64,73,65,46,62,50,49,34,19,75,27,83,30,1752,52.0998325681553,-1.64624927389044,0.389833389281138,-4.22295606060365,2.41118840637058e-05,0.00589177145459363,"CvsT1"
"975","Acerv_evm.model.Segkk68_pilon.68","GO:0019008",0.0238797721885053,1,1,1,"molybdopterin synthase complex","CC",600,1037,623,906,1166,714,1340,862,158,516,858,2114,480,894,875.655446194534,-1.780302178713,0.432965055864829,-4.11188421466698,3.92443112132329e-05,0.00529563906983341,"CvsT2"
"980","Acerv_evm.model.Segkk893_pilon.2","GO:0030687",0.00689983613811048,0.999796314242108,2,6,"preribosome, large subunit precursor","CC",265,423,381,227,444,235,281,380,180,143,208,431,132,966,271.500713463636,-0.760589572213085,0.198439990004669,-3.832844237672,0.000126670163595522,0.013316569175199,"CvsT2"
