"","gene_id","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","X19_T33_Ac_WK","X25_ctl1_Ac_GF_1","X27_ctl2_Ac_YG_1","X31_T22_Ac_UV","X35_T43_Ac_MT","X37_T13_Ac_ML","X38_T23_Ac_IN","X41_ctl3_Ac_RN_1","X47_T31_Ac_JB","X52_T11_Ac_II","X53_T21_Ac_NH","X54_T42_Ac_JQ","X57_T32_Ac_NM","length","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare"
"722","Acerv_evm.model.Segkk3450_pilon.3","GO:0030544",0.00186451154599067,0.999912263942145,3,11,"Hsp70 protein binding","MF",604,740,852,488,996,368,608,542,226,215,325,838,213,2262,494.415251175838,-0.87286817257862,0.230211512875559,-3.79159218266572,0.000149684568296631,0.0148714085930752,"CvsT2"
"723","Acerv_evm.model.Segkk3450_pilon.3","GO:0030544",0.00186451154599067,0.999912263942145,3,11,"Hsp70 protein binding","MF",604,740,852,488,996,368,608,542,226,215,325,838,213,2262,494.415251175838,-0.938500769403817,0.255382348673094,-3.67488502741103,0.000237956546087641,0.0325964414117934,"CvsT4"
"724","Acerv_evm.model.Segkk3450_pilon.3","GO:0089720",0.042535073510181,0.999539963473382,1,2,"caspase binding","MF",604,740,852,488,996,368,608,542,226,215,325,838,213,2262,494.415251175838,-0.87286817257862,0.230211512875559,-3.79159218266572,0.000149684568296631,0.0148714085930752,"CvsT2"
"725","Acerv_evm.model.Segkk3450_pilon.3","GO:0089720",0.042535073510181,0.999539963473382,1,2,"caspase binding","MF",604,740,852,488,996,368,608,542,226,215,325,838,213,2262,494.415251175838,-0.938500769403817,0.255382348673094,-3.67488502741103,0.000237956546087641,0.0325964414117934,"CvsT4"
"726","Acerv_evm.model.Segkk3450_pilon.3","GO:0050700",0.0214089201446791,1,1,1,"CARD domain binding","MF",604,740,852,488,996,368,608,542,226,215,325,838,213,2262,494.415251175838,-0.87286817257862,0.230211512875559,-3.79159218266572,0.000149684568296631,0.0148714085930752,"CvsT2"
"727","Acerv_evm.model.Segkk3450_pilon.3","GO:0050700",0.0214089201446791,1,1,1,"CARD domain binding","MF",604,740,852,488,996,368,608,542,226,215,325,838,213,2262,494.415251175838,-0.938500769403817,0.255382348673094,-3.67488502741103,0.000237956546087641,0.0325964414117934,"CvsT4"
"744","Acerv_evm.model.Segkk3450_pilon.3","GO:0019966",0.0214089201446791,1,1,1,"interleukin-1 binding","MF",604,740,852,488,996,368,608,542,226,215,325,838,213,2262,494.415251175838,-0.87286817257862,0.230211512875559,-3.79159218266572,0.000149684568296631,0.0148714085930752,"CvsT2"
"745","Acerv_evm.model.Segkk3450_pilon.3","GO:0019966",0.0214089201446791,1,1,1,"interleukin-1 binding","MF",604,740,852,488,996,368,608,542,226,215,325,838,213,2262,494.415251175838,-0.938500769403817,0.255382348673094,-3.67488502741103,0.000237956546087641,0.0325964414117934,"CvsT4"
"766","Acerv_evm.model.Segkk3450_pilon.3","GO:0051879",0.0396283256766858,0.996424662695642,2,14,"Hsp90 protein binding","MF",604,740,852,488,996,368,608,542,226,215,325,838,213,2262,494.415251175838,-0.87286817257862,0.230211512875559,-3.79159218266572,0.000149684568296631,0.0148714085930752,"CvsT2"
"767","Acerv_evm.model.Segkk3450_pilon.3","GO:0051879",0.0396283256766858,0.996424662695642,2,14,"Hsp90 protein binding","MF",604,740,852,488,996,368,608,542,226,215,325,838,213,2262,494.415251175838,-0.938500769403817,0.255382348673094,-3.67488502741103,0.000237956546087641,0.0325964414117934,"CvsT4"
"778","Acerv_evm.model.Segkk3450_pilon.3","GO:0042834",0.0214089201446791,1,1,1,"peptidoglycan binding","MF",604,740,852,488,996,368,608,542,226,215,325,838,213,2262,494.415251175838,-0.87286817257862,0.230211512875559,-3.79159218266572,0.000149684568296631,0.0148714085930752,"CvsT2"
"779","Acerv_evm.model.Segkk3450_pilon.3","GO:0042834",0.0214089201446791,1,1,1,"peptidoglycan binding","MF",604,740,852,488,996,368,608,542,226,215,325,838,213,2262,494.415251175838,-0.938500769403817,0.255382348673094,-3.67488502741103,0.000237956546087641,0.0325964414117934,"CvsT4"
"831","Acerv_evm.model.Segkk3540_pilon.3","GO:0052381",0.0256003117474283,1,1,1,"tRNA dimethylallyltransferase activity","MF",13,31,22,16,20,21,189,35,14,28,30,37,10,735,38.7027136382568,-2.76346370727362,0.689335285226612,-4.00888184095373,6.10069307588636e-05,0.00755566658891625,"CvsT2"
"833","Acerv_evm.model.Segkk3644_pilon.3","GO:0035064",0.0491687102047344,0.994967071115346,2,15,"methylated histone binding","MF",1743,4054,3172,1633,2691,1169,1963,2838,903,868,1078,3174,680,597,1745.34052803933,-0.580406605011431,0.164869482512029,-3.52040047780876,0.000430895663261507,0.0498276784087269,"T1vsT2"
"834","Acerv_evm.model.Segkk3644_pilon.3","GO:0045322",0.0483501374213227,0.99940377939282,1,2,"unmethylated CpG binding","MF",1743,4054,3172,1633,2691,1169,1963,2838,903,868,1078,3174,680,597,1745.34052803933,-0.580406605011431,0.164869482512029,-3.52040047780876,0.000430895663261507,0.0498276784087269,"T1vsT2"
"841","Acerv_evm.model.Segkk384_pilon.7","GO:0047485",0.0104877852263895,0.998975683136574,3,21,"protein N-terminus binding","MF",69,74,66,68,95,70,81,28,49,37,28,162,33,1704,65.739399547516,-1.79328003440253,0.432200041452612,-4.14918987137384,3.33653981683272e-05,0.00701526894976387,"CvsT4"
"842","Acerv_evm.model.Segkk384_pilon.7","GO:0047485",0.0104877852263895,0.998975683136574,3,21,"protein N-terminus binding","MF",69,74,66,68,95,70,81,28,49,37,28,162,33,1704,65.739399547516,-1.5177281428251,0.397578006878211,-3.81743485949418,0.000134846374286582,0.0136982704485954,"CvsT2"
"855","Acerv_evm.model.Segkk3903_pilon.2","GO:0004089",0.0458864583427078,0.999463680778699,1,2,"carbonate dehydratase activity","MF",2554,3990,6951,2964,3310,1557,10419,3243,1586,861,2198,3706,978,783,3234.70959315205,-1.9985397579972,0.492322925874959,-4.0594082724167,4.91972291261793e-05,0.0174525790656564,"T1vsT2"
"856","Acerv_evm.model.Segkk3903_pilon.2","GO:0004089",0.0458864583427078,0.999463680778699,1,2,"carbonate dehydratase activity","MF",2554,3990,6951,2964,3310,1557,10419,3243,1586,861,2198,3706,978,783,3234.70959315205,-1.51444373420607,0.439757878972878,-3.44381262194389,0.000573573063869508,0.0386990602271957,"CvsT2"
"858","Acerv_evm.model.Segkk3914_pilon.1","GO:0005543",0.0011470856433709,0.999912367606281,4,21,"phospholipid binding","MF",52,70,62,30,62,37,37,43,27,67,24,70,22,2132,45.1241482110601,-1.34899420732794,0.334040415257076,-4.03841614880572,5.38133227315143e-05,0.010735537785985,"CvsT1"
"859","Acerv_evm.model.Segkk4025_pilon.2","GO:0005543",0.0011470856433709,0.999912367606281,4,21,"phospholipid binding","MF",342,641,618,275,439,168,267,472,153,100,185,378,103,1644,273.904438482909,-0.842605506883747,0.225219285834645,-3.7412671111229,0.000183094795810908,0.0327378124251447,"T1vsT2"
"873","Acerv_evm.model.Segkk4047_pilon.16","GO:0070403",0.00470461115789769,0.999895223321753,2,5,"NAD+ binding","MF",366,681,959,836,624,223,3601,1127,345,202,446,344,88,1962,752.00053670691,-2.12974089597568,0.566738524952983,-3.75788975374908,0.000171352341581785,0.0166580270993647,"CvsT2"
"874","Acerv_evm.model.Segkk4047_pilon.16","GO:0070403",0.00470461115789769,0.999895223321753,2,5,"NAD+ binding","MF",366,681,959,836,624,223,3601,1127,345,202,446,344,88,1962,752.00053670691,2.50404997439413,0.568759443858028,4.40265212549013,1.06935557816693e-05,0.0278460192554669,"T2vsT3"
"875","Acerv_evm.model.Segkk4047_pilon.16","GO:0070403",0.00470461115789769,0.999895223321753,2,5,"NAD+ binding","MF",366,681,959,836,624,223,3601,1127,345,202,446,344,88,1962,752.00053670691,-2.78206120380723,0.63666983284462,-4.36970790869276,1.24412838260195e-05,0.00990928733289509,"T1vsT2"
"888","Acerv_evm.model.Segkk4113_pilon.15","GO:0001595",0.0227822725079843,1,1,1,"angiotensin receptor activity","MF",227,306,367,298,464,93,276,131,73,47,139,248,54,1041,190.069276739747,-1.72074602774085,0.454814926779105,-3.7833983152813,0.000154701543096924,0.0311013549908585,"T1vsT2"
"899","Acerv_evm.model.Segkk4124_pilon.10","GO:0098821",0.0317126921183667,1,1,1,"BMP receptor activity","MF",84,36,34,59,73,134,65,33,0,199,25,113,63,342,81.1219958015919,-3.77973582656705,0.911097229434392,-4.14855374866358,3.34582297625753e-05,0.0073530919127924,"CvsT1"
"902","Acerv_evm.model.Segkk4124_pilon.10","GO:0005025",0.0317126921183667,1,1,1,"transforming growth factor beta receptor activity, type I","MF",84,36,34,59,73,134,65,33,0,199,25,113,63,342,81.1219958015919,-3.77973582656705,0.911097229434392,-4.14855374866358,3.34582297625753e-05,0.0073530919127924,"CvsT1"
"904","Acerv_evm.model.Segkk4124_pilon.10","GO:0016361",0.0317126921183667,1,1,1,"activin receptor activity, type I","MF",84,36,34,59,73,134,65,33,0,199,25,113,63,342,81.1219958015919,-3.77973582656705,0.911097229434392,-4.14855374866358,3.34582297625753e-05,0.0073530919127924,"CvsT1"
"905","Acerv_evm.model.Segkk4124_pilon.10","GO:0034711",0.0317126921183667,1,1,1,"inhibin binding","MF",84,36,34,59,73,134,65,33,0,199,25,113,63,342,81.1219958015919,-3.77973582656705,0.911097229434392,-4.14855374866358,3.34582297625753e-05,0.0073530919127924,"CvsT1"
"908","Acerv_evm.model.Segkk4124_pilon.2","GO:0047464",0.0214092873098645,1,1,1,"heparosan-N-sulfate-glucuronate 5-epimerase activity","MF",1193,3689,1317,860,971,1557,444,3545,700,2695,294,1522,1031,2088,1423.32223530085,2.06637111331873,0.527747458019971,3.91545441274401,9.02340940136871e-05,0.0230920816245462,"T1vsT2"
"909","Acerv_evm.model.Segkk4124_pilon.2","GO:0050379",0.0214092873098645,1,1,1,"UDP-glucuronate 5'-epimerase activity","MF",1193,3689,1317,860,971,1557,444,3545,700,2695,294,1522,1031,2088,1423.32223530085,2.06637111331873,0.527747458019971,3.91545441274401,9.02340940136871e-05,0.0230920816245462,"T1vsT2"
"915","Acerv_evm.model.Segkk4124_pilon.3","GO:0050501",0.0211539661125585,1,1,1,"hyaluronan synthase activity","MF",1799,4846,1605,1047,1350,1804,608,3592,774,3152,354,1716,1127,3327,1690.29097894504,1.96437116005791,0.483641614844303,4.06162559169003,4.87321895872157e-05,0.0174525790656564,"T1vsT2"
"925","Acerv_evm.model.Segkk4124_pilon.3","GO:0004415",0.0480801234315449,0.999410503031134,1,2,"hyalurononglucosaminidase activity","MF",1799,4846,1605,1047,1350,1804,608,3592,774,3152,354,1716,1127,3327,1690.29097894504,1.96437116005791,0.483641614844303,4.06162559169003,4.87321895872157e-05,0.0174525790656564,"T1vsT2"
"928","Acerv_evm.model.Segkk4302_pilon.1","GO:0003690",0.00415861816436389,0.999722425071719,3,15,"double-stranded DNA binding","MF",110,269,168,63,76,104,47,351,100,169,27,114,71,239,115.764502155384,1.63882380292666,0.438993379033324,3.73314013649909,0.000189107309285579,0.0327378124251447,"T1vsT2"
"932","Acerv_evm.model.Segkk4318_pilon.2","GO:0030234",0.0341028059132467,0.9971907430988,2,13,"enzyme regulator activity","MF",38,26,39,35,60,23,47,54,20,15,31,39,13,1011,33.2094659588047,-1.37468927353532,0.376087078402534,-3.65524197048844,0.000256939520777674,0.0221237162604853,"CvsT2"
"943","Acerv_evm.model.Segkk4318_pilon.2","GO:0032555",0.00456640473149219,0.999899857364956,2,5,"purine ribonucleotide binding","MF",38,26,39,35,60,23,47,54,20,15,31,39,13,1011,33.2094659588047,-1.37468927353532,0.376087078402534,-3.65524197048844,0.000256939520777674,0.0221237162604853,"CvsT2"
"966","Acerv_evm.model.Segkk454_pilon.2","GO:0071164",0.0346685412431733,1,1,1,"RNA trimethylguanosine synthase activity","MF",297,582,334,231,189,427,94,455,195,933,102,398,267,178,364.692702804814,2.29331722006174,0.523932945259204,4.37711970742206,1.20257933546359e-05,0.00990928733289509,"T1vsT2"
"967","Acerv_evm.model.Segkk454_pilon.2","GO:0071164",0.0346685412431733,1,1,1,"RNA trimethylguanosine synthase activity","MF",297,582,334,231,189,427,94,455,195,933,102,398,267,178,364.692702804814,-2.09032509927881,0.520588406037635,-4.01531243307729,5.93670970466532e-05,0.0114199558382722,"CvsT1"
"976","Acerv_evm.model.Segkk68_pilon.68","GO:0030366",0.0238797721885053,1,1,1,"molybdopterin synthase activity","MF",600,1037,623,906,1166,714,1340,862,158,516,858,2114,480,894,875.655446194534,-1.780302178713,0.432965055864829,-4.11188421466698,3.92443112132329e-05,0.00529563906983341,"CvsT2"
"981","Acerv_evm.model.Segkk893_pilon.2","GO:0003723",0.0264883518621786,0.991358113452853,7,122,"RNA binding","MF",265,423,381,227,444,235,281,380,180,143,208,431,132,966,271.500713463636,-0.760589572213085,0.198439990004669,-3.832844237672,0.000126670163595522,0.013316569175199,"CvsT2"
"984","Acerv_evm.model.Segkk984_pilon.10","GO:0045294",0.0487087525796024,0.999394789047504,1,2,"alpha-catenin binding","MF",124,327,254,73,90,104,81,381,63,129,33,98,51,689,115.514816285691,1.21725619198378,0.290528783792692,4.18979550354073,2.79205963374165e-05,0.00631075278716456,"CvsT4"
"985","Acerv_evm.model.Segkk984_pilon.10","GO:0045294",0.0487087525796024,0.999394789047504,1,2,"alpha-catenin binding","MF",124,327,254,73,90,104,81,381,63,129,33,98,51,689,115.514816285691,0.941687850940453,0.266052673053667,3.53947900666459,0.000400917656744912,0.0297106273330389,"CvsT2"
"986","Acerv_evm.model.Segkk984_pilon.10","GO:0070097",0.0261977708110464,1,1,1,"delta-catenin binding","MF",124,327,254,73,90,104,81,381,63,129,33,98,51,689,115.514816285691,1.21725619198378,0.290528783792692,4.18979550354073,2.79205963374165e-05,0.00631075278716456,"CvsT4"
"987","Acerv_evm.model.Segkk984_pilon.10","GO:0070097",0.0261977708110464,1,1,1,"delta-catenin binding","MF",124,327,254,73,90,104,81,381,63,129,33,98,51,689,115.514816285691,0.941687850940453,0.266052673053667,3.53947900666459,0.000400917656744912,0.0297106273330389,"CvsT2"
"988","Acerv_evm.model.Segkk984_pilon.10","GO:0005001",0.0261977708110464,1,1,1,"transmembrane receptor protein tyrosine phosphatase activity","MF",124,327,254,73,90,104,81,381,63,129,33,98,51,689,115.514816285691,1.21725619198378,0.290528783792692,4.18979550354073,2.79205963374165e-05,0.00631075278716456,"CvsT4"
"989","Acerv_evm.model.Segkk984_pilon.10","GO:0005001",0.0261977708110464,1,1,1,"transmembrane receptor protein tyrosine phosphatase activity","MF",124,327,254,73,90,104,81,381,63,129,33,98,51,689,115.514816285691,0.941687850940453,0.266052673053667,3.53947900666459,0.000400917656744912,0.0297106273330389,"CvsT2"
"993","Acerv_evm.model.Segkk999_pilon.5","GO:0003723",0.0264883518621786,0.991358113452853,7,122,"RNA binding","MF",71,97,61,103,82,67,48,53,49,61,48,136,51,843,73.9053786496837,-1.40790065526919,0.375509720527707,-3.74930548612872,0.000177324973879759,0.016896258873063,"CvsT2"
