,gene_id,category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,X19_T33_Ac_WK,X25_ctl1_Ac_GF_1,X27_ctl2_Ac_YG_1,X31_T22_Ac_UV,X35_T43_Ac_MT,X37_T13_Ac_ML,X38_T23_Ac_IN,X41_ctl3_Ac_RN_1,X47_T31_Ac_JB,X52_T11_Ac_II,X53_T21_Ac_NH,X54_T42_Ac_JQ,X57_T32_Ac_NM,length,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Treatment_Compare
687,Acerv_evm.model.Segkk3419_pilon.10,GO:0005381,0.029949103,1,1,1,iron ion transmembrane transporter activity,MF,24,14,10,16,33,13,12,0,8,27,12,27,13,444,17.57594531,-2.277502973,0.669656668,-3.401000961,0.000671396,0.043986163,CvsT2
474,Acerv_evm.model.Segkk2935_pilon.2,GO:0006269,0.044497493,0.999496022,1,2,"DNA replication, synthesis of RNA primer",BP,22,12,12,22,57,21,58,13,26,15,11,27,13,837,25.60082764,-2.274624131,0.561088428,-4.053949464,5.04E-05,0.011105016,CvsT3
477,Acerv_evm.model.Segkk2935_pilon.2,GO:0006606,0.010483073,0.998987738,3,19,protein import into nucleus,BP,22,12,12,22,57,21,58,13,26,15,11,27,13,837,25.60082764,-2.274624131,0.561088428,-4.053949464,5.04E-05,0.011105016,CvsT3
480,Acerv_evm.model.Segkk2935_pilon.2,GO:0005658,0.044497493,0.999496022,1,2,alpha DNA polymerase:primase complex,CC,22,12,12,22,57,21,58,13,26,15,11,27,13,837,25.60082764,-2.274624131,0.561088428,-4.053949464,5.04E-05,0.011105016,CvsT3
428,Acerv_evm.model.Segkk2725_pilon.8,GO:0010951,0.003187129,0.999949918,2,4,negative regulation of endopeptidase activity,BP,37,14,35,26,52,23,42,11,26,37,28,62,9,3309,32.40558954,-2.164869116,0.470308142,-4.603086622,4.16E-06,0.000940886,CvsT2
431,Acerv_evm.model.Segkk2725_pilon.8,GO:0010466,0.045201483,0.999479759,1,2,negative regulation of peptidase activity,BP,37,14,35,26,52,23,42,11,26,37,28,62,9,3309,32.40558954,-2.164869116,0.470308142,-4.603086622,4.16E-06,0.000940886,CvsT2
332,Acerv_evm.model.Segkk223_pilon.4,GO:0032456,0.013229814,0.99939885,2,8,endocytic recycling,BP,84,22,77,76,119,54,105,38,68,86,45,100,33,2742,74.9843103,-2.143028793,0.429306296,-4.991841052,5.98E-07,0.000200263,CvsT2
336,Acerv_evm.model.Segkk223_pilon.4,GO:0016247,0.021364539,1,1,1,channel regulator activity,MF,84,22,77,76,119,54,105,38,68,86,45,100,33,2742,74.9843103,-2.143028793,0.429306296,-4.991841052,5.98E-07,0.000200263,CvsT2
340,Acerv_evm.model.Segkk223_pilon.4,GO:1903772,0.021364539,1,1,1,regulation of viral budding via host ESCRT complex,BP,84,22,77,76,119,54,105,38,68,86,45,100,33,2742,74.9843103,-2.143028793,0.429306296,-4.991841052,5.98E-07,0.000200263,CvsT2
344,Acerv_evm.model.Segkk223_pilon.4,GO:0047485,0.010487785,0.998975683,3,21,protein N-terminus binding,MF,84,22,77,76,119,54,105,38,68,86,45,100,33,2742,74.9843103,-2.143028793,0.429306296,-4.991841052,5.98E-07,0.000200263,CvsT2
348,Acerv_evm.model.Segkk223_pilon.4,GO:0071985,0.021364539,1,1,1,multivesicular body sorting pathway,BP,84,22,77,76,119,54,105,38,68,86,45,100,33,2742,74.9843103,-2.143028793,0.429306296,-4.991841052,5.98E-07,0.000200263,CvsT2
352,Acerv_evm.model.Segkk223_pilon.4,GO:0000814,0.043509597,0.999518399,1,2,ESCRT II complex,CC,84,22,77,76,119,54,105,38,68,86,45,100,33,2742,74.9843103,-2.143028793,0.429306296,-4.991841052,5.98E-07,0.000200263,CvsT2
356,Acerv_evm.model.Segkk223_pilon.4,GO:0043328,0.043509597,0.999518399,1,2,protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,BP,84,22,77,76,119,54,105,38,68,86,45,100,33,2742,74.9843103,-2.143028793,0.429306296,-4.991841052,5.98E-07,0.000200263,CvsT2
861,Acerv_evm.model.Segkk4047_pilon.16,GO:0060336,0.043761092,0.999512751,1,2,negative regulation of interferon-gamma-mediated signaling pathway,BP,366,681,959,836,624,223,3601,1127,345,202,446,344,88,1962,752.0005367,-2.129740896,0.566738525,-3.757889754,0.000171352,0.016658027,CvsT2
864,Acerv_evm.model.Segkk4047_pilon.16,GO:1902216,0.043761092,0.999512751,1,2,positive regulation of interleukin-4-mediated signaling pathway,BP,366,681,959,836,624,223,3601,1127,345,202,446,344,88,1962,752.0005367,-2.129740896,0.566738525,-3.757889754,0.000171352,0.016658027,CvsT2
867,Acerv_evm.model.Segkk4047_pilon.16,GO:0010847,0.042406086,0.99954278,1,2,regulation of chromatin assembly,BP,366,681,959,836,624,223,3601,1127,345,202,446,344,88,1962,752.0005367,-2.129740896,0.566738525,-3.757889754,0.000171352,0.016658027,CvsT2
870,Acerv_evm.model.Segkk4047_pilon.16,GO:0019985,0.042364837,0.999543679,1,2,translesion synthesis,BP,366,681,959,836,624,223,3601,1127,345,202,446,344,88,1962,752.0005367,-2.129740896,0.566738525,-3.757889754,0.000171352,0.016658027,CvsT2
873,Acerv_evm.model.Segkk4047_pilon.16,GO:0070403,0.004704611,0.999895223,2,5,NAD+ binding,MF,366,681,959,836,624,223,3601,1127,345,202,446,344,88,1962,752.0005367,-2.129740896,0.566738525,-3.757889754,0.000171352,0.016658027,CvsT2
876,Acerv_evm.model.Segkk4047_pilon.16,GO:0010629,0.036726776,0.991764584,4,54,negative regulation of gene expression,BP,366,681,959,836,624,223,3601,1127,345,202,446,344,88,1962,752.0005367,-2.129740896,0.566738525,-3.757889754,0.000171352,0.016658027,CvsT2
879,Acerv_evm.model.Segkk4047_pilon.16,GO:0032088,0.015181716,0.99829108,3,22,negative regulation of NF-kappaB transcription factor activity,BP,366,681,959,836,624,223,3601,1127,345,202,446,344,88,1962,752.0005367,-2.129740896,0.566738525,-3.757889754,0.000171352,0.016658027,CvsT2
882,Acerv_evm.model.Segkk4047_pilon.16,GO:0042531,0.042744181,0.999535379,1,2,positive regulation of tyrosine phosphorylation of STAT protein,BP,366,681,959,836,624,223,3601,1127,345,202,446,344,88,1962,752.0005367,-2.129740896,0.566738525,-3.757889754,0.000171352,0.016658027,CvsT2
885,Acerv_evm.model.Segkk4047_pilon.16,GO:0005794,0.03647959,0.986181142,8,161,Golgi apparatus,CC,366,681,959,836,624,223,3601,1127,345,202,446,344,88,1962,752.0005367,-2.129740896,0.566738525,-3.757889754,0.000171352,0.016658027,CvsT2
532,Acerv_evm.model.Segkk3096_pilon.7,GO:0003690,0.004158618,0.999722425,3,15,double-stranded DNA binding,MF,25,9,16,11,19,13,17,8,8,21,11,15,9,2016,15.06541755,-2.129694522,0.531344363,-4.008124807,6.12E-05,0.011527798,CvsT1
333,Acerv_evm.model.Segkk223_pilon.4,GO:0032456,0.013229814,0.99939885,2,8,endocytic recycling,BP,84,22,77,76,119,54,105,38,68,86,45,100,33,2742,74.9843103,-2.106918486,0.47873946,-4.400971016,1.08E-05,0.003247754,CvsT1
337,Acerv_evm.model.Segkk223_pilon.4,GO:0016247,0.021364539,1,1,1,channel regulator activity,MF,84,22,77,76,119,54,105,38,68,86,45,100,33,2742,74.9843103,-2.106918486,0.47873946,-4.400971016,1.08E-05,0.003247754,CvsT1
341,Acerv_evm.model.Segkk223_pilon.4,GO:1903772,0.021364539,1,1,1,regulation of viral budding via host ESCRT complex,BP,84,22,77,76,119,54,105,38,68,86,45,100,33,2742,74.9843103,-2.106918486,0.47873946,-4.400971016,1.08E-05,0.003247754,CvsT1
345,Acerv_evm.model.Segkk223_pilon.4,GO:0047485,0.010487785,0.998975683,3,21,protein N-terminus binding,MF,84,22,77,76,119,54,105,38,68,86,45,100,33,2742,74.9843103,-2.106918486,0.47873946,-4.400971016,1.08E-05,0.003247754,CvsT1
349,Acerv_evm.model.Segkk223_pilon.4,GO:0071985,0.021364539,1,1,1,multivesicular body sorting pathway,BP,84,22,77,76,119,54,105,38,68,86,45,100,33,2742,74.9843103,-2.106918486,0.47873946,-4.400971016,1.08E-05,0.003247754,CvsT1
353,Acerv_evm.model.Segkk223_pilon.4,GO:0000814,0.043509597,0.999518399,1,2,ESCRT II complex,CC,84,22,77,76,119,54,105,38,68,86,45,100,33,2742,74.9843103,-2.106918486,0.47873946,-4.400971016,1.08E-05,0.003247754,CvsT1
357,Acerv_evm.model.Segkk223_pilon.4,GO:0043328,0.043509597,0.999518399,1,2,protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,BP,84,22,77,76,119,54,105,38,68,86,45,100,33,2742,74.9843103,-2.106918486,0.47873946,-4.400971016,1.08E-05,0.003247754,CvsT1
427,Acerv_evm.model.Segkk2725_pilon.8,GO:0010951,0.003187129,0.999949918,2,4,negative regulation of endopeptidase activity,BP,37,14,35,26,52,23,42,11,26,37,28,62,9,3309,32.40558954,-2.09188726,0.52405875,-3.991703716,6.56E-05,0.011629261,CvsT1
430,Acerv_evm.model.Segkk2725_pilon.8,GO:0010466,0.045201483,0.999479759,1,2,negative regulation of peptidase activity,BP,37,14,35,26,52,23,42,11,26,37,28,62,9,3309,32.40558954,-2.09188726,0.52405875,-3.991703716,6.56E-05,0.011629261,CvsT1
965,Acerv_evm.model.Segkk454_pilon.2,GO:0036261,0.034668541,1,1,1,7-methylguanosine cap hypermethylation,BP,297,582,334,231,189,427,94,455,195,933,102,398,267,178,364.6927028,-2.090325099,0.520588406,-4.015312433,5.94E-05,0.011419956,CvsT1
967,Acerv_evm.model.Segkk454_pilon.2,GO:0071164,0.034668541,1,1,1,RNA trimethylguanosine synthase activity,MF,297,582,334,231,189,427,94,455,195,933,102,398,267,178,364.6927028,-2.090325099,0.520588406,-4.015312433,5.94E-05,0.011419956,CvsT1
969,Acerv_evm.model.Segkk454_pilon.2,GO:0009452,0.034668541,1,1,1,7-methylguanosine RNA capping,BP,297,582,334,231,189,427,94,455,195,933,102,398,267,178,364.6927028,-2.090325099,0.520588406,-4.015312433,5.94E-05,0.011419956,CvsT1
429,Acerv_evm.model.Segkk2725_pilon.8,GO:0010951,0.003187129,0.999949918,2,4,negative regulation of endopeptidase activity,BP,37,14,35,26,52,23,42,11,26,37,28,62,9,3309,32.40558954,-2.081832918,0.508348423,-4.09528745,4.22E-05,0.00796593,CvsT4
432,Acerv_evm.model.Segkk2725_pilon.8,GO:0010466,0.045201483,0.999479759,1,2,negative regulation of peptidase activity,BP,37,14,35,26,52,23,42,11,26,37,28,62,9,3309,32.40558954,-2.081832918,0.508348423,-4.09528745,4.22E-05,0.00796593,CvsT4
855,Acerv_evm.model.Segkk3903_pilon.2,GO:0004089,0.045886458,0.999463681,1,2,carbonate dehydratase activity,MF,2554,3990,6951,2964,3310,1557,10419,3243,1586,861,2198,3706,978,783,3234.709593,-1.998539758,0.492322926,-4.059408272,4.92E-05,0.017452579,T1vsT2
377,Acerv_evm.model.Segkk2518_pilon.2,GO:0032299,0.023264949,1,1,1,ribonuclease H2 complex,CC,46,59,78,114,151,78,48,54,18,98,97,163,46,969,85.33919043,-1.989399563,0.475137023,-4.187001779,2.83E-05,0.00425927,CvsT2
54,Acerv_evm.model.Segkk1656_pilon.3,GO:0042274,0.024073989,1,1,1,ribosomal small subunit biogenesis,BP,144,40,66,98,185,54,48,49,16,22,69,117,18,873,68.56599556,-1.981837003,0.561294062,-3.530835506,0.000414249,0.030449006,CvsT2
378,Acerv_evm.model.Segkk2518_pilon.2,GO:0032299,0.023264949,1,1,1,ribonuclease H2 complex,CC,46,59,78,114,151,78,48,54,18,98,97,163,46,969,85.33919043,-1.965494875,0.530498319,-3.704997366,0.000211393,0.028957628,CvsT1
422,Acerv_evm.model.Segkk2634_pilon.20,GO:0016034,0.022991107,1,1,1,maleylacetoacetate isomerase activity,MF,153,192,159,98,120,134,43,77,40,246,62,144,70,1008,120.2041361,-1.950081226,0.490354972,-3.976876628,6.98E-05,0.011902611,CvsT1
47,Acerv_evm.model.Segkk1575_pilon.7,GO:0010154,0.021410748,1,1,1,fruit development,BP,18,22,9,24,42,15,19,8,12,14,11,20,10,1956,17.87071161,-1.945563206,0.494905872,-3.93117826,8.45E-05,0.009435072,CvsT2
48,Acerv_evm.model.Segkk1575_pilon.7,GO:0048827,0.021410748,1,1,1,phyllome development,BP,18,22,9,24,42,15,19,8,12,14,11,20,10,1956,17.87071161,-1.945563206,0.494905872,-3.93117826,8.45E-05,0.009435072,CvsT2
49,Acerv_evm.model.Segkk1575_pilon.7,GO:0008180,0.032416611,0.997430553,2,12,COP9 signalosome,CC,18,22,9,24,42,15,19,8,12,14,11,20,10,1956,17.87071161,-1.945563206,0.494905872,-3.93117826,8.45E-05,0.009435072,CvsT2
1,Acerv_evm.model.Segkk1022_pilon.1,GO:0036477,0.011094153,0.99830493,4,36,somatodendritic compartment,CC,26,8,13,23,48,12,17,7,9,14,10,23,6,2385,16.754313,-1.925826755,0.529597611,-3.636396224,0.000276479,0.045581587,CvsT3
4,Acerv_evm.model.Segkk1022_pilon.1,GO:0050804,0.045280817,0.991976703,3,35,modulation of chemical synaptic transmission,BP,26,8,13,23,48,12,17,7,9,14,10,23,6,2385,16.754313,-1.925826755,0.529597611,-3.636396224,0.000276479,0.045581587,CvsT3
7,Acerv_evm.model.Segkk1022_pilon.1,GO:0042391,0.003613918,0.999457703,5,44,regulation of membrane potential,BP,26,8,13,23,48,12,17,7,9,14,10,23,6,2385,16.754313,-1.925826755,0.529597611,-3.636396224,0.000276479,0.045581587,CvsT3
10,Acerv_evm.model.Segkk1022_pilon.1,GO:0010647,0.022565333,0.998571475,2,10,positive regulation of cell communication,BP,26,8,13,23,48,12,17,7,9,14,10,23,6,2385,16.754313,-1.925826755,0.529597611,-3.636396224,0.000276479,0.045581587,CvsT3
13,Acerv_evm.model.Segkk1022_pilon.1,GO:1901698,0.021406369,1,1,1,response to nitrogen compound,BP,26,8,13,23,48,12,17,7,9,14,10,23,6,2385,16.754313,-1.925826755,0.529597611,-3.636396224,0.000276479,0.045581587,CvsT3
16,Acerv_evm.model.Segkk1022_pilon.1,GO:0098793,0.00534615,0.999116134,5,47,presynapse,CC,26,8,13,23,48,12,17,7,9,14,10,23,6,2385,16.754313,-1.925826755,0.529597611,-3.636396224,0.000276479,0.045581587,CvsT3
19,Acerv_evm.model.Segkk1022_pilon.1,GO:0007611,0.016329401,0.998095676,3,24,learning or memory,BP,26,8,13,23,48,12,17,7,9,14,10,23,6,2385,16.754313,-1.925826755,0.529597611,-3.636396224,0.000276479,0.045581587,CvsT3
22,Acerv_evm.model.Segkk1022_pilon.1,GO:0023056,0.038646019,0.996592363,2,13,positive regulation of signaling,BP,26,8,13,23,48,12,17,7,9,14,10,23,6,2385,16.754313,-1.925826755,0.529597611,-3.636396224,0.000276479,0.045581587,CvsT3
25,Acerv_evm.model.Segkk1022_pilon.1,GO:0001818,0.045218401,0.992004936,3,34,negative regulation of cytokine production,BP,26,8,13,23,48,12,17,7,9,14,10,23,6,2385,16.754313,-1.925826755,0.529597611,-3.636396224,0.000276479,0.045581587,CvsT3
611,Acerv_evm.model.Segkk3209_pilon.7,GO:0060333,0.023448705,1,1,1,interferon-gamma-mediated signaling pathway,BP,58,21,34,32,45,28,31,19,29,13,26,53,17,945,32.35072136,-1.907713729,0.362800964,-5.258292895,1.45E-07,6.92E-05,CvsT3
614,Acerv_evm.model.Segkk3209_pilon.7,GO:0045944,0.034163324,0.987224451,8,159,positive regulation of transcription by RNA polymerase II,BP,58,21,34,32,45,28,31,19,29,13,26,53,17,945,32.35072136,-1.907713729,0.362800964,-5.258292895,1.45E-07,6.92E-05,CvsT3
617,Acerv_evm.model.Segkk3209_pilon.7,GO:0051607,0.010345631,0.999005857,3,19,defense response to virus,BP,58,21,34,32,45,28,31,19,29,13,26,53,17,945,32.35072136,-1.907713729,0.362800964,-5.258292895,1.45E-07,6.92E-05,CvsT3
620,Acerv_evm.model.Segkk3209_pilon.7,GO:0045590,0.023448705,1,1,1,negative regulation of regulatory T cell differentiation,BP,58,21,34,32,45,28,31,19,29,13,26,53,17,945,32.35072136,-1.907713729,0.362800964,-5.258292895,1.45E-07,6.92E-05,CvsT3
623,Acerv_evm.model.Segkk3209_pilon.7,GO:0032728,0.007466085,0.999788633,2,5,positive regulation of interferon-beta production,BP,58,21,34,32,45,28,31,19,29,13,26,53,17,945,32.35072136,-1.907713729,0.362800964,-5.258292895,1.45E-07,6.92E-05,CvsT3
626,Acerv_evm.model.Segkk3209_pilon.7,GO:0034124,0.023448705,1,1,1,regulation of MyD88-dependent toll-like receptor signaling pathway,BP,58,21,34,32,45,28,31,19,29,13,26,53,17,945,32.35072136,-1.907713729,0.362800964,-5.258292895,1.45E-07,6.92E-05,CvsT3
629,Acerv_evm.model.Segkk3209_pilon.7,GO:0006915,0.032676852,0.994962807,3,29,apoptotic process,BP,58,21,34,32,45,28,31,19,29,13,26,53,17,945,32.35072136,-1.907713729,0.362800964,-5.258292895,1.45E-07,6.92E-05,CvsT3
334,Acerv_evm.model.Segkk223_pilon.4,GO:0032456,0.013229814,0.99939885,2,8,endocytic recycling,BP,84,22,77,76,119,54,105,38,68,86,45,100,33,2742,74.9843103,-1.907117848,0.432548482,-4.4090268,1.04E-05,0.003129276,CvsT3
338,Acerv_evm.model.Segkk223_pilon.4,GO:0016247,0.021364539,1,1,1,channel regulator activity,MF,84,22,77,76,119,54,105,38,68,86,45,100,33,2742,74.9843103,-1.907117848,0.432548482,-4.4090268,1.04E-05,0.003129276,CvsT3
342,Acerv_evm.model.Segkk223_pilon.4,GO:1903772,0.021364539,1,1,1,regulation of viral budding via host ESCRT complex,BP,84,22,77,76,119,54,105,38,68,86,45,100,33,2742,74.9843103,-1.907117848,0.432548482,-4.4090268,1.04E-05,0.003129276,CvsT3
346,Acerv_evm.model.Segkk223_pilon.4,GO:0047485,0.010487785,0.998975683,3,21,protein N-terminus binding,MF,84,22,77,76,119,54,105,38,68,86,45,100,33,2742,74.9843103,-1.907117848,0.432548482,-4.4090268,1.04E-05,0.003129276,CvsT3
350,Acerv_evm.model.Segkk223_pilon.4,GO:0071985,0.021364539,1,1,1,multivesicular body sorting pathway,BP,84,22,77,76,119,54,105,38,68,86,45,100,33,2742,74.9843103,-1.907117848,0.432548482,-4.4090268,1.04E-05,0.003129276,CvsT3
354,Acerv_evm.model.Segkk223_pilon.4,GO:0000814,0.043509597,0.999518399,1,2,ESCRT II complex,CC,84,22,77,76,119,54,105,38,68,86,45,100,33,2742,74.9843103,-1.907117848,0.432548482,-4.4090268,1.04E-05,0.003129276,CvsT3
358,Acerv_evm.model.Segkk223_pilon.4,GO:0043328,0.043509597,0.999518399,1,2,protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,BP,84,22,77,76,119,54,105,38,68,86,45,100,33,2742,74.9843103,-1.907117848,0.432548482,-4.4090268,1.04E-05,0.003129276,CvsT3
363,Acerv_evm.model.Segkk2370_pilon.2,GO:0008254,0.026805507,1,1,1,3'-nucleotidase activity,MF,38,21,16,30,38,18,24,16,20,27,10,49,13,645,25.2888476,-1.870808456,0.405920511,-4.608804945,4.05E-06,0.001307684,CvsT4
367,Acerv_evm.model.Segkk2370_pilon.2,GO:0052834,0.026805507,1,1,1,inositol monophosphate phosphatase activity,MF,38,21,16,30,38,18,24,16,20,27,10,49,13,645,25.2888476,-1.870808456,0.405920511,-4.608804945,4.05E-06,0.001307684,CvsT4
371,Acerv_evm.model.Segkk2370_pilon.2,GO:0097657,0.026805507,1,1,1,"3',5'-nucleotide bisphosphate phosphatase activity",MF,38,21,16,30,38,18,24,16,20,27,10,49,13,645,25.2888476,-1.870808456,0.405920511,-4.608804945,4.05E-06,0.001307684,CvsT4
375,Acerv_evm.model.Segkk2370_pilon.2,GO:0002063,0.017488452,0.999053449,2,9,chondrocyte development,BP,38,21,16,30,38,18,24,16,20,27,10,49,13,645,25.2888476,-1.870808456,0.405920511,-4.608804945,4.05E-06,0.001307684,CvsT4
376,Acerv_evm.model.Segkk2518_pilon.2,GO:0032299,0.023264949,1,1,1,ribonuclease H2 complex,CC,46,59,78,114,151,78,48,54,18,98,97,163,46,969,85.33919043,-1.867803479,0.525617177,-3.553543454,0.000380078,0.047726234,CvsT4
361,Acerv_evm.model.Segkk2370_pilon.2,GO:0008254,0.026805507,1,1,1,3'-nucleotidase activity,MF,38,21,16,30,38,18,24,16,20,27,10,49,13,645,25.2888476,-1.864251553,0.391055011,-4.767236072,1.87E-06,0.000675437,CvsT3
365,Acerv_evm.model.Segkk2370_pilon.2,GO:0052834,0.026805507,1,1,1,inositol monophosphate phosphatase activity,MF,38,21,16,30,38,18,24,16,20,27,10,49,13,645,25.2888476,-1.864251553,0.391055011,-4.767236072,1.87E-06,0.000675437,CvsT3
369,Acerv_evm.model.Segkk2370_pilon.2,GO:0097657,0.026805507,1,1,1,"3',5'-nucleotide bisphosphate phosphatase activity",MF,38,21,16,30,38,18,24,16,20,27,10,49,13,645,25.2888476,-1.864251553,0.391055011,-4.767236072,1.87E-06,0.000675437,CvsT3
373,Acerv_evm.model.Segkk2370_pilon.2,GO:0002063,0.017488452,0.999053449,2,9,chondrocyte development,BP,38,21,16,30,38,18,24,16,20,27,10,49,13,645,25.2888476,-1.864251553,0.391055011,-4.767236072,1.87E-06,0.000675437,CvsT3
360,Acerv_evm.model.Segkk2370_pilon.2,GO:0008254,0.026805507,1,1,1,3'-nucleotidase activity,MF,38,21,16,30,38,18,24,16,20,27,10,49,13,645,25.2888476,-1.85170704,0.432356082,-4.282828705,1.85E-05,0.004907944,CvsT1
364,Acerv_evm.model.Segkk2370_pilon.2,GO:0052834,0.026805507,1,1,1,inositol monophosphate phosphatase activity,MF,38,21,16,30,38,18,24,16,20,27,10,49,13,645,25.2888476,-1.85170704,0.432356082,-4.282828705,1.85E-05,0.004907944,CvsT1
368,Acerv_evm.model.Segkk2370_pilon.2,GO:0097657,0.026805507,1,1,1,"3',5'-nucleotide bisphosphate phosphatase activity",MF,38,21,16,30,38,18,24,16,20,27,10,49,13,645,25.2888476,-1.85170704,0.432356082,-4.282828705,1.85E-05,0.004907944,CvsT1
372,Acerv_evm.model.Segkk2370_pilon.2,GO:0002063,0.017488452,0.999053449,2,9,chondrocyte development,BP,38,21,16,30,38,18,24,16,20,27,10,49,13,645,25.2888476,-1.85170704,0.432356082,-4.282828705,1.85E-05,0.004907944,CvsT1
535,Acerv_evm.model.Segkk3158_pilon.3,GO:0009792,0.029388933,0.997790769,2,12,embryo development ending in birth or egg hatching,BP,14,13,15,21,33,17,18,12,16,17,11,29,11,855,18.51500511,-1.843570483,0.480869161,-3.833829726,0.000126163,0.0200113,CvsT1
538,Acerv_evm.model.Segkk3158_pilon.3,GO:0043657,0.042291183,0.999545281,1,2,host cell,CC,14,13,15,21,33,17,18,12,16,17,11,29,11,855,18.51500511,-1.843570483,0.480869161,-3.833829726,0.000126163,0.0200113,CvsT1
541,Acerv_evm.model.Segkk3158_pilon.3,GO:0048477,0.02890184,0.997910127,2,10,oogenesis,BP,14,13,15,21,33,17,18,12,16,17,11,29,11,855,18.51500511,-1.843570483,0.480869161,-3.833829726,0.000126163,0.0200113,CvsT1
544,Acerv_evm.model.Segkk3158_pilon.3,GO:0075732,0.049341815,0.99937875,1,2,viral penetration into host nucleus,BP,14,13,15,21,33,17,18,12,16,17,11,29,11,855,18.51500511,-1.843570483,0.480869161,-3.833829726,0.000126163,0.0200113,CvsT1
547,Acerv_evm.model.Segkk3158_pilon.3,GO:0006606,0.010483073,0.998987738,3,19,protein import into nucleus,BP,14,13,15,21,33,17,18,12,16,17,11,29,11,855,18.51500511,-1.843570483,0.480869161,-3.833829726,0.000126163,0.0200113,CvsT1
680,Acerv_evm.model.Segkk3395_pilon.4,GO:0003723,0.026488352,0.991358113,7,122,RNA binding,MF,74,63,50,79,161,76,112,91,73,99,43,163,29,3576,87.06023085,-1.842618737,0.396270742,-4.649898518,3.32E-06,0.001251042,CvsT1
525,Acerv_evm.model.Segkk3091_pilon.8,GO:0070925,0.013872272,0.999353701,2,8,organelle assembly,BP,3386,5867,7599,3683,5847,2287,11822,4923,2069,858,2456,4235,892,918,3969.373921,-1.831256115,0.511817679,-3.577946192,0.000346305,0.043619104,T1vsT2
526,Acerv_evm.model.Segkk3091_pilon.8,GO:0010875,0.001812239,0.999984883,2,3,positive regulation of cholesterol efflux,BP,3386,5867,7599,3683,5847,2287,11822,4923,2069,858,2456,4235,892,918,3969.373921,-1.831256115,0.511817679,-3.577946192,0.000346305,0.043619104,T1vsT2
527,Acerv_evm.model.Segkk3091_pilon.8,GO:0005770,0.037718377,0.993812216,3,32,late endosome,CC,3386,5867,7599,3683,5847,2287,11822,4923,2069,858,2456,4235,892,918,3969.373921,-1.831256115,0.511817679,-3.577946192,0.000346305,0.043619104,T1vsT2
528,Acerv_evm.model.Segkk3091_pilon.8,GO:0006638,0.023669888,1,1,1,neutral lipid metabolic process,BP,3386,5867,7599,3683,5847,2287,11822,4923,2069,858,2456,4235,892,918,3969.373921,-1.831256115,0.511817679,-3.577946192,0.000346305,0.043619104,T1vsT2
312,Acerv_evm.model.Segkk2117_pilon.21,GO:0001818,0.045218401,0.992004936,3,34,negative regulation of cytokine production,BP,45,30,17,32,61,27,40,28,26,18,24,44,16,351,32.34892208,-1.820670862,0.337522375,-5.394222721,6.88E-08,3.27E-05,CvsT2
315,Acerv_evm.model.Segkk2117_pilon.21,GO:0048585,0.029278108,0.995674373,3,29,negative regulation of response to stimulus,BP,45,30,17,32,61,27,40,28,26,18,24,44,16,351,32.34892208,-1.820670862,0.337522375,-5.394222721,6.88E-08,3.27E-05,CvsT2
331,Acerv_evm.model.Segkk223_pilon.4,GO:0032456,0.013229814,0.99939885,2,8,endocytic recycling,BP,84,22,77,76,119,54,105,38,68,86,45,100,33,2742,74.9843103,-1.81313044,0.473225559,-3.831429655,0.000127401,0.019991259,CvsT4
335,Acerv_evm.model.Segkk223_pilon.4,GO:0016247,0.021364539,1,1,1,channel regulator activity,MF,84,22,77,76,119,54,105,38,68,86,45,100,33,2742,74.9843103,-1.81313044,0.473225559,-3.831429655,0.000127401,0.019991259,CvsT4
339,Acerv_evm.model.Segkk223_pilon.4,GO:1903772,0.021364539,1,1,1,regulation of viral budding via host ESCRT complex,BP,84,22,77,76,119,54,105,38,68,86,45,100,33,2742,74.9843103,-1.81313044,0.473225559,-3.831429655,0.000127401,0.019991259,CvsT4
343,Acerv_evm.model.Segkk223_pilon.4,GO:0047485,0.010487785,0.998975683,3,21,protein N-terminus binding,MF,84,22,77,76,119,54,105,38,68,86,45,100,33,2742,74.9843103,-1.81313044,0.473225559,-3.831429655,0.000127401,0.019991259,CvsT4
347,Acerv_evm.model.Segkk223_pilon.4,GO:0071985,0.021364539,1,1,1,multivesicular body sorting pathway,BP,84,22,77,76,119,54,105,38,68,86,45,100,33,2742,74.9843103,-1.81313044,0.473225559,-3.831429655,0.000127401,0.019991259,CvsT4
351,Acerv_evm.model.Segkk223_pilon.4,GO:0000814,0.043509597,0.999518399,1,2,ESCRT II complex,CC,84,22,77,76,119,54,105,38,68,86,45,100,33,2742,74.9843103,-1.81313044,0.473225559,-3.831429655,0.000127401,0.019991259,CvsT4
355,Acerv_evm.model.Segkk223_pilon.4,GO:0043328,0.043509597,0.999518399,1,2,protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,BP,84,22,77,76,119,54,105,38,68,86,45,100,33,2742,74.9843103,-1.81313044,0.473225559,-3.831429655,0.000127401,0.019991259,CvsT4
