"","GO.IDs","gene_id","term","ontology","over_represented_pvalue","log2FoldChange","padj","Treatment_Compare","Species","Site","GO.Term","GO.Slim.Term","Cat"
"10446","GO:0016601","plut2.m8.9923","Rac protein signal transduction","BP",0.044921995,-0.955282539,0.044180526,"CvsHigh","P.lobata","Hawaii","Rac protein signal transduction","signal transduction","P"
"10871","GO:0017145","plut2.m8.11877","stem cell division","BP",0.034965361,-1.33614768,0.040333312,"CvsHigh","P.lobata","Hawaii","stem cell division","other biological processes","P"
"11011","GO:0018105","plut2.m8.32950","peptidyl-serine phosphorylation","BP",0.020122829,-2.105848127,0.00527347,"CvsHigh","P.lobata","Hawaii","peptidyl-serine phosphorylation","protein metabolism","P"
"11012","GO:0018105","plut2.m8.8613","peptidyl-serine phosphorylation","BP",0.020122829,-1.452190361,0.045435252,"CvsMid","P.lobata","Hawaii","peptidyl-serine phosphorylation","protein metabolism","P"
"11013","GO:0018105","jamg1.model.Sc0000051.45","peptidyl-serine phosphorylation","BP",0.020122829,0.635514209,0.035957066,"CvsMid","P.lobata","Hawaii","peptidyl-serine phosphorylation","protein metabolism","P"
"11014","GO:0018106","plut2.m8.21905","peptidyl-histidine phosphorylation","BP",0.011997458,1.362511909,0.000989128,"CvsMid","P.lobata","Hawaii","peptidyl-histidine phosphorylation","protein metabolism","P"
"11888","GO:0019050","plut2.m8.23282","suppression by virus of host apoptotic process","BP",0.007990254,2.417338797,0.018590007,"MidvsHigh","P.lobata","Hawaii","suppression by virus of host apoptosis","death","P"
"11889","GO:0019050","plut2.m8.23282","suppression by virus of host apoptotic process","BP",0.007990254,2.275753562,0.005611244,"CvsHigh","P.lobata","Hawaii","suppression by virus of host apoptosis","death","P"
"12293","GO:0019478","plut2.m8.33379","D-amino acid catabolic process","BP",0.010441829,-2.185855725,0.002447518,"CvsMid","P.lobata","Hawaii","D-amino acid catabolic process","other metabolic processes","P"
"12455","GO:0019646","plut2.m8.20873","aerobic electron transport chain","BP",0.011807868,-1.448735094,0.02418362,"CvsMid","P.lobata","Hawaii","aerobic electron transport chain","other metabolic processes","P"
"12456","GO:0019646","plut2.m8.20873","aerobic electron transport chain","BP",0.011807868,-1.465204765,0.019067049,"CvsHigh","P.lobata","Hawaii","aerobic electron transport chain","other metabolic processes","P"
"12805","GO:0021516","plut2.m8.33535","dorsal spinal cord development","BP",0.040894098,-1.20524184,0.000414935,"CvsHigh","P.lobata","Hawaii","dorsal spinal cord development","developmental processes","P"
"12836","GO:0021545","plut2.m8.32388","cranial nerve development","BP",0.043940851,1.583034924,3.35e-05,"CvsMid","P.lobata","Hawaii","cranial nerve development","developmental processes","P"
"12837","GO:0021545","plut2.m8.32388","cranial nerve development","BP",0.043940851,1.23335001,0.001564529,"CvsHigh","P.lobata","Hawaii","cranial nerve development","developmental processes","P"
"12922","GO:0021631","plut2.m8.7302","optic nerve morphogenesis","BP",0.0151344,1.145686845,0.01548172,"CvsHigh","P.lobata","Hawaii","optic nerve morphogenesis","developmental processes","P"
"13327","GO:0021952","plut2.m8.7302","central nervous system projection neuron axonogenesis","BP",0.024737015,1.145686845,0.01548172,"CvsHigh","P.lobata","Hawaii","central nervous system projection neuron axonogenesis","cell organization and biogenesis","P"
"13328","GO:0021952","plut2.m8.7302","central nervous system projection neuron axonogenesis","BP",0.024737015,1.145686845,0.01548172,"CvsHigh","P.lobata","Hawaii","central nervous system projection neuron axonogenesis","developmental processes","P"
"13399","GO:0021999","jamg1.model.Sc0000225.27","neural plate anterior/posterior regionalization","BP",0.02861052,-1.229896511,0.001063275,"CvsHigh","P.lobata","Hawaii","neural plate anterioposterior pattern formation","developmental processes","P"
"13581","GO:0030003","plut2.m8.21315","cellular cation homeostasis","BP",0.015492494,0.86326496,0.045253115,"CvsHigh","P.lobata","Hawaii","cellular cation homeostasis","other biological processes","P"
"13603","GO:0030032","plut2.m8.9923","lamellipodium assembly","BP",0.008254256,-0.955282539,0.044180526,"CvsHigh","P.lobata","Hawaii","lamellipodium assembly","cell organization and biogenesis","P"
"13604","GO:0030032","plut2.m8.1011","lamellipodium assembly","BP",0.008254256,-1.080374428,0.010504116,"CvsHigh","P.lobata","Hawaii","lamellipodium assembly","cell organization and biogenesis","P"
"13894","GO:0030324","jamg1.model.Sc0000654.3","lung development","BP",0.01541899,-1.931220689,0.001544453,"CvsMid","P.lobata","Hawaii","lung development","developmental processes","P"
"13895","GO:0030324","plut2.m8.3544","lung development","BP",0.01541899,-1.012999715,0.000558155,"CvsHigh","P.lobata","Hawaii","lung development","developmental processes","P"
"13896","GO:0030324","plut2.m8.20146","lung development","BP",0.01541899,-2.414284833,1.51e-08,"CvsHigh","P.lobata","Hawaii","lung development","developmental processes","P"
"13897","GO:0030324","plut2.m8.20146","lung development","BP",0.01541899,-2.322847798,9.76e-08,"CvsMid","P.lobata","Hawaii","lung development","developmental processes","P"
"13898","GO:0030324","jamg1.model.Sc0000654.3","lung development","BP",0.01541899,-1.662393424,0.016735359,"CvsHigh","P.lobata","Hawaii","lung development","developmental processes","P"
"14020","GO:0030488","plut2.m8.15873","tRNA methylation","BP",0.032457382,-1.436264646,0.028529172,"CvsMid","P.lobata","Hawaii","tRNA methylation","RNA metabolism","P"
"14037","GO:0030510","plut2.m8.3398","regulation of BMP signaling pathway","BP",0.041205806,-2.300655171,0.000930568,"CvsHigh","P.lobata","Hawaii","regulation of BMP signaling pathway","signal transduction","P"
"14610","GO:0031056","plut2.m8.20774","regulation of histone modification","BP",0.038721005,-1.345956868,0.007601892,"CvsHigh","P.lobata","Hawaii","regulation of histone modification","protein metabolism","P"
"14611","GO:0031056","plut2.m8.20774","regulation of histone modification","BP",0.038721005,-1.345956868,0.007601892,"CvsHigh","P.lobata","Hawaii","regulation of histone modification","cell organization and biogenesis","P"
"14612","GO:0031056","plut2.m8.20774","regulation of histone modification","BP",0.038721005,-1.456292091,0.002357389,"CvsMid","P.lobata","Hawaii","regulation of histone modification","protein metabolism","P"
"14613","GO:0031056","plut2.m8.20774","regulation of histone modification","BP",0.038721005,-1.456292091,0.002357389,"CvsMid","P.lobata","Hawaii","regulation of histone modification","cell organization and biogenesis","P"
"15021","GO:0031400","plut2.m8.31278","negative regulation of protein modification process","BP",0.038378143,-1.838326569,0.012682206,"CvsHigh","P.lobata","Hawaii","negative regulation of protein modification process","protein metabolism","P"
"15302","GO:0031643","plut2.m8.9923","positive regulation of myelination","BP",0.03016937,-0.955282539,0.044180526,"CvsHigh","P.lobata","Hawaii","positive regulation of myelination","developmental processes","P"
"16012","GO:0032289","plut2.m8.10671","central nervous system myelin formation","BP",0.037059212,-2.029422588,3.37e-05,"CvsHigh","P.lobata","Hawaii","myelin formation in the central nervous system","cell organization and biogenesis","P"
"16013","GO:0032289","plut2.m8.10671","central nervous system myelin formation","BP",0.037059212,-2.029422588,3.37e-05,"CvsHigh","P.lobata","Hawaii","myelin formation in the central nervous system","developmental processes","P"
"16014","GO:0032289","plut2.m8.10671","central nervous system myelin formation","BP",0.037059212,-1.923426966,0.000224193,"CvsMid","P.lobata","Hawaii","myelin formation in the central nervous system","cell organization and biogenesis","P"
"16015","GO:0032289","plut2.m8.10671","central nervous system myelin formation","BP",0.037059212,-1.923426966,0.000224193,"CvsMid","P.lobata","Hawaii","myelin formation in the central nervous system","developmental processes","P"
"17457","GO:0033567","plut2.m8.25740","DNA replication, Okazaki fragment processing","BP",0.034008729,-1.94377471,0.002447518,"CvsMid","P.lobata","Hawaii","DNA replication, Okazaki fragment processing","DNA metabolism","P"
"17458","GO:0033567","plut2.m8.25740","DNA replication, Okazaki fragment processing","BP",0.034008729,-2.119604544,0.00059459,"CvsHigh","P.lobata","Hawaii","DNA replication, Okazaki fragment processing","DNA metabolism","P"
"17578","GO:0033683","plut2.m8.10671","nucleotide-excision repair, DNA incision","BP",0.022501559,-1.923426966,0.000224193,"CvsMid","P.lobata","Hawaii","nucleotide-excision repair, DNA incision","DNA metabolism","P"
"17579","GO:0033683","plut2.m8.10671","nucleotide-excision repair, DNA incision","BP",0.022501559,-1.923426966,0.000224193,"CvsMid","P.lobata","Hawaii","nucleotide-excision repair, DNA incision","stress response","P"
"17580","GO:0033683","plut2.m8.10671","nucleotide-excision repair, DNA incision","BP",0.022501559,-2.029422588,3.37e-05,"CvsHigh","P.lobata","Hawaii","nucleotide-excision repair, DNA incision","DNA metabolism","P"
"17581","GO:0033683","plut2.m8.10671","nucleotide-excision repair, DNA incision","BP",0.022501559,-2.029422588,3.37e-05,"CvsHigh","P.lobata","Hawaii","nucleotide-excision repair, DNA incision","stress response","P"
"19068","GO:0035024","jamg1.model.Sc0000654.3","negative regulation of Rho protein signal transduction","BP",0.019136123,-1.931220689,0.001544453,"CvsMid","P.lobata","Hawaii","negative regulation of Rho protein signal transduction","signal transduction","P"
"19069","GO:0035024","jamg1.model.Sc0000654.3","negative regulation of Rho protein signal transduction","BP",0.019136123,-1.662393424,0.016735359,"CvsHigh","P.lobata","Hawaii","negative regulation of Rho protein signal transduction","signal transduction","P"
"19070","GO:0035024","plut2.m8.11877","negative regulation of Rho protein signal transduction","BP",0.019136123,-1.33614768,0.040333312,"CvsHigh","P.lobata","Hawaii","negative regulation of Rho protein signal transduction","signal transduction","P"
"19086","GO:0035041","plut2.m8.20774","sperm chromatin decondensation","BP",0.014224335,-1.456292091,0.002357389,"CvsMid","P.lobata","Hawaii","sperm chromatin decondensation","cell organization and biogenesis","P"
"19087","GO:0035041","plut2.m8.20774","sperm chromatin decondensation","BP",0.014224335,-1.345956868,0.007601892,"CvsHigh","P.lobata","Hawaii","sperm chromatin decondensation","cell organization and biogenesis","P"
"19092","GO:0035046","plut2.m8.9923","pronuclear migration","BP",0.020334925,-0.955282539,0.044180526,"CvsHigh","P.lobata","Hawaii","pronuclear migration","other biological processes","P"
"19106","GO:0035063","plut2.m8.20774","nuclear speck organization","BP",0.014224335,-1.456292091,0.002357389,"CvsMid","P.lobata","Hawaii","nuclear speck organization","cell organization and biogenesis","P"
"19107","GO:0035063","plut2.m8.20774","nuclear speck organization","BP",0.014224335,-1.345956868,0.007601892,"CvsHigh","P.lobata","Hawaii","nuclear speck organization","cell organization and biogenesis","P"
"19127","GO:0035076","plut2.m8.20774","ecdysone receptor-mediated signaling pathway","BP",0.014224335,-1.345956868,0.007601892,"CvsHigh","P.lobata","Hawaii","ecdysone receptor-mediated signaling pathway","signal transduction","P"
"19128","GO:0035076","plut2.m8.20774","ecdysone receptor-mediated signaling pathway","BP",0.014224335,-1.345956868,0.007601892,"CvsHigh","P.lobata","Hawaii","ecdysone receptor-mediated signaling pathway","developmental processes","P"
"19129","GO:0035076","plut2.m8.20774","ecdysone receptor-mediated signaling pathway","BP",0.014224335,-1.456292091,0.002357389,"CvsMid","P.lobata","Hawaii","ecdysone receptor-mediated signaling pathway","signal transduction","P"
"19130","GO:0035076","plut2.m8.20774","ecdysone receptor-mediated signaling pathway","BP",0.014224335,-1.456292091,0.002357389,"CvsMid","P.lobata","Hawaii","ecdysone receptor-mediated signaling pathway","developmental processes","P"
"19150","GO:0035092","plut2.m8.20774","sperm chromatin condensation","BP",0.014224335,-1.456292091,0.002357389,"CvsMid","P.lobata","Hawaii","sperm chromatin condensation","cell organization and biogenesis","P"
"19151","GO:0035092","plut2.m8.20774","sperm chromatin condensation","BP",0.014224335,-1.345956868,0.007601892,"CvsHigh","P.lobata","Hawaii","sperm chromatin condensation","cell organization and biogenesis","P"
"19232","GO:0035169","plut2.m8.21703","lymph gland plasmatocyte differentiation","BP",0.007992687,-1.971244026,0.029822319,"CvsMid","P.lobata","Hawaii","lymph gland plasmatocyte differentiation","developmental processes","P"
"19233","GO:0035169","plut2.m8.21703","lymph gland plasmatocyte differentiation","BP",0.007992687,2.383461607,0.022625602,"MidvsHigh","P.lobata","Hawaii","lymph gland plasmatocyte differentiation","developmental processes","P"
"19234","GO:0035170","plut2.m8.21703","lymph gland crystal cell differentiation","BP",0.007992687,2.383461607,0.022625602,"MidvsHigh","P.lobata","Hawaii","lymph gland crystal cell differentiation","developmental processes","P"
"19235","GO:0035170","plut2.m8.21703","lymph gland crystal cell differentiation","BP",0.007992687,-1.971244026,0.029822319,"CvsMid","P.lobata","Hawaii","lymph gland crystal cell differentiation","developmental processes","P"
"19355","GO:0035282","jamg1.model.Sc0000225.27","segmentation","BP",0.038262148,-1.229896511,0.001063275,"CvsHigh","P.lobata","Hawaii","segmentation","developmental processes","P"
"19401","GO:0036018","plut2.m8.23282","cellular response to erythropoietin","BP",0.016046901,2.417338797,0.018590007,"MidvsHigh","P.lobata","Hawaii",NA,NA,NA
"19402","GO:0036018","plut2.m8.23282","cellular response to erythropoietin","BP",0.016046901,2.275753562,0.005611244,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"19405","GO:0036466","plut2.m8.23282","synaptic vesicle recycling via endosome","BP",0.007990254,2.275753562,0.005611244,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"19406","GO:0036466","plut2.m8.23282","synaptic vesicle recycling via endosome","BP",0.007990254,2.417338797,0.018590007,"MidvsHigh","P.lobata","Hawaii",NA,NA,NA
"19407","GO:0036509","jamg1.model.Sc0000551.3","trimming of terminal mannose on B branch","BP",0.008984143,-2.356621914,1.04e-05,"CvsMid","P.lobata","Hawaii",NA,NA,NA
"19408","GO:0036509","jamg1.model.Sc0000551.3","trimming of terminal mannose on B branch","BP",0.008984143,-1.999720223,0.000800948,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"19409","GO:0038061","plut2.m8.11052","NIK/NF-kappaB signaling","BP",0.037878252,2.532751212,0.007425666,"MidvsHigh","P.lobata","Hawaii",NA,NA,NA
"19410","GO:0038061","plut2.m8.11052","NIK/NF-kappaB signaling","BP",0.037878252,2.489789467,0.000930568,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"19422","GO:0040011","plut2.m8.3398","locomotion","BP",0.012369884,-2.300655171,0.000930568,"CvsHigh","P.lobata","Hawaii","locomotion","other biological processes","P"
"19423","GO:0040011","jamg1.model.Sc0000225.27","locomotion","BP",0.012369884,-1.229896511,0.001063275,"CvsHigh","P.lobata","Hawaii","locomotion","other biological processes","P"
"19424","GO:0040011","plut2.m8.30846","locomotion","BP",0.012369884,-1.853643168,0.006366302,"CvsMid","P.lobata","Hawaii","locomotion","other biological processes","P"
"19425","GO:0040011","plut2.m8.30846","locomotion","BP",0.012369884,-2.44618056,5.52e-06,"CvsHigh","P.lobata","Hawaii","locomotion","other biological processes","P"
"19426","GO:0040012","jamg1.model.Sc0000225.29","regulation of locomotion","BP",0.008186208,-1.13687431,0.005038896,"CvsHigh","P.lobata","Hawaii","regulation of locomotion","other biological processes","P"
"19427","GO:0040012","plut2.m8.3544","regulation of locomotion","BP",0.008186208,-1.012999715,0.000558155,"CvsHigh","P.lobata","Hawaii","regulation of locomotion","other biological processes","P"
"19431","GO:0040016","plut2.m8.10671","embryonic cleavage","BP",0.002484953,-2.029422588,3.37e-05,"CvsHigh","P.lobata","Hawaii","embryonic cleavage","developmental processes","P"
"19432","GO:0040016","plut2.m8.11877","embryonic cleavage","BP",0.002484953,-1.33614768,0.040333312,"CvsHigh","P.lobata","Hawaii","embryonic cleavage","developmental processes","P"
"19433","GO:0040016","plut2.m8.10671","embryonic cleavage","BP",0.002484953,-1.923426966,0.000224193,"CvsMid","P.lobata","Hawaii","embryonic cleavage","developmental processes","P"
"19496","GO:0042044","plut2.m8.21315","fluid transport","BP",0.007286888,0.86326496,0.045253115,"CvsHigh","P.lobata","Hawaii","fluid transport","transport","P"
"19515","GO:0042065","plut2.m8.21703","glial cell growth","BP",0.007992687,-1.971244026,0.029822319,"CvsMid","P.lobata","Hawaii","glial cell growth","developmental processes","P"
"19516","GO:0042065","plut2.m8.21703","glial cell growth","BP",0.007992687,2.383461607,0.022625602,"MidvsHigh","P.lobata","Hawaii","glial cell growth","developmental processes","P"
"19564","GO:0042117","plut2.m8.28828","monocyte activation","BP",0.036994457,-1.127810969,0.011382662,"CvsHigh","P.lobata","Hawaii","monocyte activation","other biological processes","P"
"19565","GO:0042117","plut2.m8.28828","monocyte activation","BP",0.036994457,-1.196145046,0.005462134,"CvsMid","P.lobata","Hawaii","monocyte activation","other biological processes","P"
"20019","GO:0042542","plut2.m8.23282","response to hydrogen peroxide","BP",0.024208775,2.275753562,0.005611244,"CvsHigh","P.lobata","Hawaii","response to hydrogen peroxide","stress response","P"
"20020","GO:0042542","plut2.m8.8613","response to hydrogen peroxide","BP",0.024208775,-1.452190361,0.045435252,"CvsMid","P.lobata","Hawaii","response to hydrogen peroxide","stress response","P"
"20021","GO:0042542","plut2.m8.23282","response to hydrogen peroxide","BP",0.024208775,2.417338797,0.018590007,"MidvsHigh","P.lobata","Hawaii","response to hydrogen peroxide","stress response","P"
"20149","GO:0042670","plut2.m8.3398","retinal cone cell differentiation","BP",0.015788386,-2.300655171,0.000930568,"CvsHigh","P.lobata","Hawaii","retinal cone cell differentiation","developmental processes","P"
"20233","GO:0042752","plut2.m8.20774","regulation of circadian rhythm","BP",0.031423157,-1.345956868,0.007601892,"CvsHigh","P.lobata","Hawaii","regulation of circadian rhythm","other biological processes","P"
"20234","GO:0042752","plut2.m8.20774","regulation of circadian rhythm","BP",0.031423157,-1.456292091,0.002357389,"CvsMid","P.lobata","Hawaii","regulation of circadian rhythm","other biological processes","P"
"20235","GO:0042752","plut2.m8.8613","regulation of circadian rhythm","BP",0.031423157,-1.452190361,0.045435252,"CvsMid","P.lobata","Hawaii","regulation of circadian rhythm","other biological processes","P"
"20395","GO:0042908","plut2.m8.33084","xenobiotic transport","BP",0.016151185,-1.94782431,0.000414935,"CvsHigh","P.lobata","Hawaii","xenobiotic transport","transport","P"
"20396","GO:0042908","plut2.m8.24269","xenobiotic transport","BP",0.016151185,-1.974312514,0.028575763,"MidvsHigh","P.lobata","Hawaii","xenobiotic transport","transport","P"
"20622","GO:0043137","plut2.m8.25740","DNA replication, removal of RNA primer","BP",0.033721631,-1.94377471,0.002447518,"CvsMid","P.lobata","Hawaii","DNA replication, removal of RNA primer","DNA metabolism","P"
"20623","GO:0043137","plut2.m8.25740","DNA replication, removal of RNA primer","BP",0.033721631,-1.94377471,0.002447518,"CvsMid","P.lobata","Hawaii","DNA replication, removal of RNA primer","RNA metabolism","P"
"20624","GO:0043137","plut2.m8.25740","DNA replication, removal of RNA primer","BP",0.033721631,-2.119604544,0.00059459,"CvsHigh","P.lobata","Hawaii","DNA replication, removal of RNA primer","DNA metabolism","P"
"20625","GO:0043137","plut2.m8.25740","DNA replication, removal of RNA primer","BP",0.033721631,-2.119604544,0.00059459,"CvsHigh","P.lobata","Hawaii","DNA replication, removal of RNA primer","RNA metabolism","P"
"20646","GO:0043149","plut2.m8.11877","stress fiber assembly","BP",0.03934984,-1.33614768,0.040333312,"CvsHigh","P.lobata","Hawaii","stress fiber formation","cell organization and biogenesis","P"
"20754","GO:0043249","plut2.m8.10671","erythrocyte maturation","BP",0.0352962,-2.029422588,3.37e-05,"CvsHigh","P.lobata","Hawaii","erythrocyte maturation","developmental processes","P"
"20755","GO:0043249","plut2.m8.10671","erythrocyte maturation","BP",0.0352962,-1.923426966,0.000224193,"CvsMid","P.lobata","Hawaii","erythrocyte maturation","developmental processes","P"
"20889","GO:0043388","plut2.m8.10671","positive regulation of DNA binding","BP",0.002776444,-2.029422588,3.37e-05,"CvsHigh","P.lobata","Hawaii","positive regulation of DNA binding","other biological processes","P"
"20890","GO:0043388","plut2.m8.5923","positive regulation of DNA binding","BP",0.002776444,2.547484568,1.83e-12,"CvsHigh","P.lobata","Hawaii","positive regulation of DNA binding","other biological processes","P"
"20891","GO:0043388","plut2.m8.10671","positive regulation of DNA binding","BP",0.002776444,-1.923426966,0.000224193,"CvsMid","P.lobata","Hawaii","positive regulation of DNA binding","other biological processes","P"
"20892","GO:0043388","plut2.m8.5923","positive regulation of DNA binding","BP",0.002776444,2.278771841,8.48e-10,"CvsMid","P.lobata","Hawaii","positive regulation of DNA binding","other biological processes","P"
"20916","GO:0043408","plut2.m8.32388","regulation of MAPK cascade","BP",0.022514127,1.23335001,0.001564529,"CvsHigh","P.lobata","Hawaii","regulation of MAPKKK cascade","signal transduction","P"
"20917","GO:0043408","plut2.m8.32950","regulation of MAPK cascade","BP",0.022514127,-2.105848127,0.00527347,"CvsHigh","P.lobata","Hawaii","regulation of MAPKKK cascade","signal transduction","P"
"20918","GO:0043408","plut2.m8.32388","regulation of MAPK cascade","BP",0.022514127,1.583034924,3.35e-05,"CvsMid","P.lobata","Hawaii","regulation of MAPKKK cascade","signal transduction","P"
"20979","GO:0043467","plut2.m8.29528","regulation of generation of precursor metabolites and energy","BP",0.039328628,-2.021544717,0.008183141,"CvsHigh","P.lobata","Hawaii","regulation of generation of precursor metabolites and energy","other metabolic processes","P"
"20980","GO:0043467","plut2.m8.29528","regulation of generation of precursor metabolites and energy","BP",0.039328628,-2.443511202,0.000213575,"CvsMid","P.lobata","Hawaii","regulation of generation of precursor metabolites and energy","other metabolic processes","P"
"21018","GO:0043504","plut2.m8.12217","mitochondrial DNA repair","BP",0.001977759,-1.499102801,0.037717103,"MidvsHigh","P.lobata","Hawaii","mitochondrial DNA repair","DNA metabolism","P"
"21019","GO:0043504","plut2.m8.12217","mitochondrial DNA repair","BP",0.001977759,-1.499102801,0.037717103,"MidvsHigh","P.lobata","Hawaii","mitochondrial DNA repair","cell organization and biogenesis","P"
"21020","GO:0043504","plut2.m8.12217","mitochondrial DNA repair","BP",0.001977759,-1.499102801,0.037717103,"MidvsHigh","P.lobata","Hawaii","mitochondrial DNA repair","stress response","P"
"21021","GO:0043504","plut2.m8.25740","mitochondrial DNA repair","BP",0.001977759,-1.94377471,0.002447518,"CvsMid","P.lobata","Hawaii","mitochondrial DNA repair","DNA metabolism","P"
"21022","GO:0043504","plut2.m8.25740","mitochondrial DNA repair","BP",0.001977759,-1.94377471,0.002447518,"CvsMid","P.lobata","Hawaii","mitochondrial DNA repair","cell organization and biogenesis","P"
"21023","GO:0043504","plut2.m8.25740","mitochondrial DNA repair","BP",0.001977759,-1.94377471,0.002447518,"CvsMid","P.lobata","Hawaii","mitochondrial DNA repair","stress response","P"
"21024","GO:0043504","plut2.m8.25740","mitochondrial DNA repair","BP",0.001977759,-2.119604544,0.00059459,"CvsHigh","P.lobata","Hawaii","mitochondrial DNA repair","DNA metabolism","P"
"21025","GO:0043504","plut2.m8.25740","mitochondrial DNA repair","BP",0.001977759,-2.119604544,0.00059459,"CvsHigh","P.lobata","Hawaii","mitochondrial DNA repair","cell organization and biogenesis","P"
"21026","GO:0043504","plut2.m8.25740","mitochondrial DNA repair","BP",0.001977759,-2.119604544,0.00059459,"CvsHigh","P.lobata","Hawaii","mitochondrial DNA repair","stress response","P"
"21722","GO:0044335","jamg1.model.Sc0000225.27","canonical Wnt signaling pathway involved in neural crest cell differentiation","BP",0.041911897,-1.229896511,0.001063275,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"21723","GO:0044346","plut2.m8.11877","fibroblast apoptotic process","BP",0.025153254,-1.33614768,0.040333312,"CvsHigh","P.lobata","Hawaii",NA,NA,NA
"21791","GO:0044826","plut2.m8.18568","viral genome integration into host DNA","BP",0.018596484,-1.507463261,0.00478441,"CvsMid","P.lobata","Hawaii",NA,NA,NA
"21792","GO:0045002","plut2.m8.25740","double-strand break repair via single-strand annealing","BP",0.026771311,-1.94377471,0.002447518,"CvsMid","P.lobata","Hawaii","double-strand break repair via single-strand annealing","stress response","P"
"21793","GO:0045002","plut2.m8.25740","double-strand break repair via single-strand annealing","BP",0.026771311,-1.94377471,0.002447518,"CvsMid","P.lobata","Hawaii","double-strand break repair via single-strand annealing","DNA metabolism","P"
"21794","GO:0045002","plut2.m8.25740","double-strand break repair via single-strand annealing","BP",0.026771311,-2.119604544,0.00059459,"CvsHigh","P.lobata","Hawaii","double-strand break repair via single-strand annealing","stress response","P"
"21795","GO:0045002","plut2.m8.25740","double-strand break repair via single-strand annealing","BP",0.026771311,-2.119604544,0.00059459,"CvsHigh","P.lobata","Hawaii","double-strand break repair via single-strand annealing","DNA metabolism","P"
"22118","GO:0045315","plut2.m8.32950","positive regulation of compound eye photoreceptor development","BP",0.008068669,-2.105848127,0.00527347,"CvsHigh","P.lobata","Hawaii","positive regulation of compound eye photoreceptor development","developmental processes","P"
"22425","GO:0045618","plut2.m8.21905","positive regulation of keratinocyte differentiation","BP",0.041588768,1.362511909,0.000989128,"CvsMid","P.lobata","Hawaii","positive regulation of keratinocyte differentiation","other biological processes","P"
"22600","GO:0045792","plut2.m8.21703","negative regulation of cell size","BP",0.046516114,2.383461607,0.022625602,"MidvsHigh","P.lobata","Hawaii","negative regulation of cell size","other biological processes","P"
"22601","GO:0045792","plut2.m8.32950","negative regulation of cell size","BP",0.046516114,-2.105848127,0.00527347,"CvsHigh","P.lobata","Hawaii","negative regulation of cell size","other biological processes","P"
"22602","GO:0045792","plut2.m8.21703","negative regulation of cell size","BP",0.046516114,-1.971244026,0.029822319,"CvsMid","P.lobata","Hawaii","negative regulation of cell size","other biological processes","P"
"22772","GO:0045944","jamg1.model.Sc0000051.45","positive regulation of transcription by RNA polymerase II","BP",0.044572701,0.635514209,0.035957066,"CvsMid","P.lobata","Hawaii","positive regulation of transcription from RNA polymerase II promoter","RNA metabolism","P"
"22773","GO:0045944","plut2.m8.24994","positive regulation of transcription by RNA polymerase II","BP",0.044572701,-2.155101955,0.001160142,"CvsMid","P.lobata","Hawaii","positive regulation of transcription from RNA polymerase II promoter","RNA metabolism","P"
"22774","GO:0045944","plut2.m8.20774","positive regulation of transcription by RNA polymerase II","BP",0.044572701,-1.456292091,0.002357389,"CvsMid","P.lobata","Hawaii","positive regulation of transcription from RNA polymerase II promoter","RNA metabolism","P"
"22775","GO:0045944","plut2.m8.33535","positive regulation of transcription by RNA polymerase II","BP",0.044572701,-1.20524184,0.000414935,"CvsHigh","P.lobata","Hawaii","positive regulation of transcription from RNA polymerase II promoter","RNA metabolism","P"
"22776","GO:0045944","plut2.m8.20774","positive regulation of transcription by RNA polymerase II","BP",0.044572701,-1.345956868,0.007601892,"CvsHigh","P.lobata","Hawaii","positive regulation of transcription from RNA polymerase II promoter","RNA metabolism","P"
"22777","GO:0045944","plut2.m8.21905","positive regulation of transcription by RNA polymerase II","BP",0.044572701,1.362511909,0.000989128,"CvsMid","P.lobata","Hawaii","positive regulation of transcription from RNA polymerase II promoter","RNA metabolism","P"
"22778","GO:0045944","plut2.m8.9273","positive regulation of transcription by RNA polymerase II","BP",0.044572701,-1.628173656,0.003605271,"CvsMid","P.lobata","Hawaii","positive regulation of transcription from RNA polymerase II promoter","RNA metabolism","P"
"22779","GO:0045944","jamg1.model.Sc0000225.27","positive regulation of transcription by RNA polymerase II","BP",0.044572701,-1.229896511,0.001063275,"CvsHigh","P.lobata","Hawaii","positive regulation of transcription from RNA polymerase II promoter","RNA metabolism","P"
"22785","GO:0045951","plut2.m8.10671","positive regulation of mitotic recombination","BP",0.022495091,-1.923426966,0.000224193,"CvsMid","P.lobata","Hawaii","positive regulation of mitotic recombination","DNA metabolism","P"
"22786","GO:0045951","plut2.m8.10671","positive regulation of mitotic recombination","BP",0.022495091,-2.029422588,3.37e-05,"CvsHigh","P.lobata","Hawaii","positive regulation of mitotic recombination","DNA metabolism","P"
"23002","GO:0046130","plut2.m8.23335","purine ribonucleoside catabolic process","BP",0.015094826,0.843900374,0.024180026,"CvsHigh","P.lobata","Hawaii","purine ribonucleoside catabolic process","other metabolic processes","P"
"23253","GO:0046415","plut2.m8.1011","urate metabolic process","BP",0.044489809,-1.080374428,0.010504116,"CvsHigh","P.lobata","Hawaii","urate metabolic process","other metabolic processes","P"
